,JAN,cid,SHOSINM,SERIESNM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
1444,9784591095362,301,ジキル博士とハイド氏,キル博士とハイド氏,,ジキル博士とハイド氏,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,ロバート・ルイス・スティーヴンソン,ポプラポケット文庫
3967,9784001145526,301,ジーキル博士とハイド氏,キル博士とハイド氏,,ジーキル博士とハイド氏,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,ロバート・ルイス・スティーヴンソン,岩波少年文庫
2714,9784062855532,302,ルドルフとイッパイアッテナ　映画ノベライズ,ルフ,,ルドルフとイッパイアッテナ　映画ノベライズ,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,桜木日向,講談社青い鳥文庫
4266,9784092895799,302,リルリルフェアリル～妖精りっぷのたんじょう～,ルフ,,リルリルフェアリル～妖精りっぷのたんじょう～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,サンリオ,ちゃおノベルズ
2185,9784092314238,303,リアルケイドロ　捜査ファイル　渋谷編　逃亡犯を追いつめろ！,,１,リアルケイドロ　捜査ファイル　渋谷編　逃亡犯を追いつめろ！,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
1029,9784065250037,304,小説ブルーピリオド,小説ブルーピリオド,１,ブルーピリオド　小説,児童書,児童文庫,児童文庫,その他児童文庫,講談社,時海結以,講談社ＫＫ文庫
1347,9784065257876,304,小説ブルーピリオド,小説ブルーピリオド,２,ブルーピリオド　小説,児童書,児童文庫,児童文庫,その他児童文庫,講談社,時海結以,講談社ＫＫ文庫
1005,9784046320988,305,ブルーなあたしとピンクなぼく　ドキドキいっぱい体育祭！？,ブルーなあたしとピンクなぼく,２,ブルーなあたしとピンクなぼく,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,イノウエミホコ,角川つばさ文庫
815,9784046321053,305,ブルーなあたしとピンクなぼく,ブルーなあたしとピンクなぼく,,ブルーなあたしとピンクなぼく,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,イノウエミホコ,角川つばさ文庫
4421,9784834014426,306,エルマーとりゅう,エルマーと,,エルマーとりゅう,児童書,児童文庫,児童文庫,福音館文庫,福音館書店,ルース・スタイルス・ガネット,
4690,9784834014433,306,エルマーと１６ぴきのりゅう,エルマーと,,エルマーと１６ぴきのりゅう,児童書,児童文庫,児童文庫,福音館文庫,福音館書店,ルース・スタイルス・ガネット,
4633,9784591090374,307,魔女のルルーとオーロラの城,魔女のルルーと,,魔女のルルーとオーロラの城,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,村山早紀,ポプラポケット文庫
4824,9784591093795,307,魔女のルルーと風の少女　風の丘のルル４,魔女のルルーと,,魔女のルルーと風の少女　風の丘のルル４,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,村山早紀,ポプラポケット文庫
2816,9784834018271,308,グリムの昔話,グリム童話集（,３,グリムの昔話,児童書,児童文庫,児童文庫,福音館文庫,福音館書店,グリム兄弟,福音館文庫
2000,9784834018257,308,グリムの昔話,グリム童話集（,１,グリムの昔話,児童書,児童文庫,児童文庫,福音館文庫,福音館書店,グリム兄弟,福音館文庫
2419,9784001141481,308,グリム童話集（下）,グリム童話集（,,グリム童話集,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,佐々木田鶴子,岩波少年文庫
4257,9784036508501,308,グリム童話集,グリム童話集（,２,グリム童話集,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,ヤーコプ・グリム,偕成社文庫
3343,9784591129630,308,グリム童話,グリム童話集（,,グリム童話,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,西本鶏介,ポプラポケット文庫
2211,9784001141474,308,グリム童話集（上）,グリム童話集（,,グリム童話集,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,佐々木田鶴子,岩波少年文庫
4567,9784036508600,308,グリム童話集,グリム童話集（,３,グリム童話集,児童書,児童文庫,児童文庫,偕成社文庫,偕成社,ヤーコプ・グリム,偕成社文庫
