,JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SUBLABEL,SERIESNM,SERIESNM_shoshi,SERIESNM_sikiriban,SERIESNM_sosho,SERIESNM_sublabel,seriesnm_candidate_shoshi,seriesnm_candidate_sikiriban,seriesnm_candidate_sosho,seriesnm_candidate_sublabel
0,9784046322050,サキヨミ！　トラブルまみれのデート作戦！,８,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,七海まち,4,ＫＡＤＯＫＡＷＡ,43182126,サキヨミ！,角川つばさ文庫,20230208,2659,,,サキヨミ！,,,,サキヨミ！,角川まんが学習シリーズ,角川まんが学習シリーズ,
1,9784410107276,チャート式解法と演習数学２＋Ｂ　新課程,,1076,19,31,11,11,書籍,学習参考書,高校学参,数学,数学Ⅱ・Ｂ,チャート研究所,410,数研出版,43371515,チャート式解法と演習数学２＋Ｂ　新課程,,20221025,1656,,,,,,,チャート式問題集シリーズ,,,
2,9784892880865,北辰のかこもん　数学　２０２２年度中３北辰テスト過去問題集,,1076,19,21,5,11,書籍,学習参考書,中学学参,基礎学習,基礎学習問題集,ｍｉｏ,89288,北辰図書出版,43412911,北辰のかこもん　数学　２０２２年度中３北辰テスト過去問題集,,20230322,2269,,,,,,,,,,
3,9784046321831,ぜったいバレちゃいけません！！！　ハッピーエンドはゆずれない！,６,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,水無仙丸,4,ＫＡＤＯＫＡＷＡ,43210129,ぜったいバレちゃいけません！！！,角川つばさ文庫,20221013,1534,,,ぜったいバレちゃいけません！！！,,,,ぜったいバレちゃいけません！！！,角川まんが学習シリーズ,角川まんが学習シリーズ,
4,9784065301821,氷の上のプリンセス　シニア編,３,1076,16,55,1,11,書籍,児童書,児童文庫,児童文庫,青い鳥文庫,風野潮,6,講談社,43308401,氷の上のプリンセス　シニア編,講談社青い鳥文庫,20221214,1433,,,氷の上のプリンセス,,,,氷の上のプリンセス,ディズニーえほん文庫,講談社アニメ絵本,
5,9784046321879,スイッチ！　大キライなはずなのに！？,１１,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,深海ゆずは,4,ＫＡＤＯＫＡＷＡ,42943339,スイッチ！,角川つばさ文庫,20221109,3376,,,スイッチ！,,,,スイッチ！,角川まんが学習シリーズ,角川まんが学習シリーズ,
6,9784813780755,イケメン王子×４は、地味子ちゃんを溺愛したい。　ヒミツの甘々カップル誕生編,,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,ゆいっと,8137,スターツ出版,43379328,イケメン王子×４は、地味子ちゃんを溺愛したい。　ヒミツの甘々カップル誕生編,野いちごジュニア文庫,20221220,1179,,,,,,,この恋は、ぜったいヒミツ。,,,
7,9784791631612,頭がよくなる！　はじめての寝るまえ１分おんどく,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,加藤俊徳,7916,西東社,43408299,頭がよくなる！　はじめての寝るまえ１分おんどく,,20230405,2602,,,,,,,おんなのこのめいさくだいすき全２５話,ミラクルきょうふ！怖いストーリーＭＥＧＡ,,
8,9784813780854,ウタイテ！　目指せ、ファンイベント開催！　ヒミツの特訓は溺愛のはじまり,４,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,＊あいら＊,8137,スターツ出版,43313006,ウタイテ！,野いちごジュニア文庫,20230320,6136,,,ウタイテ！,,,,ウタイテ！,,,
9,9784046322203,サバイバー！！　アテンション、敵のアジトから生還せよ！,５,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,あさばみゆき,4,ＫＡＤＯＫＡＷＡ,43261596,サバイバー！！,角川つばさ文庫,20230412,1626,,,サバイバー！！,,,,サバイバー！！,角川まんが学習シリーズ,角川まんが学習シリーズ,
10,9784522803370,ほのぼの　どうぶつ　３５ピース,,1076,16,91,1,13,書籍,児童書,グッズ,グッズ,ジグソーパズル,池谷裕二,522,永岡書店,43365875,ほのぼの　どうぶつ　３５ピース,頭のいい子を育むジグソー知育パズル,20221011,1174,頭のいい子を育む　ジグソー知育パズル,,,,,,,ディズニージグソーブック,ディズニージグソーブック,ディズニージグソーブック
11,9784083217579,海色ダイアリー〜五つ子アイドルと五河の夢〜,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,みゆ,8,集英社,43382708,海色ダイアリー～五つ子アイドルと五河の夢～,集英社みらい文庫,20221216,8372,,,海色ダイアリー,,,,海色ダイアリー,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,
12,9784756256287,はらぺこあおむしのエリック・カールと学ぼう　これだけは知っておきたい　こども図鑑,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,エリック・カール,7562,パイインターナショナル,43372666,はらぺこあおむしのエリック・カールと学ぼう　これだけは知っておきたい　こども図鑑,,20221201,1293,,,,,,,,いきものびっくりシリーズ,,
13,9784801401167,ぜったいに　かいちゃダメ？　ラリーのらくがきちょう,,1076,16,15,1,21,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,ビル・コッター,8014,サンクチュアリ・パブリッシング,43387482,ぜったいに　かいちゃダメ？　ラリーのらくがきちょう,,20230411,1090,,,ぜったいに,,,,ぜったいに,,,
14,9784065303771,ひろがるスカイ！プリキュア　ミニパレットぬりえ,,1076,16,21,1,45,書籍,児童書,キャラクター絵本,キャラクター絵本,ヒロイン,講談社,6,講談社,43393228,ひろがるスカイ！プリキュア　ミニパレットぬりえ,［バラエティ］,20230228,1718,,,プリキュア,,,,プリキュア,弱肉強食オンライン,ティガ・ダイナ＆ウルトラマンガイア,
15,9784083217562,おチビがうちにやってきた！　動物園で事件！あらたな能力児、あらわる！？,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,柴野理奈子,8,集英社,43382707,おチビがうちにやってきた！　動物園で事件！あらたな能力児、あらわる！？,集英社みらい文庫,20221216,2593,,,おチビがうちにやってきた！,,,,おチビがうちにやってきた！,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,
16,9784575317619,先生は教えてくれない！クレヨンしんちゃんの折れない心をつくる本,,1076,16,71,5,91,書籍,児童書,学習百科,学習漫画,その他学習漫画,臼井儀人,575,双葉社,43366747,先生は教えてくれない！クレヨンしんちゃんの折れない心をつくる本,,20221117,2767,,,クレヨンしんちゃん,,,,クレヨンしんちゃんのなんでも百科シリーズ,,,
17,9784049145663,星のカービィ　プププヒーロー　プププランド最大の事件！！編,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,あおきけい,4,ＫＡＤＯＫＡＷＡ,43375601,星のカービィ　プププヒーロー　プププランド最大の事件！！編,,20221214,4914,,,星のカービィ,,,,星のカービィ,恐怖コレクター,,
18,9784774738642,メイクアップぬりえ　キュートポップコレクション,,1076,16,15,1,41,書籍,児童書,しかけ絵本,しかけ絵本,ぬりえ,ｍｉｏ,7747,コスミック出版,43380025,メイクアップぬりえ　キュートポップコレクション,［バラエティ］,20221128,5359,,,,,,,,,,
19,9784763140210,ぺんたと小春のめんどいまちがいさがし　ＢＩＧ,,1076,16,61,1,15,書籍,児童書,実用百科,実用百科,迷路・パズル,ペンギン飛行機製作所,7631,サンマーク出版,43368795,ぺんたと小春のめんどいまちがいさがし　ＢＩＧ,,20221110,4167,,,,,,,,,,
20,9784046061270,じんせいさいしょの,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,おおのたろう,4,ＫＡＤＯＫＡＷＡ,43384710,じんせいさいしょの,,20230126,3381,,,,,,,ないしょのＭ組,ファースト・ステップ,,
21,9784092538931,四字熟語がわかる　ドラえもんの国語おもしろ攻略,,1076,16,71,1,21,書籍,児童書,学習百科,学習百科,ドラえもんの学習シリ－ズ,藤子・Ｆ・不二雄プロ,9,小学館,43381822,四字熟語がわかる　ドラえもんの国語おもしろ攻略,,20230208,1612,ドラえもんの学習シリーズ,,ドラえもん,ドラえもん,,ドラえもん,ドラえもんのプレ学習シリーズ,ドラえもんの学習シリ－ズ,,ドラえもんの学習シリーズ
22,9784057508412,学研の科学　大図鑑プロジェクター　世界とつながるほんもの体験キット,,1076,16,61,1,65,書籍,児童書,実用百科,実用百科,実験・自由研究,学研の科学編集部,5,学研プラス,43372767,学研の科学　大図鑑プロジェクター　世界とつながるほんもの体験キット,［バラエティ］,20221213,6272,,,,,,,自由研究おたすけキット,自由研究おたすけキット,いきもの最強バラエティー,
23,9784774738574,たのしくあそぼう！どうぶつシールブック,,1076,16,15,1,31,書籍,児童書,しかけ絵本,しかけ絵本,シール絵本,ｍｉｏ,7747,コスミック出版,43391590,たのしくあそぼう！どうぶつシールブック,［バラエティ］,20230120,1303,,,,,,,,,,
24,9784092536531,ポケモンずかんドリル　小学３年生　かけ算・わり算,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,矢部一夫,9,小学館,43396899,ポケモンずかんドリル　小学３年生　かけ算・わり算,知育ドリル,20230222,5629,知育ドリル,,,,知育ドリル,知育ドリル,ドラえもん ちずかん,ドラえもん_知育ドリル,ドラえもん_知育ドリル,ドラえもん_知育ドリル
25,9784591177327,小説　魔入りました！入間くん　問題児でいこうぜ,５,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,針とら,591,ポプラ社,43264725,小説　魔入りました！入間くん,ポプラキミノベル,20230308,2689,ポプラキミノベル　ノベライズ,,魔入りました！入間くん,,,,魔入りました！入間くん,少年探偵・江戸川乱歩＜文庫版＞,ポプラ社のよみきかせ大型絵本,ポプラ社のよみきかせ大型絵本
26,9784074521562,きみのこころをつよくする　えほん,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,足立啓美,7,主婦の友社,43360941,きみのこころをつよくする　えほん,,20221004,1903,,,,,,,ガストンのソーシャルスキルえほん,子どもりょうり絵本,,
27,9784591173480,こうじのくるま　たのしいしかけえほん,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,水島ぱぎい,591,ポプラ社,43367767,こうじのくるま　たのしいしかけえほん,,20221025,1057,単行本,,,,,,トーマス_ミニキャラえほん,やってみよう！ブック,,
28,9784813780809,いつか、眠りにつく日,,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,いぬじゅん,8137,スターツ出版,43385493,いつか、眠りにつく日,,20230120,1705,,,,,,,総長さま、溺愛中につき。,,,
29,9784533151545,るるぶマンガとクイズで楽しく学ぶ！日本の歴史人物伝,,1076,16,71,5,91,書籍,児童書,学習百科,学習漫画,その他学習漫画,伊藤賀一,533,ＪＴＢ,43370158,るるぶマンガとクイズで楽しく学ぶ！日本の歴史人物伝,,20221115,1817,こども絵本[学習まんが],,,,,こども絵本,こども絵本　るるぶ学べるさがし絵えほん,,,こども絵本エルライン
30,9784774738673,新装版　ようちえんのせんせいがえらんだ　たのしいどうようえほん,,1076,16,15,1,1,書籍,児童書,しかけ絵本,しかけ絵本,音のでる絵本,佐藤暁子,7747,コスミック出版,43388932,新装版　ようちえんのせんせいがえらんだ　たのしいどうようえほん,［バラエティ］,20230110,1949,,,,,,,,,,
31,9784065299098,ＴＶアニメ　ブルーロック　スペシャルトランプブック,,1076,16,91,1,92,書籍,児童書,グッズ,グッズ,キャラクターグッズ,講談社,6,講談社,43386767,ＴＶアニメ　ブルーロック　スペシャルトランプブック,［バラエティ］,20230224,1100,,,,,,,ティガ・ダイナ＆ウルトラマンガイア,キャラクタードリルシリーズ,ティガ・ダイナ＆ウルトラマンガイア,
32,9784794998347,大学受験案内　２０２４年度用　大学・短大・大学院総合ガイド,,1076,19,31,61,61,書籍,学習参考書,高校学参,大学受験,大学・学部案内,晶文社学校案内編集部,7949,晶文社,43403805,大学受験案内　２０２４年度用　大学・短大・大学院総合ガイド,,20230314,1253,,,,,,,,,,
33,9784046322098,世にも奇妙な商品カタログ　取り消せるこづかい帳・生まれ変わりタマゴ他,１１,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,地図十行路,4,ＫＡＤＯＫＡＷＡ,43035461,世にも奇妙な商品カタログ,角川つばさ文庫,20230208,1517,,,世にも奇妙な商品カタログ,,,,世にも奇妙な商品カタログ,角川まんが学習シリーズ,角川まんが学習シリーズ,
34,9784092592131,ポケモンクイズパズルランド　ピカチュウたんけんたい,,1076,16,21,1,15,書籍,児童書,キャラクター絵本,キャラクター絵本,ポケットモンスター,嵩瀬ひろし,9,小学館,43385471,ポケモンクイズパズルランド　ピカチュウたんけんたい,,20230215,1314,ビッグ･コロタン,,,ポケットモンスター,,,ピカチュウ_小学館のテレビ絵本,ポケットモンスター_翻訳創作絵本シリーズ,,ビッグコロタン
35,9784479393948,勇者たちの中学受験　わが子が本気になったとき、私の目が覚めたとき,,1076,19,11,21,1,書籍,学習参考書,小学学参,勉強法,勉強法,おおたとしまさ,479,大和書房,43378073,勇者たちの中学受験　わが子が本気になったとき、私の目が覚めたとき,,20221112,5256,,,,,,,,,,
36,9784065306581,小説　ゆずのどうぶつカルテ　こちら　わんニャンどうぶつ病院,１２,1076,16,55,1,11,書籍,児童書,児童文庫,児童文庫,青い鳥文庫,伊藤みんご,6,講談社,43047158,小説　ゆずのどうぶつカルテ　こちら　わんニャンどうぶつ病院,講談社青い鳥文庫,20230208,1090,,,ゆずのどうぶつカルテ,,,,ゆずのどうぶつカルテ,ディズニーえほん文庫,講談社アニメ絵本,
37,9784083217647,九死一生ゲーム　都庁パニック！東京の未来を救え,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,藤ダリオ,8,集英社,43386787,九死一生ゲーム　都庁パニック！東京の未来を救え,集英社みらい文庫,20230127,1023,,,九死一生ゲーム,,,,九死一生ゲーム,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,
38,9784097252047,おさるのジョージ　ちがうのどれだ？,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,小学館,9,小学館,43376616,おさるのジョージ　ちがうのどれだ？,,20221124,1156,,,おさるのジョージ,,,,おさるのジョージ,ピーターラビット,,
39,9784591175118,新装版　どうぶつえあわせ　ぴったりカード,,1076,16,91,1,3,書籍,児童書,グッズ,グッズ,知育カード,わらべきみか,591,ポプラ社,43365878,新装版　どうぶつえあわせ　ぴったりカード,,20221005,1576,単行本,,,,,,どうぶつ絵本,音のでる・知育絵本,,
40,9784065293423,ディズニーガールズと　いっしょに　おふろで　あいうえお　アルファベットひょうつき,,1076,16,91,1,4,書籍,児童書,グッズ,グッズ,ウォールチャート,講談社,6,講談社,43362345,ディズニーガールズと　いっしょに　おふろで　あいうえお　アルファベットひょうつき,,20221018,1827,,,ディズニー,,,,ディズニー_ＦＩＮＤ　ＢＯＯＫ,スター・ウォーズエピソード,,
41,9784083217692,絶望鬼ごっこ　街をむしばむ地獄計画,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,針とら,8,集英社,43395879,絶望鬼ごっこ　街をむしばむ地獄計画,集英社みらい文庫,20230224,2341,絶望鬼ごっこシリーズ,,絶望鬼ごっこ,,,絶望鬼ごっこ,絶望鬼ごっこ,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,絶望鬼ごっこ
42,9784591175712,すずのまたたびデイズ　テレビ局で事件発生！？,２,1076,16,41,5,7,書籍,児童書,読み物,読み物,おしりたんていシリーズ,トロル,591,ポプラ社,43337756,すずのまたたびデイズ,,20221207,1084,すずのまたたびデイズ,,,おしりたんてい,,,きかんしゃトーマスのテレビえほんシリーズ,おしりたんていかいとう,,きかんしゃトーマスとなかまたち
43,9784065306871,転生したらスライムだった件　転生　漢字ドリル,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,講談社,6,講談社,43380035,転生したらスライムだった件　転生　漢字ドリル,,20221226,1273,,,,,,,キャラクタードリルシリーズ,キャラクタードリルシリーズ,,
44,9784049145472,星のカービィ　プププナゾトレブック,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ワープスター,4,ＫＡＤＯＫＡＷＡ,43375600,星のカービィ　プププナゾトレブック,,20221214,1889,,,星のカービィ,,,,星のカービィ,恐怖コレクター,,
45,9784533151323,るるぶ　歴史人物かるた,,1076,16,91,1,5,書籍,児童書,グッズ,グッズ,かるた,ＪＴＢパブリッシング,533,ＪＴＢ,43374270,るるぶ　歴史人物かるた,［かるた］　こども絵本かるた,20221124,1040,こども絵本[かるた],,,,こども絵本,こども絵本,こども絵本　るるぶ学べるさがし絵えほん,,こども絵本エルライン,こども絵本エルライン
46,9784092812550,ひらめきゲット！　Ｌｅｔ’ｓ　ポケなぞ！！,３,1076,16,21,1,65,書籍,児童書,キャラクター絵本,キャラクター絵本,コロタン文庫,松丸亮吾,9,小学館,43336499,ひらめきゲット！　Ｌｅｔ’ｓ　ポケなぞ！！,コロタン文庫　ポケットモンスター,20230329,1729,コロタン文庫,,,コロタン文庫,ポケットモンスター,コロタン文庫,アンパンマン_ひらめき★シールえほん,コロタン文庫,ポケットモンスター_翻訳創作絵本シリーズ,コロタン文庫
47,9784591175514,おかあさんといっしょ　おうたで　わーい！,,1076,16,15,1,1,書籍,児童書,しかけ絵本,しかけ絵本,音のでる絵本,ｍｉｏ,591,ポプラ社,43380292,おかあさんといっしょ　おうたで　わーい！,,20221209,6881,単行本,,おかあさんといっしょ,,,,おかあさんといっしょ,音のでる・知育絵本,,
48,9784083217791,青星学園★チームＥＹＥーＳの事件ノート　〜お姫さまは恋なんてしない！？　レオと約束のドレス〜,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,相川真,8,集英社,43409034,青星学園★チームＥＹＥーＳの事件ノート　～お姫さまは恋なんてしない！？　レオと約束のドレス～,青星学園★チームＥＹＥーＳの事件ノート,20230421,2085,,,,,,,青星学園★チームＥＹＥ－Ｓの事件ノート,通学シリーズ みらい文庫版,青星学園★チームＥＹＥ－Ｓの事件ノート,
49,9784813780670,放課後★七不思議！　イケメンたちが優結を救う！？涙と笑顔のハッピーエンド,,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,永良サチ,8137,スターツ出版,43365496,放課後★七不思議！　イケメンたちが優結を救う！？涙と笑顔のハッピーエンド,野いちごジュニア文庫,20221020,1444,,,放課後★七不思議！,,,,放課後★七不思議！,,,
50,9784265811601,ちびちびうさまる　くまさんといっしょ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,ｓａｋｕｍａｒｕ,265,岩崎書店,43360127,ちびちびうさまる　くまさんといっしょ,,20221014,1291,,,,,,,おじょうさま小学生　はなこ　,母と子の絵本,,
51,9784092272781,名探偵コナンの探究ファイル　小学生のうちに知っておきたい世界のこと,,1076,16,71,1,8,書籍,児童書,学習百科,学習百科,その他教科,青山剛昌,9,小学館,43396548,名探偵コナンの探究ファイル　小学生のうちに知っておきたい世界のこと,,20230215,1254,,,名探偵コナン,,,,名探偵コナン_まるごとシールブック,,,
52,9784097360612,ポケットモンスター　クイズ＆おあそびＢＯＯＫ,,1076,16,21,1,15,書籍,児童書,キャラクター絵本,キャラクター絵本,ポケットモンスター,小学館,9,小学館,43385472,ポケットモンスター　クイズ＆おあそびＢＯＯＫ,ピギー・ファミリー・シリーズ,20230215,3182,ピギー・ファミリー・シリーズ,,ポケットモンスター,ポケットモンスター,,,ポケットモンスター_翻訳創作絵本シリーズ,ポケットモンスター_翻訳創作絵本シリーズ,ドラえもん_ピギーファミリーシリーズ,ドラえもん_ピギーファミリーシリーズ
53,9784774622750,みがいてあげる,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,ふくべあきひろ,7746,教育画劇,43399847,みがいてあげる,,20230329,2615,たべてあげるシリーズ,,,,,,教育画劇のかみしばい　みつけよう！行事まちがいさがし紙芝居,絵本・グリム童話,,おばけのやだもんシリーズ
54,9784866516028,しりながおばけ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,ｍｉｏ,86651,文響社,43394398,しりながおばけ,,20230420,1237,,,,,,,,専門家と作ったスキンシップ絵本,,
55,9784092314412,探偵ハイネは予言をはずさない　デートタイム・ミステリー,,1076,16,55,1,19,書籍,児童書,児童文庫,児童文庫,小学館ジュニア文庫,南房秀久,9,小学館,43381821,探偵ハイネは予言をはずさない　デートタイム・ミステリー,小学館ジュニア文庫,20221125,1192,小学館ジュニア文庫,,探偵ハイネは予言をはずさない,,,,探偵ハイネは予言をはずさない,小学館の図鑑ＮＥＯのクラフトぶっく,小学館の図鑑ＮＥＯのクラフトぶっく,小学館の図鑑ＮＥＯのクラフトぶっく
56,9784092592155,ドラえもん社会ワールド　社会が楽しくなる！　都市とまちづくりの未来,,1076,16,71,1,21,書籍,児童書,学習百科,学習百科,ドラえもんの学習シリ－ズ,藤子・Ｆ・不二雄,9,小学館,43396864,ドラえもん社会ワールド　社会が楽しくなる！　都市とまちづくりの未来,,20230315,1692,ビッグ･コロタン,,ドラえもん,ドラえもん,,,ドラえもん_アニメ超ひゃっか,ドラえもんの学習シリ－ズ,,ビッグコロタン
57,9784415331942,音と光のでる絵本　スイッチくるくる,,1076,16,15,1,1,書籍,児童書,しかけ絵本,しかけ絵本,音のでる絵本,かしわらあきお,415,成美堂出版,43376866,音と光のでる絵本　スイッチくるくる,［バラエティ］,20221102,5743,,,音と光のでる絵本,,,,音と光のでる絵本,音と光のでる絵本,,
58,9784083217586,青星学園★チームＥＹＥーＳの事件ノート　翔太の熱い体育祭！ハチマキにこめた気持ち,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,相川真,8,集英社,43382709,青星学園★チームＥＹＥーＳの事件ノート　翔太の熱い体育祭！ハチマキにこめた気持ち,集英社みらい文庫,20221216,3937,,,,,,,青星学園★チームＥＹＥ－Ｓの事件ノート,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,
59,9784866366142,マインクラフトさんすう・プログラミング学習ドリル　マインクラフトで冒険しながら理数系が学べる学習ドリ,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,ゴールデンアックス,86636,スタンダーズ,43403768,マインクラフトさんすう・プログラミング学習ドリル　マインクラフトで冒険しながら理数系が学べる学習ドリ,［テキスト］　スタクラ／ＳＴＵＤＹ　ＭＩＮＥＣＲＡＦＴ　１,20230317,1486,スタクラ／STUDY MINECRAFT,,,,,,,,,
60,9784083217548,花とつぼみと、きみのこと。　だいじな想いの咲かせかた,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,五十嵐美怜,8,集英社,43382705,花とつぼみと、きみのこと。　だいじな想いの咲かせかた,集英社みらい文庫,20221216,1585,,,花とつぼみと、きみのこと。,,,,花とつぼみと、きみのこと。,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,
61,9784041132371,ナゾトキ・ハンター　ヒマラヤを守る猿の王,,1076,16,71,5,91,書籍,児童書,学習百科,学習漫画,その他学習漫画,タダタダ,4,ＫＡＤＯＫＡＷＡ,43387438,ナゾトキ・ハンター　ヒマラヤを守る猿の王,角川まんが超科学シリーズ,20230215,1652,,,,,角川まんが超科学シリーズ,,モンスターハンター,角川まんが学習シリーズ,角川まんが超科学シリーズ,
62,9784299041463,それでもがんばる！　どんまいないきもの図鑑ＤＸ,,1076,16,71,1,407,書籍,児童書,学習百科,学習百科,理科　動物,今泉忠明,299,宝島社,43402278,それでもがんばる！　どんまいないきもの図鑑ＤＸ,,20230315,2001,,,,,,,,,,
63,9784434316777,まいにち１分学習おんどく３６６　みるみる成績アップ！,,1076,16,71,1,3,書籍,児童書,学習百科,学習百科,国語,陰山英男,434,星雲社,43388923,まいにち１分学習おんどく３６６　みるみる成績アップ！,,20230217,2135,,,,,,,,,,
64,9784634025318,山川詳説日本史図録　『詳説日本史』（日探７０５）準拠,,1076,19,31,25,1,書籍,学習参考書,高校学参,社会,日本史,詳説日本史図録編集委員会,634,山川出版社,43403474,山川詳説日本史図録　『詳説日本史』（日探７０５）準拠,,20230328,1323,,,,,,,,,,
65,9784391158779,すみっコぐらしをさがせ　あつまるとあんしんです編,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,主婦と生活社,391,主婦と生活社,43372086,すみっコぐらしをさがせ　あつまるとあんしんです編,,20221125,4779,,,すみっコぐらし,,,,すみっコぐらし,,,
66,9784074531738,ゆめみる　おひめさま図鑑,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,たけいみき,7,主婦の友社,43380010,ゆめみる　おひめさま図鑑,,20221208,1998,,,,,,,,子どもりょうり絵本,,
67,9784791631513,大迫力！戦慄の都市伝説大百科,,1076,16,61,1,91,書籍,児童書,実用百科,実用百科,その他実用百科,朝里樹,7916,西東社,43374282,大迫力！戦慄の都市伝説大百科,,20221115,5236,,,,,,,,,,
68,9784065297407,ひろがるスカイ！プリキュアスマホがたおしゃべりえほん,,1076,16,21,1,45,書籍,児童書,キャラクター絵本,キャラクター絵本,ヒロイン,講談社,6,講談社,43394863,ひろがるスカイ！プリキュアスマホがたおしゃべりえほん,［バラエティ］,20230303,2075,,,プリキュア,,,,プリキュア,弱肉強食オンライン,ティガ・ダイナ＆ウルトラマンガイア,
69,9784591174814,小説　魔入りました！入間くん　アクドルくろむちゃんとアメリの決断,４,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,針とら,591,ポプラ社,43264725,小説　魔入りました！入間くん,ポプラキミノベル,20221005,4473,ポプラキミノベル　ノベライズ,,魔入りました！入間くん,,,,魔入りました！入間くん,少年探偵・江戸川乱歩＜文庫版＞,ポプラ社のよみきかせ大型絵本,ポプラ社のよみきかせ大型絵本
70,9784092536470,ポケモンずかんドリル　小学１年生　たしざん・ひきざん,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,矢部一夫,9,小学館,43396893,ポケモンずかんドリル　小学１年生　たしざん・ひきざん,知育ドリル,20230222,16137,知育ドリル,,,,知育ドリル,知育ドリル,ドラえもん ちずかん,ドラえもん_知育ドリル,ドラえもん_知育ドリル,ドラえもん_知育ドリル
71,9784471104078,うちゅう,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,山岡均,471,高橋書店,43370519,うちゅう,はじめてのずかん,20221129,3066,,,,,はじめてのずかん,,,つくってあそべる本シリーズ,はじめてのずかん,
72,9784804764023,日本のスゴイいきもの図鑑　海、山、川、街ｅｔｃ．で懸命に生きる固有種の話,,1076,16,71,1,407,書籍,児童書,学習百科,学習百科,理科　動物,加藤英明,8047,大和出版,43371452,日本のスゴイいきもの図鑑　海、山、川、街ｅｔｃ．で懸命に生きる固有種の話,,20221114,1088,,,,,,,,,,
73,9784052056581,ゆるゆる昆虫図鑑,,1076,16,71,1,401,書籍,児童書,学習百科,学習百科,理科　昆虫,さのかける,5,学研プラス,43369408,ゆるゆる昆虫図鑑,,20221129,4891,,,,,,,新版・ふれあいしぜん図鑑,,,
