,JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SUBLABEL,SERIESNM,SERIESNM_shoshi,SERIESNM_sikiriban,SERIESNM_sosho,SERIESNM_sublabel,seriesnm_candidate_shoshi,seriesnm_candidate_sikiriban,seriesnm_candidate_sosho,seriesnm_candidate_sublabel
117,9784569880921,青鬼　調査クラブ　怪物を従えた少女と激突せよ！,７,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,波摘,569,ＰＨＰ研究所,43113004,青鬼　調査クラブ,ＰＨＰジュニアノベル,20230126,2467,PHPジュニアノベル,,青鬼,,,,青鬼,,ジュニア学習ブックレット,ジュニア学習ブックレット
118,9784083217555,天宮家の王子さま　メイドのわたしのバレンタイン計画！,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,白井ごはん,8,集英社,43382706,天宮家の王子さま　メイドのわたしのバレンタイン計画！,集英社みらい文庫,20221216,2323,天宮家の王子さま,,天宮家の王子さま,,,天宮家の王子さま,天宮家の王子さま,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,天宮家の王子さま
119,9784813780786,ヴァンパイア・溺愛パラダイス,５,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,碧井こなつ,8137,スターツ出版,43270868,ヴァンパイア・溺愛パラダイス,野いちごジュニア文庫,20230120,1878,ヴァンパイア♡溺愛パラダイス,,ヴァンパイア・溺愛パラダイス,,,,ヴァンパイア・溺愛パラダイス,,,ヴァンパイア・溺愛パラダイス
120,9784398149527,ねこさんのってくださーい　ワクワクがめばえる,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,柏原晃夫,398,昭文社,43378065,ねこさんのってくださーい　ワクワクがめばえる,,20221130,1042,書籍,,,,,,,,,
121,9784892880858,北辰のかこもん　国語　２０２２年度中３北辰テスト過去問題集,,1076,19,21,5,11,書籍,学習参考書,中学学参,基礎学習,基礎学習問題集,ｍｉｏ,89288,北辰図書出版,43412910,北辰のかこもん　国語　２０２２年度中３北辰テスト過去問題集,,20230322,2036,,,,,,,,,,
122,9784092172951,花,,1076,16,81,1,1,書籍,児童書,図鑑,図鑑,観察図鑑シリーズ,多田多恵子,9,小学館,43410634,花,小学館の図鑑ＮＥＯ　ＰＯＣＫＥＴ,20230329,1120,小学館の図鑑NEO POCKET,,,,小学館の図鑑ＮＥＯ　ＰＯＣＫＥＴ,,,観てわかるシリーズ,小学館の図鑑ＮＥＯ　ＰＯＣＫＥＴ,小学館の図鑑ＮＥＯのクラフトぶっく
123,9784065307458,ちいリベ　クリアファイルブック,,1076,16,91,1,92,書籍,児童書,グッズ,グッズ,キャラクターグッズ,講談社,6,講談社,43379651,ちいリベ　クリアファイルブック,［バラエティ］,20230131,1374,,,,,,,講談社おともだちシールブック,キャラクタードリルシリーズ,ティガ・ダイナ＆ウルトラマンガイア,
124,9784065302576,超復刻版　タローマンかるた,,1076,16,91,1,5,書籍,児童書,グッズ,グッズ,かるた,ＮＨＫ「ＴＡＲＯＭＡＮ」制作班,6,講談社,43370941,超復刻版　タローマンかるた,［バラエティ］,20221205,1235,,,,,,,スパイダーマン,,ティガ・ダイナ＆ウルトラマンガイア,
125,9784065313084,プリキュアオールスターズプリキュアいっぱいミニずかん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,ｍｉｏ,6,講談社,43393640,プリキュアオールスターズプリキュアいっぱいミニずかん,講談社ＭＯＯＫ　おともだちムック,20230322,3344,,,プリキュア,,講談社ＭＯＯＫ,,プリキュア,講談社アニメ絵本,おともだちムック,
126,9784049148978,キャラぱふぇブックス　ちいかわ　なぞなぞブック,,1076,16,61,1,11,書籍,児童書,実用百科,実用百科,クイズ・なぞなぞ,ナガノ,4,ＫＡＤＯＫＡＷＡ,43404441,キャラぱふぇブックス　ちいかわ　なぞなぞブック,,20230419,1043,,,キャラぱふぇブックス,,,,キャラぱふぇブックス,サッカーボーイズ,,
127,9784083217593,戦国姫　徳川家康と運命の姫君たち　於大の方、瀬名姫ほか,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,藤咲あゆな,8,集英社,43382710,戦国姫　徳川家康と運命の姫君たち　於大の方、瀬名姫ほか,集英社みらい文庫,20221216,2363,戦国姫,,戦国姫,,,戦国姫,戦国姫,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,戦国姫
128,9784284001212,きみがいるからおもしろい　こんなこいるかな,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,有賀忍,284,日本図書センター,43389691,きみがいるからおもしろい　こんなこいるかな,,20230221,3273,,,こんなこいるかな,,,,こんなこいるかな 【新装版】,,,
129,9784813780687,告白したのは、君だから。　かんちがいから始まるホントの恋,,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,神戸遥真,8137,スターツ出版,43365497,告白したのは、君だから。　かんちがいから始まるホントの恋,野いちごジュニア文庫,20221020,1971,,,,,,,今日、キミに告白します,,,
130,9784801933798,マインクラフト３つの試練,,1076,16,41,5,15,書籍,児童書,読み物,読み物,中学年読み物,スイー・デイヴィース,8019,竹書房,43366428,マインクラフト３つの試練,,20221216,3671,,,マインクラフト,,,,マインクラフト難破船と人魚の秘密,,,
131,9784052057151,パウ・パトロールをさがせ！,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ｍｉｏ,5,学研プラス,43396547,パウ・パトロールをさがせ！,,20230323,1998,,,パウ・パトロール,,,,パウ・パトロール,キャラクターｄｅたのシール,,
132,9784046060990,学習ドリル　マインクラフトで学ぶプログラミング　小学３・４年,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,類瀬健二,4,ＫＡＤＯＫＡＷＡ,43387490,学習ドリル　マインクラフトで学ぶプログラミング　小学３・４年,,20230208,1349,,,,,,,角川まんが学習シリーズ,新訳・ドリトル先生,,
133,9784405073623,図解大事典　ドラゴン,,1076,16,61,1,91,書籍,児童書,実用百科,実用百科,その他実用百科,龍・ドラゴン研究チームＴ＆Ｈ,405,新星出版社,43370151,図解大事典　ドラゴン,,20221215,2817,,,,,,,都市伝説大事典,,,
134,9784591175699,ティンクル・セボンスター　アンナと宝石の国の女王様,８,1076,16,41,5,5,書籍,児童書,読み物,読み物,低学年読み物,菊田みちよ,591,ポプラ社,42723633,ティンクル・セボンスター,,20221214,1486,ティンクル・セボンスター,,ティンクル・セボンスター,,,ティンクル・セボンスター,ティンクル・セボンスター,,,ティンクル・セボンスター
135,9784065291832,いちねんじゅうおばけずかん　ハロウィンかぼちゃん,,1076,16,41,5,41,書籍,児童書,読み物,読み物,おばけ・こわい話,斉藤洋,6,講談社,43371446,いちねんじゅうおばけずかん　ハロウィンかぼちゃん,どうわがいっぱい,20221201,6208,,,おばけずかん,,,,おばけずかんアニメえほん,おばけずかんアニメえほん,ゆずのどうぶつカルテ,
136,9784522803424,じゃがりこバスボール　りんごのかおり,,1076,16,91,1,91,書籍,児童書,グッズ,グッズ,その他グッズ,ｍｉｏ,522,永岡書店,43376318,じゃがりこバスボール　りんごのかおり,,20221110,8461,,,,,,,トロールズ,,,
137,9784052054440,虹の島のお手紙つき　アメジスト編　大切な気持ち,４,1076,16,41,5,15,書籍,児童書,読み物,読み物,中学年読み物,ジュリー・サイクス,5,学研プラス,43302896,虹の島のお手紙つき　アメジスト編,,20221129,1150,虹の島のお手紙つき,,虹の島のお手紙つき,,,虹の島のお手紙つき,虹の島のお手紙つき,１０日間完成　中学生の夏休みドリル,,虹の島のお手紙つき
138,9784083217814,絶望鬼ごっこ　街をとりもどす地獄革命,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,針とら,8,集英社,43409036,絶望鬼ごっこ　街をとりもどす地獄革命,絶望鬼ごっこシリーズ,20230421,1133,絶望鬼ごっこシリーズ,,絶望鬼ごっこ,,絶望鬼ごっこ,絶望鬼ごっこ,絶望鬼ごっこ,通学シリーズ みらい文庫版,絶望鬼ごっこ,絶望鬼ごっこ
139,9784284001205,いちねんせいえほん　はじめての「よのなかルールブック」,,1076,16,11,3,1,書籍,児童書,幼児絵本,知育絵本,知育絵本,高濱正伸,284,日本図書センター,43383708,いちねんせいえほん　はじめての「よのなかルールブック」,,20230118,12421,,,,,,,,,,
140,9784065300114,エトワール！　コンテの世界へようこそ！,１１,1076,16,55,1,11,書籍,児童書,児童文庫,児童文庫,青い鳥文庫,梅田みか,6,講談社,42816218,エトワール！,講談社青い鳥文庫,20221214,1208,,,エトワール！,,,,エトワール！,ディズニーえほん文庫,講談社アニメ絵本,
141,9784083217685,迷宮教室　正解不可能！？　親友をぜったいきらいになるクイズ,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,あいはらしゅう,8,集英社,43395878,迷宮教室　正解不可能！？　親友をぜったいきらいになるクイズ,集英社みらい文庫,20230224,1199,迷宮教室,,迷宮教室,,,迷宮教室,かなわない、ぜったい。,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,迷宮教室
142,9784092893078,小学館世界Ｊ文学館,,1076,16,41,1,3,書籍,児童書,読み物,名作読み物,海外の名作読み物,浅田次郎,9,小学館,43355658,小学館世界Ｊ文学館,,20221118,2463,,,,,,,小学館の図鑑ＮＥＯのクラフトぶっく,日本名作おはなし絵本,,
143,9784092536517,ポケモンずかんドリル　小学２年生　かん字,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,阿辻哲次,9,小学館,43396897,ポケモンずかんドリル　小学２年生　かん字,知育ドリル,20230222,10471,知育ドリル,,,,知育ドリル,知育ドリル,ドラえもん ちずかん,ドラえもん_知育ドリル,ドラえもん_知育ドリル,ドラえもん_知育ドリル
144,9784893097156,いちじくのはなし,,1076,16,41,5,5,書籍,児童書,読み物,読み物,低学年読み物,しおたにまみこ,89309,ブロンズ新社,43385901,いちじくのはなし,,20230216,3262,,,,,,,,,,
145,9784865492873,はたらくくるま,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,伊藤アキラ,86549,ひさかたチャイルド,43373876,はたらくくるま,,20221215,2188,,,はたらくくるま,,,,はたらくくるま,,,
146,9784046060167,すごすぎる天気の図鑑　雲の超図鑑,,1076,16,71,1,4,書籍,児童書,学習百科,学習百科,理科,荒木健太郎,4,ＫＡＤＯＫＡＷＡ,43398895,すごすぎる天気の図鑑　雲の超図鑑,,20230327,1325,,,,,,,角川の集める図鑑ＧＥＴ！,理科が面白いほどわかる,,
147,9784097353508,めくってあそぼう！しかけえほん　シナぷしゅ,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ｍｉｏ,9,小学館,43379300,めくってあそぼう！しかけえほん　シナぷしゅ,,20221121,1978,,,シナぷしゅ,,,,めくってあそぼう！しかけえほん,ピーターラビット,,
148,9784323890302,アニメおさるのジョージ　わくわく　ドキドキ　すごろく,,1076,16,91,1,6,書籍,児童書,グッズ,グッズ,すごろく,マーガレット・レイ,323,金の星社,43378393,アニメおさるのジョージ　わくわく　ドキドキ　すごろく,［バラエティ］,20230108,1049,,,アニメおさるのジョージ,,,,アニメおさるのジョージ　ちしきえほん,,虹色ティアラ,
149,9784813780731,きゅん恋？あこがれ両想い　５つ,,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,神戸遥真,8137,スターツ出版,43372109,きゅん恋？あこがれ両想い　５つ,,20221118,1013,,,,,,,,,,
150,9784410105883,チャート式基礎からの数学２＋Ｂ　新課程,,1076,19,31,11,11,書籍,学習参考書,高校学参,数学,数学Ⅱ・Ｂ,チャート研究所,410,数研出版,43371514,チャート式基礎からの数学２＋Ｂ　新課程,,20221025,5041,,,,,,,チャート式問題集シリーズ,,,
151,9784049147407,ＨＩＭＡＷＡＲＩちゃんねる　まーちゃん＆おーちゃんをさがせ！！,,1076,16,7,4,1,書籍,児童書,絵本,さがしもの絵本,さがしもの絵本,せいらん,4,ＫＡＤＯＫＡＷＡ,43390105,ＨＩＭＡＷＡＲＩちゃんねる　まーちゃん＆おーちゃんをさがせ！！,,20230301,1125,,,,,,,トツゲキ！？地獄ちゃんねる,ディズニー_角川アニメ絵本,,
152,9784053056191,２０２３年入試用重大ニュース　時事問題に強くなる本　中学・高校入試,,1076,19,11,61,3,書籍,学習参考書,小学学参,中学入試,重大ニュース,Ｇａｋｋｅｎ,5,学研プラス,43360369,２０２３年入試用重大ニュース　時事問題に強くなる本　中学・高校入試,,20221013,2729,,,,,,,高校入試の最重要問題,学研ニューコース,,
153,9784579404933,プリンセス・スノーとユニコーン,,1076,16,7,3,92,書籍,児童書,絵本,海外絵本,海外絵本,ジェニー・レン,579,文化出版局,43371219,プリンセス・スノーとユニコーン,,20221021,1140,,,,,,,ミセスこどもの本,どうぶつ絵本,,
154,9784522803356,サイレンカー　だいずかん　６５ピース,,1076,16,91,1,13,書籍,児童書,グッズ,グッズ,ジグソーパズル,松島浩一郎,522,永岡書店,43365873,サイレンカー　だいずかん　６５ピース,頭のいい子を育むジグソー知育パズル,20221011,1783,頭のいい子を育む　ジグソー知育パズル,,,,,,,ディズニージグソーブック,ディズニージグソーブック,ディズニージグソーブック
155,9784032214000,ぐいーん！　こうしょさぎょうしゃ,,1076,16,11,3,11,書籍,児童書,幼児絵本,知育絵本,のりもの絵本,竹下文子,3,偕成社,43363694,ぐいーん！　こうしょさぎょうしゃ,,20221109,1088,,,,,,,まっしょうめん！,ベックマンの絵本,,
156,9784756257307,だいすきだよ　きょうも　いつまでも,,1076,16,7,8,1,書籍,児童書,絵本,読み聞かせ絵本,読み聞かせ絵本,アメリア・ヘプワース,7562,パイインターナショナル,43401481,だいすきだよ　きょうも　いつまでも,,20230317,1057,,,,,,,はじめてのおべんきょう,,,
157,9784041125694,きょうりゅうかくれんぼ,,1076,16,7,4,1,書籍,児童書,絵本,さがしもの絵本,さがしもの絵本,聞かせ屋。けいたろう,4,ＫＡＤＯＫＡＷＡ,43360531,きょうりゅうかくれんぼ,,20221004,11981,,,,,,,,ディズニー_角川アニメ絵本,,
158,9784046321756,時間割男子　ヒミツにせまる動物園！,１０,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,一ノ瀬三葉,4,ＫＡＤＯＫＡＷＡ,43100036,時間割男子,角川つばさ文庫,20221214,8842,,,時間割男子,,,,時間割男子,角川まんが学習シリーズ,角川まんが学習シリーズ,
159,9784092536494,ポケモンずかんドリル　小学２年生　たし算・ひき算,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,矢部一夫,9,小学館,43396895,ポケモンずかんドリル　小学２年生　たし算・ひき算,知育ドリル,20230222,5865,知育ドリル,,,,知育ドリル,知育ドリル,ドラえもん ちずかん,ドラえもん_知育ドリル,ドラえもん_知育ドリル,ドラえもん_知育ドリル
160,9784065314173,ちいかわえほん　おつかれラーメン,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ナガノ,6,講談社,43401909,ちいかわえほん　おつかれラーメン,,20230421,1139,,,ちいかわ,,,,ちいかわ,キャラクタードリルシリーズ,,
161,9784046321886,理花のおかしな実験室　ふくらむナゾの答えをさがせ！,７,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,やまもとふみ,4,ＫＡＤＯＫＡＷＡ,43189443,理花のおかしな実験室,角川つばさ文庫,20221013,2624,,,理花のおかしな実験室,,,,理花のおかしな実験室,角川まんが学習シリーズ,角川まんが学習シリーズ,
162,9784299033833,まいぜんシスターズのまちがいさがしＢＯＯＫ,,1076,16,7,4,1,書籍,児童書,絵本,さがしもの絵本,さがしもの絵本,まいぜんシスターズ,299,宝島社,43373394,まいぜんシスターズのまちがいさがしＢＯＯＫ,,20221025,10513,,,,,,,,,,
163,9784065292495,ウルトラヒーローｖｓ．ウルトラかいじゅう　だいけっとう！　マグネットＢＯＸ,,1076,16,21,1,41,書籍,児童書,キャラクター絵本,キャラクター絵本,ヒーロー,講談社,6,講談社,43357379,ウルトラヒーローｖｓ．ウルトラかいじゅう　だいけっとう！　マグネットＢＯＸ,［バラエティ］,20221208,1563,,,,,,,ティガ・ダイナ＆ウルトラマンガイア,ハローキティ,ティガ・ダイナ＆ウルトラマンガイア,
164,9784807166312,明解歴史総合図説シンフォニア初訂版,,1076,19,31,25,1,書籍,学習参考書,高校学参,社会,日本史,帝国書院編集部,8071,帝国書院,43399860,明解歴史総合図説シンフォニア初訂版,,20230314,1042,,,,,,,,,,
165,9784265809660,妖怪捕物帖乙　冥界彷徨篇　無間地獄は阿鼻の闇４,,1076,16,41,5,5,書籍,児童書,読み物,読み物,低学年読み物,大崎悌造,265,岩崎書店,43363706,妖怪捕物帖乙　冥界彷徨篇　無間地獄は阿鼻の闇４,ようかいとりものちょう,20221018,3251,ようかいとりものちょう,,妖怪捕物帖乙,,ようかいとりものちょう,ようかいとりものちょう,妖怪捕物帖乙,,ようかいとりものちょう,ようかいとりものちょう
166,9784083217784,海色ダイアリー　五つ子アイドルもワクワク！　結亜と四季のファッションショー,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,みゆ,8,集英社,43409033,海色ダイアリー　五つ子アイドルもワクワク！　結亜と四季のファッションショー,,20230421,4360,,,海色ダイアリー,,,,海色ダイアリー,通学シリーズ みらい文庫版,,
167,9784763139863,大きなパンダと小さなドラゴン,,1076,16,7,3,92,書籍,児童書,絵本,海外絵本,海外絵本,ジェームズ・ノーブリー,7631,サンマーク出版,43388929,大きなパンダと小さなドラゴン,,20230217,2096,,,,,,,,,,
168,9784036357901,ふしぎ駄菓子屋　銭天堂,１９,1076,16,41,5,24,書籍,児童書,読み物,読み物,ふしぎ駄菓子屋銭天堂シリーズ,廣嶋玲子,3,偕成社,42467235,ふしぎ駄菓子屋　銭天堂,,20230405,9690,,,,ふしぎ駄菓子屋銭天堂シリーズ,,,ふしぎ駄菓子屋銭天堂シリーズ,ふしぎ駄菓子屋銭天堂シリーズ,,
169,9784041122075,どっちが強い！？からだレスキュー　免疫バトル編,４,1076,16,71,5,31,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,レッドコード,4,ＫＡＤＯＫＡＷＡ,43303506,どっちが強い！？からだレスキュー,角川まんが科学シリーズ,20230323,1800,,,,どっちが強い！？シリーズ,,,どっちが強い！？シリーズ,どっちが強い！？シリーズ,角川まんが超科学シリーズ,
170,9784083217654,渚くんをお兄ちゃんとは呼ばない　〜これからも大好き〜,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,夜野せせり,8,集英社,43386788,渚くんをお兄ちゃんとは呼ばない　～これからも大好き～,集英社みらい文庫,20230127,3942,渚くんをお兄ちゃんとは呼ばない,,渚くんをお兄ちゃんとは呼ばない,,,渚くんをお兄ちゃんとは呼ばない,渚くんをお兄ちゃんとは呼ばない,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,渚くんをお兄ちゃんとは呼ばない
171,9784533151538,るるぶマンガとクイズで楽しく学ぶ！宇宙,,1076,16,71,5,91,書籍,児童書,学習百科,学習漫画,その他学習漫画,的川泰宣,533,ＪＴＢ,43370157,るるぶマンガとクイズで楽しく学ぶ！宇宙,,20221115,1281,こども絵本[学習まんが],,,,,こども絵本,こども絵本　るるぶ学べるさがし絵えほん,,,こども絵本エルライン
172,9784091164995,映画ドラえもん　のび太と空の理想郷シールおあそびえほん,,1076,16,35,1,1,書籍,児童書,絵本塔,絵本塔,小学館,藤子・Ｆ・不二雄,9,小学館,43401919,映画ドラえもん　のび太と空の理想郷シールおあそびえほん,小学館のテレビ絵本,20230303,1170,テレビ絵本,,ドラえもん,,小学館のテレビ絵本,テレビ絵本,映画ドラえもん,小学館の図鑑ＮＥＯのクラフトぶっく,小学館のテレビ絵本,小学館のテレビ絵本
173,9784053055910,ドラゴンドリル　小４計算のまき　どんどん進めたくなる！めざせ！小４の計算マスター,,1076,19,5,1,11,書籍,学習参考書,小学ドリル,小学ドリル,学研毎日のドリル,Ｇａｋｋｅｎ,5,学研プラス,43388663,ドラゴンドリル　小４計算のまき　どんどん進めたくなる！めざせ！小４の計算マスター,,20230224,1038,ドラゴンドリル,,ドラゴンドリル,毎日のドリル,,ドラゴンドリル,ドラゴンドリル,学研毎日のドリル,,ドラゴンドリル
174,9784065312780,ひろがるスカイ！プリキュア　ひらがなカタカナドリル,,1076,19,1,1,1,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,市川希,6,講談社,43393678,ひろがるスカイ！プリキュア　ひらがなカタカナドリル,プリキュアドリルシリーズ,20230327,1717,,,プリキュア,,プリキュア,,プリキュア,キャラクタードリルシリーズ,プリキュアドリルシリーズ,
175,9784344791169,こども歳時記かるた,,1076,16,91,1,5,書籍,児童書,グッズ,グッズ,かるた,高野紀子,344,幻冬舎,43379316,こども歳時記かるた,［バラエティ］,20221124,1071,,,,,,,,,,
176,9784083217722,絶対好きにならない同盟　〜初恋の人と今、好きな人〜,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,夜野せせり,8,集英社,43402792,絶対好きにならない同盟　～初恋の人と今、好きな人～,集英社みらい文庫,20230317,1274,,,絶対好きにならない同盟,,,,絶対好きにならない同盟,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版,
177,9784892880896,北辰のかこもん　理科　２０２２年度中３北辰テスト過去問題集,,1076,19,21,5,11,書籍,学習参考書,中学学参,基礎学習,基礎学習問題集,ｍｉｏ,89288,北辰図書出版,43412914,北辰のかこもん　理科　２０２２年度中３北辰テスト過去問題集,,20230322,2027,,,,,,,,,,
178,9784591173473,しょうぼうしゃしゅつどう！　たのしいしかけえほん,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,水島ぱぎい,591,ポプラ社,43367766,しょうぼうしゃしゅつどう！　たのしいしかけえほん,,20221025,1144,単行本,,,,,,トーマス_ミニキャラえほん,やってみよう！ブック,,
179,9784092536500,ポケモンずかんドリル　小学２年生　かけ算,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,矢部一夫,9,小学館,43396896,ポケモンずかんドリル　小学２年生　かけ算,知育ドリル,20230222,6771,知育ドリル,,,,知育ドリル,知育ドリル,ドラえもん ちずかん,ドラえもん_知育ドリル,ドラえもん_知育ドリル,ドラえもん_知育ドリル
180,9784074514120,女の子おりがみ,,1076,16,61,1,1,書籍,児童書,実用百科,実用百科,おりがみ,たつくりのおりがみ,7,主婦の友社,43378772,女の子おりがみ,,20221202,3868,,,,,,,,,,
181,9784774738659,くるくるまわる！ビーだまビッグコースター,,1076,16,91,1,91,書籍,児童書,グッズ,グッズ,その他グッズ,ｍｉｏ,7747,コスミック出版,43383195,くるくるまわる！ビーだまビッグコースター,［バラエティ］,20221213,1767,,,,,,,,,,
182,9784813780700,ウタイテ！,３,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,＊あいら＊,8137,スターツ出版,43313006,ウタイテ！,野いちごジュニア文庫,20221118,7590,ウタイテ！,,ウタイテ！,,,ウタイテ！,ウタイテ！,,,ウタイテ！
183,9784591175507,いないいないばあっ！　おうたで　わーい！,,1076,16,15,1,1,書籍,児童書,しかけ絵本,しかけ絵本,音のでる絵本,ｍｉｏ,591,ポプラ社,43380291,いないいないばあっ！　おうたで　わーい！,,20221209,5397,単行本,,いないいないばあっ！,,,,いないいないばあっ！,音のでる・知育絵本,,
184,9784057508382,妖怪最強王図鑑フィギュア,,1076,16,91,1,91,書籍,児童書,グッズ,グッズ,その他グッズ,ｍｉｏ,5,学研プラス,43369073,妖怪最強王図鑑フィギュア,［バラエティ］　最強王図鑑シリーズ,20221126,19820,最強王図鑑シリーズ,,,,最強王図鑑シリーズ,最強王図鑑シリーズ,最強王図鑑シリーズ,キッズえほんシリーズ,最強王図鑑シリーズ,最強王図鑑シリーズ
185,9784813780908,総長さま、溺愛中につき。（仮）,８,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,＊あいら＊,8137,スターツ出版,43205111,総長さま、溺愛中につき。,野いちごジュニア文庫,20230420,6100,総長さま、溺愛中につき。,,総長さま、溺愛中につき。,,,総長さま、溺愛中につき。,総長さま、溺愛中につき。,,,総長さま、溺愛中につき。
186,9784065302842,ひろがるスカイ！プリキュア　こうさくドリル,,1076,19,1,1,1,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,講談社こども教室,6,講談社,43393676,ひろがるスカイ！プリキュア　こうさくドリル,プリキュアドリルシリーズ,20230327,1402,,,プリキュア,,プリキュア,,プリキュア,キャラクタードリルシリーズ,プリキュアドリルシリーズ,
187,9784010114667,学校では教えてくれない大切なこと　デザインのすごい力,４１,1076,16,71,1,42,書籍,児童書,学習百科,学習百科,学校では教えてくれないシリーズ,関和之,1,旺文社,42682302,学校では教えてくれない大切なこと,,20230314,1392,,,学校では教えてくれない大切なこと,,,,学校では教えてくれない大切なこと,学校では教えてくれない大切なこと,,
188,9784046321961,四つ子ぐらし　四ツ橋家で勝負の時！,１４,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,ひのひまり,4,ＫＡＤＯＫＡＷＡ,43007684,四つ子ぐらし,角川つばさ文庫,20230308,16463,,,四つ子ぐらし,,,,四つ子ぐらし,角川まんが学習シリーズ,角川まんが学習シリーズ,
189,9784866515670,いますぐ名探偵　犯人をさがせ！　ワハハ小学校編,,1076,16,15,1,21,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,桂林ブックス,86651,文響社,43374615,いますぐ名探偵　犯人をさがせ！　ワハハ小学校編,,20221208,1805,,,,,,,名探偵テスとミナ,うんこしかけえほん　うんこＢｏｏｋｓ,,
190,9784299036124,ドラゴン超絶バトル大図鑑,,1076,16,61,1,91,書籍,児童書,実用百科,実用百科,その他実用百科,村上健司,299,宝島社,43373399,ドラゴン超絶バトル大図鑑,,20221024,1309,,,,,,,,,,
191,9784424637608,高校入試　１５時間完成　英語長文【実戦】,,1076,19,21,61,1,書籍,学習参考書,中学学参,高校入試,入試対策問題集,高校入試問題研究会,424,増進堂,43349313,高校入試　１５時間完成　英語長文【実戦】,,20221013,1102,,,,,,,高校入試　わかる・ウカル,中学標準問題集,,
192,9784265074877,にじいろフェアリーしずくちゃん　７つのストーンのひみつ,７,1076,16,41,5,5,書籍,児童書,読み物,読み物,低学年読み物,友永コリエ,265,岩崎書店,43064309,にじいろフェアリーしずくちゃん,,20221213,3954,しずくちゃん,,にじいろフェアリーしずくちゃん,,,しずくちゃん,にじいろフェアリーしずくちゃん,,,にじいろフェアリーしずくちゃん
193,9784522439760,マンガでわかる！　１０才までに覚えたい百人一首,,1076,19,11,5,1,書籍,学習参考書,小学学参,基礎学習,基礎学習参考書,高濱正伸,522,永岡書店,43373843,マンガでわかる！　１０才までに覚えたい百人一首,,20221110,1145,,,マンガでわかる,,,,マンガでわかる,,,
194,9784065312452,人狼サバイバル　暗中模索！　小学校の人狼ゲーム,,1076,16,55,1,11,書籍,児童書,児童文庫,児童文庫,青い鳥文庫,甘雪こおり,6,講談社,43401596,人狼サバイバル　暗中模索！　小学校の人狼ゲーム,,20230412,2770,,,人狼サバイバル,,,,人狼サバイバル,ディズニーえほん文庫,,
