,JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SERIESNM,seriesnm_candidate
91,9784774333335,５さいからできる　おかね　はじめて編,,1076,16,71,1,7,書籍,児童書,学習百科,学習百科,道徳・教養,白井一之,7743,くもん出版,43366183.0,５さいからできる　おかね　はじめて編,シールたっぷりレッスン,20221202,1674,シールたっぷりレッスン,
92,9784774333366,４さいからできる　えいご,,1076,16,71,1,6,書籍,児童書,学習百科,学習百科,英語,卯城祐司,7743,くもん出版,43366186.0,４さいからできる　えいご,シールたっぷりレッスン,20221202,1180,シールたっぷりレッスン,
93,9784065300985,あつまれ！　トミカ　いっぱいずかん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,,6,講談社,43384012.0,あつまれ！　トミカ　いっぱいずかん,講談社ＭＯＯＫ,20221208,2236,講談社ＭＯＯＫ,
94,9784065291832,いちねんじゅうおばけずかん　ハロウィンかぼちゃん,,1076,16,41,5,41,書籍,児童書,読み物,読み物,おばけ・こわい話,斉藤洋,6,講談社,43371446.0,いちねんじゅうおばけずかん　ハロウィンかぼちゃん,どうわがいっぱい,20221201,4592,,
95,9784023322233,大雪のサバイバル,,1076,16,71,5,21,書籍,児童書,学習百科,学習漫画,サバイバルシリーズ,ポドアルチング,2,朝日新聞出版,43392485.0,大雪のサバイバル,,20230207,2014,,サバイバルシリーズ
96,9784405073586,頭のいい子が育つ葉加瀬太郎の英語のうた　ＣＤ付,,1076,16,71,1,6,書籍,児童書,学習百科,学習百科,英語,葉加瀬太郎,405,新星出版社,43369780.0,頭のいい子が育つ葉加瀬太郎の英語のうた　ＣＤ付,,20221117,1069,,頭のいい子を育てる
97,9784065297001,人狼サバイバル　疑心暗鬼！　水の都の人狼ゲーム,,1076,16,55,1,11,書籍,児童書,児童文庫,児童文庫,青い鳥文庫,甘雪こおり,6,講談社,43367244.0,人狼サバイバル　疑心暗鬼！　水の都の人狼ゲーム,,20221109,4612,,サバイバルシリーズ
98,9784046322067,泣き虫スマッシュ　がけっぷちのバドミントンペア、はじまる！？,１,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,平河ゆうき,4,ＫＡＤＯＫＡＷＡ,43369728.0,泣き虫スマッシュ　がけっぷちのバドミントンペア、はじまる！？,,20221109,1461,,
99,9784041129081,パンどろぼうほかほかギフトボックス絵本３冊＋メッセージカード（全３冊セット）,,1076,16,7,1,97,書籍,児童書,絵本,国内絵本,３才～国内絵本,柴田ケイコ,4,ＫＡＤＯＫＡＷＡ,43368305.0,パンどろぼうほかほかギフトボックス絵本３冊＋メッセージカード（全３冊セット）,,20221109,2583,,
100,9784023322141,トンネルのサバイバル,,1076,16,71,5,21,書籍,児童書,学習百科,学習漫画,サバイバルシリーズ,パク・ソンイ,2,朝日新聞出版,43366736.0,トンネルのサバイバル,かがくるＢＯＯＫ　科学漫画サバイバルシリーズ　８０,20221007,16746,サバイバルシリーズ,
101,9784265811601,ちびちびうさまる　くまさんといっしょ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,ｓａｋｕｍａｒｕ,265,岩崎書店,43360127.0,ちびちびうさまる　くまさんといっしょ,,20221014,1160,,
102,9784041097526,角川まんが学習シリーズ　日本の歴史　多様化する社会　平成時代～令和,１６,1076,16,71,5,1,書籍,児童書,学習百科,学習漫画,日本の歴史,五百旗頭薫,4,ＫＡＤＯＫＡＷＡ,42677088.0,角川まんが学習シリーズ　日本の歴史,,20221013,4050,,コミック版　日本の歴史
103,9784065301944,トミカライトペンでしらべろ！トミカのひみつだいずかん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43372075.0,トミカライトペンでしらべろ！トミカのひみつだいずかん,講談社ＭＯＯＫ,20221212,1595,講談社ＭＯＯＫ,
104,9784065301197,ウルトラライトペンでちょうさせよ！ウルトラヒーロー＆かいじゅうひみつバトルだいず,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43372550.0,ウルトラライトペンでちょうさせよ！ウルトラヒーロー＆かいじゅうひみつバトルだいず,おと幼ムック,20221212,2061,おと幼ムック,
105,9784023322219,科学探偵ｖｓ．超・自然現象（前）,,1076,16,41,5,21,書籍,児童書,読み物,読み物,高学年読み物,佐東みどり,2,朝日新聞出版,43376612.0,科学探偵ｖｓ．超・自然現象,科学探偵謎野真実シリーズ,20221118,2031,,
106,9784023322226,徳川家康へタイムワープ　？！歴史漫画タイムワープシリーズ,,1076,16,71,5,91,書籍,児童書,学習百科,学習漫画,その他学習漫画,ＴＡＫ．Ｂｒｏ,2,朝日新聞出版,43376613.0,徳川家康へタイムワープ　？！歴史漫画タイムワープシリーズ,歴史人物ＢＯＯＫ,20221118,1415,歴史漫画タイムワープシリーズ,
107,9784052056383,めくってばあ！,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,いりやまさとし,5,学研プラス,43369406.0,めくってばあ！,ＮＥＷぴよちゃんとあそぼ！,20221104,2138,ＮＥＷぴよちゃんとあそぼ！,
108,9784834767544,わくわく楽しい！日本＆世界の旅行すごろく,,1076,16,91,1,6,書籍,児童書,グッズ,グッズ,すごろく,,8347,ブティック社,43375238.0,わくわく楽しい！日本＆世界の旅行すごろく,［バラエティ］,20221220,1026,,
109,9784023333772,きらきら　ぴかぴか,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,瀧靖之,2,朝日新聞出版,43369774.0,きらきら　ぴかぴか,脳科学にもとづいた知育絵本,20221020,6616,脳科学にもとづいた知育絵本,
110,9784052056239,ひみつの魔女フレンズ　まいごの子犬と魔法のリング,５,1076,16,41,5,21,書籍,児童書,読み物,読み物,高学年読み物,宮下恵茉,5,学研プラス,43230639.0,ひみつの魔女フレンズ,,20221201,1376,,
111,9784065296851,小説　ブルーロック,１,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,吉岡みつる,6,講談社,43367241.0,小説　ブルーロック,講談社ＫＫ文庫,20221117,1537,,
112,9784057508382,妖怪最強王図鑑フィギュア,,1076,16,91,1,91,書籍,児童書,グッズ,グッズ,その他グッズ,,5,学研プラス,43369073.0,妖怪最強王図鑑フィギュア,［バラエティ］　最強王図鑑シリーズ,20221126,12816,,最強王図鑑シリーズ
113,9784092172661,小学館の図鑑ＮＥＯアート　図解　はじめての絵画,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,青柳正規,9,小学館,43388151.0,小学館の図鑑ＮＥＯアート　図解　はじめての絵画,プレＮＥＯ,20230206,3053,,小学館の図鑑ＮＥＯ
114,9784091125972,それいけ！アンパンマン　シールいっぱい！　たべものこれなあにブック,,1076,16,35,1,1,書籍,児童書,絵本塔,絵本塔,小学館,やなせたかし,9,小学館,43377198.0,それいけ！アンパンマン　シールいっぱい！　たべものこれなあにブック,小学館のカラーワイド,20221124,1642,アンパンマン_小学館のカラーワイド,
115,9784057508320,キャンディねんどでつくる　つやぷるアクセサリー,,1076,16,61,1,43,書籍,児童書,実用百科,実用百科,おしゃれ,ｓａｒｉｃｏ,5,学研プラス,43369072.0,キャンディねんどでつくる　つやぷるアクセサリー,［バラエティ］　ガールズクラフト,20221115,1775,ガールズクラフト,
116,9784577051092,めくってだあれ？,,1076,16,21,1,1,書籍,児童書,キャラクター絵本,キャラクター絵本,アンパンマン,やなせたかし,577,フレーベル館,43372092.0,めくってだあれ？,ベイビー・アンパンマン,20221128,2020,ベイビー・アンパンマン,
117,9784577050705,ＰＵＩ　ＰＵＩ　モルカー　を　さがせ！,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,フレーベル館,577,フレーベル館,43370954.0,ＰＵＩ　ＰＵＩ　モルカー　を　さがせ！,,20221124,2027,ＰＵＩ　ＰＵＩ　モルカー,
118,9784774333342,５さいからできる　プログラミング,,1076,16,71,1,9,書籍,児童書,学習百科,学習百科,プログラミング,中村一彰,7743,くもん出版,43366184.0,５さいからできる　プログラミング,シールたっぷりレッスン,20221202,1504,シールたっぷりレッスン,
119,9784052056581,ゆるゆる昆虫図鑑,,1076,16,71,1,401,書籍,児童書,学習百科,学習百科,理科　昆虫,さのかける,5,学研プラス,43369408.0,ゆるゆる昆虫図鑑,,20221129,3404,,
120,9784052055935,ふたごのプリンセスとピアニストのひみつクレープ,,1076,16,41,5,5,書籍,児童書,読み物,読み物,低学年読み物,赤尾でこ,5,学研プラス,43369057.0,ふたごのプリンセスとピアニストのひみつクレープ,まほうのドレスハウス,20221129,2445,,
121,9784052055966,正解のない問題集　道徳編,,1076,16,71,1,7,書籍,児童書,学習百科,学習百科,道徳・教養,池上彰,5,学研プラス,43369058.0,正解のない問題集　道徳編,新時代の教養,20221117,3081,新時代の教養,
122,9784052056000,０さい～３さい脳そだて　おさかなちゃんとあ～そ～ぼ！,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,茂木健一郎,5,学研プラス,43360343.0,０さい～３さい脳そだて　おさかなちゃんとあ～そ～ぼ！,,20221020,1046,おさかなちゃん,
123,9784092175143,乗りもの　新版　鉄道・自動車・飛行機・船,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,長根広和,9,小学館,43374262.0,乗りもの　新版　鉄道・自動車・飛行機・船,小学館の図鑑ＮＥＯ,20221129,9416,小学館の図鑑ＮＥＯ,
124,9784097251743,チャレンジミッケ！　ポケット版　サンタクロース,４,1076,16,7,4,31,書籍,児童書,絵本,さがしもの絵本,ミッケ,ウォルター・ウィック,9,小学館,43341242.0,チャレンジミッケ！　ポケット版,,20221129,1053,ミッケ,
125,9784866515670,いますぐ名探偵　犯人をさがせ！　ワハハ小学校編,,1076,16,15,1,21,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,桂林ブックス,86651,文響社,43374615.0,いますぐ名探偵　犯人をさがせ！　ワハハ小学校編,,20221208,1345,,
126,9784052055171,きょうりゅう,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,真鍋真,5,学研プラス,43369054.0,きょうりゅう,ひとりでよめるずかん,20221118,1111,ひとりでよめるずかん,
127,9784092893078,小学館世界Ｊ文学館,,1076,16,41,1,3,書籍,児童書,読み物,名作読み物,海外の名作読み物,浅田次郎,9,小学館,43355658.0,小学館世界Ｊ文学館,,20221118,1123,,
128,9784052055881,こどもずかん　のりもの７７７　英語つき　しゃしんバージョン,,1076,16,11,3,1,書籍,児童書,幼児絵本,知育絵本,知育絵本,デイブ・テルキ,5,学研プラス,43369056.0,こどもずかん　のりもの７７７　英語つき　しゃしんバージョン,こどもずかん,20221125,4782,こどもずかん,
129,9784046321879,スイッチ！　大キライなはずなのに！？,１１,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,深海ゆずは,4,ＫＡＤＯＫＡＷＡ,42943339.0,スイッチ！,角川つばさ文庫,20221109,2921,,
130,9784049146707,すみっコぐらしいっしょにクロスワード,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,キャラぱふぇ編集部,4,ＫＡＤＯＫＡＷＡ,43372072.0,すみっコぐらしいっしょにクロスワード,キャラぱふぇブックス,20221130,1663,すみっコぐらし,
131,9784099425203,タッチペンでいっぱいあそべる！まいにちのことばずかん１５００　英語つき,,1076,16,11,3,1,書籍,児童書,幼児絵本,知育絵本,知育絵本,小学館辞典編集部,9,小学館,43377756.0,タッチペンでいっぱいあそべる！まいにちのことばずかん１５００　英語つき,［バラエティ］,20221205,2798,,
132,9784046321787,絶体絶命ゲーム　ねらわれた歌姫を守れ！,１２,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,藤ダリオ,4,ＫＡＤＯＫＡＷＡ,42843882.0,絶体絶命ゲーム,角川つばさ文庫,20221109,5851,,
133,9784046321848,サバイバー！！　豪華客船は再会のとき,４,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,あさばみゆき,4,ＫＡＤＯＫＡＷＡ,43261596.0,サバイバー！！,角川つばさ文庫,20221109,2166,,
134,9784046321954,四つ子ぐらし　プレゼントに思いをこめて,１３,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,ひのひまり,4,ＫＡＤＯＫＡＷＡ,43007684.0,四つ子ぐらし,角川つばさ文庫,20221109,18838,四つ子ぐらし,
135,9784046321930,神スキル！！！　キセキの三きょうだい、登場！,,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,大空なつき,4,ＫＡＤＯＫＡＷＡ,43383100.0,神スキル！！！　キセキの三きょうだい、登場！,角川つばさ文庫,20230112,1846,,
136,9784046321978,トップ・シークレット　決戦前夜のショータイム！,４,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,あんのまる,4,ＫＡＤＯＫＡＷＡ,43284068.0,トップ・シークレット,角川つばさ文庫,20230112,1464,,
137,9784097251897,ピタゴラじゃんけん装置ＱＲブック　ピタの巻,,1076,16,61,1,61,書籍,児童書,実用百科,実用百科,工作,ＮＨＫエデュケーショナル,9,小学館,43374263.0,ピタゴラじゃんけん装置ＱＲブック　ピタの巻,ピタゴラＢＯＯＫ,20221026,2940,ピタゴラＢＯＯＫ,
138,9784065289020,トミカ　タブレットがた　おしゃべりえほん,,1076,16,21,1,12,書籍,児童書,キャラクター絵本,キャラクター絵本,トミカ,講談社,6,講談社,43341015.0,トミカ　タブレットがた　おしゃべりえほん,［バラエティ］,20221212,1419,,
139,9784046321732,本当はこわい話　明かされる真実、君は気づけた？,１０,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,小林丸々,4,ＫＡＤＯＫＡＷＡ,42960710.0,本当はこわい話,角川つばさ文庫,20230112,1056,,
140,9784046322210,おもしろい話、集めました。Ｗ,,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,ひのひまり,4,ＫＡＤＯＫＡＷＡ,43383192.0,おもしろい話、集めました。Ｗ,角川つばさ文庫,20230112,1625,,
141,9784046322029,ふたごチャレンジ！　ココロ揺らめく遊園地！？,４,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,七都にい,4,ＫＡＤＯＫＡＷＡ,43292427.0,ふたごチャレンジ！,角川つばさ文庫,20230112,2470,,
142,9784092984011,日本の歴史　日本文化のあけぼの　旧石器～縄文～弥生～古墳時代,１,1076,16,71,5,1,書籍,児童書,学習百科,学習漫画,日本の歴史,山川出版社,9,小学館,43381698.0,小学館版学習まんが　日本の歴史,小学館学習まんがシリーズ,20221201,1089,小学館学習まんがシリーズ,
143,9784838793860,ダンススクエア　ｖｏｌ．５４,,1076,16,99,9999,9999,書籍,児童書,未分類,未分類,未分類,日之出出版,8387,マガジンハウス,,,,20230127,4606,,
144,9784046057129,にゃんこ大戦争でまなぶ！難しい言葉１０００,,1076,16,71,1,3,書籍,児童書,学習百科,学習百科,国語,ＰＯＮＯＳ,4,ＫＡＤＯＫＡＷＡ,43367727.0,にゃんこ大戦争でまなぶ！難しい言葉１０００,,20221118,2595,,
145,9784046321657,君のとなりで。　この道を、ずっといっしょに,９,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,高杉六花,4,ＫＡＤＯＫＡＷＡ,43090241.0,君のとなりで。,角川つばさ文庫,20221013,2105,,
146,9784046321855,サキヨミ！　恋と決意の文化祭,７,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,七海まち,4,ＫＡＤＯＫＡＷＡ,43182126.0,サキヨミ！,角川つばさ文庫,20221013,3134,,
147,9784046321831,ぜったいバレちゃいけません！！！　ハッピーエンドはゆずれない！,６,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,水無仙丸,4,ＫＡＤＯＫＡＷＡ,43210129.0,ぜったいバレちゃいけません！！！,角川つばさ文庫,20221013,1351,,
148,9784046321886,理花のおかしな実験室　ふくらむナゾの答えをさがせ！,７,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,やまもとふみ,4,ＫＡＤＯＫＡＷＡ,43189443.0,理花のおかしな実験室,角川つばさ文庫,20221013,2236,,
149,9784569880921,青鬼　調査クラブ　怪物を従えた少女と激突せよ！,７,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,波摘,569,ＰＨＰ研究所,43113004.0,青鬼　調査クラブ,ＰＨＰジュニアノベル,20230126,1040,,
150,9784834086805,どきどきキッチンサーカス,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,石津ちひろ,8340,福音館書店,43358279.0,どきどきキッチンサーカス,幼児絵本シリーズ,20221007,1007,,
151,9784041129791,角川まんが学習シリーズ日本の歴史５大特典つき全１６巻＋別巻４冊セット（全２０巻セ,,1076,16,71,5,1,書籍,児童書,学習百科,学習漫画,日本の歴史,山本博文,4,ＫＡＤＯＫＡＷＡ,43370508.0,角川まんが学習シリーズ日本の歴史５大特典つき全１６巻＋別巻４冊セット（全２０巻セ,,20221110,1168,,コミック版　日本の歴史
152,9784097251903,ピタゴラじゃんけん装置ＱＲブック　ゴラの巻,,1076,16,61,1,61,書籍,児童書,実用百科,実用百科,工作,ＮＨＫエデュケーショナル,9,小学館,43374264.0,ピタゴラじゃんけん装置ＱＲブック　ゴラの巻,ピタゴラＢＯＯＫ,20221026,2077,ピタゴラＢＯＯＫ,
153,9784097252078,かぼちゃスープのおふろ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,柴田ケイコ,9,小学館,43379656.0,かぼちゃスープのおふろ,,20221118,1453,,
154,9784041127742,どっちが強い！？ガチンコ動物オリンピック編　なんでもＮｏ．１決定戦,,1076,16,71,5,31,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,ブラックインクチーム,4,ＫＡＤＯＫＡＷＡ,43369402.0,どっちが強い！？ガチンコ動物オリンピック編　なんでもＮｏ．１決定戦,角川まんが学習シリーズ,20221130,8694,どっちが強い！？シリーズ,
155,9784577051191,アンパンマンおままごとえほん　おべんとう,,1076,16,21,1,1,書籍,児童書,キャラクター絵本,キャラクター絵本,アンパンマン,やなせたかし,577,フレーベル館,43379325.0,アンパンマンおままごとえほん　おべんとう,,20221216,1318,アンパンマンおままごとえほん,
156,9784865492859,おせちのみんなあつまって！,,1076,16,11,3,5,書籍,児童書,幼児絵本,知育絵本,たべもの絵本,真珠まりこ,86549,ひさかたチャイルド,43367256.0,おせちのみんなあつまって！,,20221114,1834,,
157,9784091066275,ピカチュウとあそぼ！　ピカチュウのだいぼうけん　ポケモンおはなし＆おあそびブック,,1076,16,35,1,1,書籍,児童書,絵本塔,絵本塔,小学館,よしのえみこ,9,小学館,43372077.0,ピカチュウとあそぼ！　ピカチュウのだいぼうけん　ポケモンおはなし＆おあそびブック,ワンダーライフスペシャル,20221024,1514,ワンダーライフスペシャル,
158,9784092314405,華麗なる探偵アリス＆ペンギン　キャッツ・イン・ザ・スカイ,,1076,16,55,1,19,書籍,児童書,児童文庫,児童文庫,小学館ジュニア文庫,南房秀久,9,小学館,43381820.0,華麗なる探偵アリス＆ペンギン　キャッツ・イン・ザ・スカイ,小学館ジュニア文庫,20221125,1137,,
159,9784591174814,小説　魔入りました！入間くん　アクドルくろむちゃんとアメリの決断,４,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,針とら,591,ポプラ社,43264725.0,小説　魔入りました！入間くん,ポプラキミノベル,20221005,3465,,
160,9784591175262,グレッグのダメ日記　なんだって、やってやる！,,1076,16,41,5,17,書籍,児童書,読み物,読み物,グレッグのダメ日記シリーズ,ジェフ・キニー,591,ポプラ社,43377481.0,グレッグのダメ日記　なんだって、やってやる！,,20221124,2726,,
161,9784591175118,新装版　どうぶつえあわせ　ぴったりカード,,1076,16,91,1,3,書籍,児童書,グッズ,グッズ,知育カード,わらべきみか,591,ポプラ社,43365878.0,新装版　どうぶつえあわせ　ぴったりカード,,20221005,1079,,
162,9784591175125,新装版　のりものえあわせ　ぴったりカード,,1076,16,91,1,3,書籍,児童書,グッズ,グッズ,知育カード,わらべきみか,591,ポプラ社,43365879.0,新装版　のりものえあわせ　ぴったりカード,,20221005,1011,,
163,9784591175194,あおい１ばんのきかんしゃ　トーマスどーこだ？,,1076,16,21,1,11,書籍,児童書,キャラクター絵本,キャラクター絵本,トーマス,,591,ポプラ社,43374278.0,あおい１ばんのきかんしゃ　トーマスどーこだ？,きかんしゃトーマスの本,20221109,1100,きかんしゃトーマスの本,
164,9784097355984,星のカービィ　ディスカバリー　ほおばれ！シールブック,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ワープスター,9,小学館,43372078.0,星のカービィ　ディスカバリー　ほおばれ！シールブック,まるごとシールブックＤＸ,20221026,2461,まるごとシールブックＤＸ,
165,9784813780779,溺愛×ミッション！（１）　エリート学園の超モテスパイ男子たちに溺愛されちゃってます！,１,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,青山そらら,8137,スターツ出版,43379193.0,溺愛×ミッション！（１）　エリート学園の超モテスパイ男子たちに溺愛されちゃってます！,野いちごジュニア文庫,20221220,1329,,
166,9784487815340,小学生のうちに覚えておくといいことカルタ,,1076,16,91,1,5,書籍,児童書,グッズ,グッズ,かるた,東京書籍出版事業部,487,東京書籍,43375231.0,小学生のうちに覚えておくといいことカルタ,［バラエティ］,20221208,1041,,
167,9784813522942,追放Ｖｅｒ　Ａｍｏｎｇ　Ｕｓ　フィギュアキーチェーン,,1076,16,91,1,91,書籍,児童書,グッズ,グッズ,その他グッズ,,8135,デアゴスティーニジャパン,43375237.0,追放Ｖｅｒ　Ａｍｏｎｇ　Ｕｓ　フィギュアキーチェーン,［バラエティ］,20221028,73210,,
168,9784591174975,かいけつゾロリのおやじギャグ＆なぞなぞ大じてん,,1076,16,41,5,11,書籍,児童書,読み物,読み物,かいけつゾロリシリーズ,原ゆたか,591,ポプラ社,43372095.0,かいけつゾロリのおやじギャグ＆なぞなぞ大じてん,,20221107,1142,,
169,9784065299081,ＴＶアニメブルーロッククリアファイルブック,,1076,16,91,1,92,書籍,児童書,グッズ,グッズ,キャラクターグッズ,講談社,6,講談社,43379649.0,ＴＶアニメブルーロッククリアファイルブック,［バラエティ］,20221220,3929,,
170,9784591175422,なにかな？　まる　あかまるの　かたちえほん,,1076,16,11,3,1,書籍,児童書,幼児絵本,知育絵本,知育絵本,しみずだいすけ,591,ポプラ社,43372099.0,なにかな？　まる　あかまるの　かたちえほん,０歳からのあかちゃんえほん,20221104,1095,０歳からのあかちゃんえほん,
171,9784756253842,きみも運転手になれる！　パノラマずかん　運転席,,1076,16,15,1,21,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,宮本えつよし,7562,パイインターナショナル,43365386.0,きみも運転手になれる！　パノラマずかん　運転席,,20221124,1018,,
172,9784592763147,いちごサンタ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,わたなべあや,592,白泉社,43368307.0,いちごサンタ,コドモエの本,20221101,1529,コドモエの本,
173,9784092989313,小学館版学習まんが日本の歴史（全２０巻セット）,,1076,16,71,5,1,書籍,児童書,学習百科,学習漫画,日本の歴史,小学館,9,小学館,43351790.0,小学館版学習まんが日本の歴史（全２０巻セット）,小学館学習まんがシリーズ,20221201,2107,小学館学習まんがシリーズ,
174,9784791631438,頂上決戦！異種最強生物　オールスター大決戦,,1076,16,61,1,91,書籍,児童書,実用百科,実用百科,その他実用百科,ＣｒｅａｔｕｒｅＳｔｏｒｙ,7916,西東社,43378398.0,頂上決戦！異種最強生物　オールスター大決戦,,20221220,2644,,
175,9784791632008,ゆめがひろがるおんなのこのでんきえほん　全２２話,,1076,16,7,1,21,書籍,児童書,絵本,国内絵本,国内の名作絵本,堀米薫,7916,西東社,43374714.0,ゆめがひろがるおんなのこのでんきえほん　全２２話,,20221107,1900,,
176,9784065304358,全仮面ライダー　パーフェクト大図鑑　増補改訂,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,,6,講談社,43374260.0,全仮面ライダー　パーフェクト大図鑑　増補改訂,講談社ＭＯＯＫ　テレビマガジンデラックス　２５２,20221223,1218,講談社ＭＯＯＫ　テレビマガジンデラックス　２５２,
177,9784591175200,ウルトラマン大図鑑ハイパー,,1076,16,21,1,41,書籍,児童書,キャラクター絵本,キャラクター絵本,ヒーロー,円谷プロダクション,591,ポプラ社,43376319.0,ウルトラマン大図鑑ハイパー,,20221122,2616,ウルトラマン,
178,9784813522935,くじら＆Ｃｏ．ビッグ,,1076,16,91,1,91,書籍,児童書,グッズ,グッズ,その他グッズ,,8135,デアゴスティーニジャパン,43381857.0,くじら＆Ｃｏ．ビッグ,［バラエティ］,20221129,133888,,
179,9784592763161,ノラネコぐんだん　うみのたび,,1076,16,7,1,201,書籍,児童書,絵本,国内絵本,ノラネコぐんだん,工藤ノリコ,592,白泉社,43368308.0,ノラネコぐんだん　うみのたび,コドモエのえほん,20221104,25508,ノラネコぐんだん,
180,9784046321909,すずめの戸締まり,,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,新海誠,4,ＫＡＤＯＫＡＷＡ,43351498.0,すずめの戸締まり,角川つばさ文庫,20221013,44236,,
181,9784791631513,大迫力！戦慄の都市伝説大百科,,1076,16,61,1,91,書籍,児童書,実用百科,実用百科,その他実用百科,朝里樹,7916,西東社,43374282.0,大迫力！戦慄の都市伝説大百科,,20221115,3253,,
182,9784592763123,おすしがふくをかいにきた,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,田中達也,592,白泉社,43357122.0,おすしがふくをかいにきた,ＭＯＥのえほん,20221003,5500,ＭＯＥのえほん,
183,9784813780700,ウタイテ！,３,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,＊あいら＊,8137,スターツ出版,43313006.0,ウタイテ！,野いちごジュニア文庫,20221118,5895,,
184,9784813780724,この恋は、ぜったいヒミツ。,３,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,このはなさくら,8137,スターツ出版,43205112.0,この恋は、ぜったいヒミツ。,野いちごジュニア文庫,20221118,1221,,
185,9784591175026,歴史ゴーストバスターズ　歴女失格！？　お泊まり会で大波乱の夏休み！,４,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,あさばみゆき,591,ポプラ社,43250741.0,歴史ゴーストバスターズ,ポプラキミノベル　創作,20221013,2333,,
186,9784591175149,おしりたんてい　ププッ　かいていいせきのぼうけん　アニメコミック,１３,1076,16,41,5,7,書籍,児童書,読み物,読み物,おしりたんていシリーズ,トロル,591,ポプラ社,43109435.0,おしりたんてい　アニメコミック,,20221013,4576,,
187,9784591175002,黒田長政　戦国人物伝　日本の歴史＜コミック版＞８３,,1076,16,71,5,41,書籍,児童書,学習百科,学習漫画,偉人・伝記（漫画）,加来耕三,591,ポプラ社,43367771.0,黒田長政　戦国人物伝　日本の歴史＜コミック版＞８３,,20221013,1027,コミック版　日本の歴史,
188,9784591174951,ディズニープリンセスのひみつ１００,,1076,16,21,1,5,書籍,児童書,キャラクター絵本,キャラクター絵本,ディズニー,,591,ポプラ社,43367769.0,ディズニープリンセスのひみつ１００,,20221013,1874,ディズニー,
