,JAN,cid,SHOSINM,SERIESNM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
900,9784062853781,8,パスワード外伝　恐竜パニック＜新装版＞,パスワード外伝　,,パスワード外伝　恐竜パニック＜新装版＞,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
911,9784061487413,9,パスワード怪盗ダルジュロス伝　パソコン通信探偵団事件ノート１９,　パソコン通信探偵団事件ノート,,パスワード怪盗ダルジュロス伝　パソコン通信探偵団事件ノート１９,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
802,9784061485273,9,パスワードで恋をして,　パソコン通信探偵団事件ノート,,パスワードで恋をして,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
800,9784062855341,9,パスワードはじめての事件　風浜電子探偵団エピソード０,　パソコン通信探偵団事件ノート,,パスワードはじめての事件　風浜電子探偵団エピソード０,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
862,9784061485136,9,パスワードｖｓ．（ブイエス）紅,　パソコン通信探偵団事件ノート,,パスワードｖｓ．（ブイエス）紅,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,
909,9784062850162,9,パスワードダイヤモンド作戦！　中学生編　パソコン通信探偵団事件ノート２１　悪魔の石２,　パソコン通信探偵団事件ノート,,パスワードダイヤモンド作戦！　中学生編　パソコン通信探偵団事件ノート２１,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
876,9784061487178,9,パスワード忍びの里,　パソコン通信探偵団事件ノート,,パスワード忍びの里,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
842,9784062853811,9,パスワード渦巻き少女－ガール－　中学生編　風浜電子探偵団事件ノート２８,　パソコン通信探偵団事件ノート,,パスワード渦巻き少女－ガール－　中学生編　風浜電子探偵団事件ノート２８,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
738,9784062856102,9,パスワード　学校の怪談,　パソコン通信探偵団事件ノート,,パスワード　学校の怪談,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
878,9784062853415,10,パスワード謎旅行ｎｅｗ＜改訂版＞　風浜電子探偵団事件ノート４,　ｎｅｗ　風浜電子探偵団事件ノート,,パスワード謎旅行ｎｅｗ＜改訂版＞　風浜電子探偵団事件ノート４,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
810,9784062852944,10,パスワードに気をつけて　ｎｅｗ　風浜電子探偵団事件ノート３,　ｎｅｗ　風浜電子探偵団事件ノート,,パスワードに気をつけて　ｎｅｗ　風浜電子探偵団事件ノート３,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
678,9784062852647,10,パスワードのおくりもの　ｎｅｗ　風浜電子探偵団事件ノート２,　ｎｅｗ　風浜電子探偵団事件ノート,,パスワードのおくりもの　ｎｅｗ　風浜電子探偵団事件ノート２,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
245,9784062852203,10,パスワードは、ひ・み・つ　ｎｅｗ　風浜電子探偵団事件ノート１,　ｎｅｗ　風浜電子探偵団事件ノート,,パスワードは、ひ・み・つ　ｎｅｗ　風浜電子探偵団事件ノート１,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,松原秀行,講談社青い鳥文庫
