JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SERIESNM
9784522439999,１０才からの勉強が得意になる方法,,1076,16,0071,0001,0008,書籍,児童書,学習百科,学習百科,その他教科,葉一,0000522,永岡書店,43365870,１０才からの勉強が得意になる方法,大人だって本当は知らない,20221011,1120,大人だって本当は知らない
9784522803134,ごはんもぐもぐいただきま～す！　とびだすえほん,,1076,16,0015,0001,0021,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,さくらいひろし,0000522,永岡書店,43365871,ごはんもぐもぐいただきま～す！　とびだすえほん,,20221011,1427,とびだすえほん
9784083217586,青星学園★チームＥＹＥーＳの事件ノート　翔太の熱い体育祭！ハチマキにこめた気持ち,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,相川真,0000008,集英社,43382709,青星学園★チームＥＹＥーＳの事件ノート　翔太の熱い体育祭！ハチマキにこめた気持ち,集英社みらい文庫,20221216,3319,
9784083217548,花とつぼみと、きみのこと。　だいじな想いの咲かせかた,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,五十嵐美怜,0000008,集英社,43382705,花とつぼみと、きみのこと。　だいじな想いの咲かせかた,集英社みらい文庫,20221216,1305,
9784083217555,天宮家の王子さま　メイドのわたしのバレンタイン計画！,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,白井ごはん,0000008,集英社,43382706,天宮家の王子さま　メイドのわたしのバレンタイン計画！,集英社みらい文庫,20221216,1863,
9784083217562,おチビがうちにやってきた！　動物園で事件！あらたな能力児、あらわる！？,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,柴野理奈子,0000008,集英社,43382707,おチビがうちにやってきた！　動物園で事件！あらたな能力児、あらわる！？,集英社みらい文庫,20221216,1932,
9784083217579,海色ダイアリー～五つ子アイドルと五河の夢～,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,みゆ,0000008,集英社,43382708,海色ダイアリー～五つ子アイドルと五河の夢～,集英社みらい文庫,20221216,6947,
9784031271905,すうじのかくれんぼ,,1076,16,0015,0001,0021,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,いしかわこうじ,0000003,偕成社,43370935,すうじのかくれんぼ,あっ！とおどろくしかけえほん,20221205,1086,あっ！とおどろくしかけえほん
9784036358502,あやし、おそろし、天獄園,,1076,16,0041,0005,0024,書籍,児童書,読み物,読み物,ふしぎ駄菓子屋銭天堂シリーズ,廣嶋玲子,0000003,偕成社,43363698,あやし、おそろし、天獄園,,20221124,9990,
9784074514120,女の子おりがみ,,1076,16,0061,0001,0001,書籍,児童書,実用百科,実用百科,おりがみ,たつくりのおりがみ,0000007,主婦の友社,43378772,女の子おりがみ,,20221202,1971,
