,JAN,SHOSINM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM,cid
351,9784046321060,ぼくらの復活大作戦,,ぼくらの復活大作戦,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,34
352,9784591170397,星の王子さま,,星の王子さま,児童書,児童文庫,児童文庫,その他児童文庫,ポプラ社,サン・テグジュペリ,ポプラキミノベル　名作,379
353,9784863892323,ハリー・ポッターと秘密の部屋　２－１,,ハリー・ポッターと秘密の部屋　２－１,児童書,児童文庫,児童文庫,静山社ペガサス文庫,静山社,Ｊ・Ｋ・ローリング,静山社ペガサス文庫,374
354,9784092306448,ルパン三世ｖｓ名探偵コナンＴＨＥ　ＭＯＶＩＥ,,ルパン三世ｖｓ名探偵コナンＴＨＥ　ＭＯＶＩＥ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニアシネマ文庫,391
355,9784083216176,戦国姫－江の物語－,,戦国姫－江の物語－,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,藤咲あゆな,集英社みらい文庫,222
356,9784046319845,世にも奇妙な商品カタログ　ひとつでふたつの飲み薬・文字起こしマーカー他,４,世にも奇妙な商品カタログ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,地図十行路,角川つばさ文庫,109
357,9784065205044,きみと１００年分の恋をしよう　きみのためにできること,,きみと１００年分の恋をしよう　きみのためにできること,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,折原みと,講談社青い鳥文庫,541
358,9784046319227,一年間だけ。　会えない時間－とき－もキミを,２,一年間だけ。,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,安芸咲良,角川つばさ文庫,307
359,9784092313668,名探偵コナン　赤井秀一緋色の回顧録セレクション　狙撃手の極秘任務,,名探偵コナン　赤井秀一緋色の回顧録セレクション　狙撃手の極秘任務,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫,404
360,9784591169988,空色ＤＡＹＳ,,空色ＤＡＹＳ,児童書,児童文庫,児童文庫,その他児童文庫,ポプラ社,望月麻衣,ポプラキミノベル　創作,124
361,9784813780243,ふたごの愛され注意報　イケメンたちは、ふたご姉妹に夢中です,,ふたごの愛され注意報　イケメンたちは、ふたご姉妹に夢中です,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,青山そらら,野いちごジュニア文庫,292
362,9784046314307,いみちぇん！　今日からひみつの二人組,１,いみちぇん！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫,167
363,9784813780168,３０秒後に意味がわかるとこわい話　かくされた「謎」を解き明かせ,,３０秒後に意味がわかるとこわい話　かくされた「謎」を解き明かせ,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,Ｓｙｔｒｙ,野いちごジュニア文庫,231
364,9784092308664,名探偵コナン　純黒の悪夢－ナイトメア－,,名探偵コナン　純黒の悪夢－ナイトメア－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫,283
365,9784046318152,ぼくらの大脱走,,ぼくらの大脱走,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,27
366,9784046319791,いみちぇん！　心ひとつに、希望をつなげ！,１８,いみちぇん！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫,15
367,9784092313507,映画　１０万分の１,,映画　１０万分の１,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,時海結以,小学館ジュニア文庫,501
368,9784083217210,ドラゴンボール超　スーパーヒーロー　映画ノベライズ　みらい文庫版,,ドラゴンボール超　スーパーヒーロー　映画ノベライズ　みらい文庫版,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,鳥山明,集英社みらい文庫,522
369,9784046319159,怪狩り　よみがえる伝説,１,怪狩り,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫,242
370,9784092313484,名探偵コナン　世良真純セレクション　異国帰りの転校生,,名探偵コナン　世良真純セレクション　異国帰りの転校生,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫,168
371,9784046321145,理花のおかしな実験室　ふたりの約束とリンゴのヒミツ,４,理花のおかしな実験室,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,やまもとふみ,角川つばさ文庫,385
372,9784046319524,世にも奇妙な商品カタログ　タイミングのいい自動販売機・声変わりダイヤル他,３,世にも奇妙な商品カタログ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,地図十行路,角川つばさ文庫,426
373,9784591173534,小説　魔入りました！入間くん　師団披露,３,小説　魔入りました！入間くん,児童書,児童文庫,児童文庫,その他児童文庫,ポプラ社,針とら,ポプラキミノベル,98
374,9784046321015,サキヨミ！　新たな出会いはキケンな予感！？,５,サキヨミ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,七海まち,角川つばさ文庫,309
375,9784575244021,映画クレヨンしんちゃん　謎メキ！花の天カス学園,,映画クレヨンしんちゃん　謎メキ！花の天カス学園,児童書,児童文庫,児童文庫,その他児童文庫,双葉社,臼井儀人,双葉社ジュニア文庫,132
376,9784083216541,生き残りゲームラストサバイバル　あの日の誓いをかみしめて！サバイバルフードファイト,,生き残りゲームラストサバイバル　あの日の誓いをかみしめて！サバイバルフードファイト,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫,341
377,9784065180723,呪われた恋話は知っている　探偵チームＫＺ事件ノート,,呪われた恋話は知っている　探偵チームＫＺ事件ノート,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,住滝良,講談社青い鳥文庫,190
378,9784813780205,爆発まで残り５分となりました　ねらわれた卒業式,１,爆発まで残り５分となりました,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,棚谷あか乃,野いちごジュニア文庫,538
379,9784083215728,青星学園★チームＥＹＥ－Ｓの事件ノート～クロトの一日カノジョ大作戦～,,青星学園★チームＥＹＥ－Ｓの事件ノート～クロトの一日カノジョ大作戦～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫,516
380,9784083214110,青星学園★チームＥＹＥ－Ｓの事件ノート～勝利の女神は忘れない～,,青星学園★チームＥＹＥ－Ｓの事件ノート～勝利の女神は忘れない～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫,209
381,9784046320681,世にも奇妙な商品カタログ　おりがみ地図・空想の出口他,６,世にも奇妙な商品カタログ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,地図十行路,角川つばさ文庫,329
382,9784046319876,探偵犬クリス　柴犬探偵、盗まれた宝石を追う！,,探偵犬クリス,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,田部智子,角川つばさ文庫,185
383,9784083216190,迷宮教室　終わらない呪いと止まらない想い,,迷宮教室　終わらない呪いと止まらない想い,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,あいはらしゅう,集英社みらい文庫,464
384,9784065189825,ヤバい親友は知っている　探偵チームＫＺスケッチブック,,ヤバい親友は知っている　探偵チームＫＺスケッチブック,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,住滝良,講談社青い鳥文庫,419
385,9784046320599,一年間だけ。　キミへと、想いが走りだす…,７,一年間だけ。,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,安芸咲良,角川つばさ文庫,482
386,9784813780441,ふたごのイケメン兄弟は、過保護にわたしを溺愛中！,,ふたごのイケメン兄弟は、過保護にわたしを溺愛中！,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,青山そらら,野いちごジュニア文庫,66
387,9784092306479,名探偵コナン　異次元の狙撃手－スナイパー－,,名探偵コナン　異次元の狙撃手－スナイパー－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニアシネマ文庫,344
388,9784083216183,恐怖チャンネル　なぞのＫチューバーと呪いの動画,,恐怖チャンネル　なぞのＫチューバーと呪いの動画,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,藍沢羽衣,集英社みらい文庫,361
389,9784046321428,ふたごチャレンジ！　マスクの中に、かくしたキモチ？,２,ふたごチャレンジ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,七都にい,角川つばさ文庫,253
390,9784065220542,きみと１００年分の恋をしよう　きみと手をつないで,,きみと１００年分の恋をしよう　きみと手をつないで,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,折原みと,講談社青い鳥文庫,8
391,9784046320339,アニメ映画　ジョゼと虎と魚たち,,アニメ映画　ジョゼと虎と魚たち,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,田辺聖子,角川つばさ文庫,183
392,9784083216077,放課後、きみがピアノをひいていたから～約束～,,放課後、きみがピアノをひいていたから～約束～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,柴野理奈子,集英社みらい文庫,219
393,9784083213762,生き残りゲーム　ラストサバイバル　最後に歩けるのはだれだ！？,,生き残りゲーム　ラストサバイバル　最後に歩けるのはだれだ！？,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫,268
394,9784046312488,おおかみこどもの雨と雪,,おおかみこどもの雨と雪,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,細田守,角川つばさ文庫,331
395,9784065169650,小説　ゆずのどうぶつカルテ　こちら　わんニャンどうぶつ病院,２,小説　ゆずのどうぶつカルテ　こちら　わんニャンどうぶつ病院,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,辻みゆき,講談社青い鳥文庫,164
396,9784065210512,小説　映画　きみの瞳が問いかけている,,小説　映画　きみの瞳が問いかけている,児童書,児童文庫,児童文庫,その他児童文庫,講談社,時海結以,講談社ＫＫ文庫,516
397,9784046312976,ぼくらの修学旅行,,ぼくらの修学旅行,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,26
398,9784083216824,生き残りゲーム　ラストサバイバル　絶望感染！サバイバルゾンビ鬼,,生き残りゲーム　ラストサバイバル　絶望感染！サバイバルゾンビ鬼,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫,376
399,9784046320391,君のとなりで。　あこがれの場所へ,４,君のとなりで。,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高杉六花,角川つばさ文庫,397
400,9784813780366,溺愛１２０％の恋～校内Ｎｏ．１モテ男子は、鈍感女子とはやく両想いになりたい～,,溺愛１２０％の恋～校内Ｎｏ．１モテ男子は、鈍感女子とはやく両想いになりたい～,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,＊あいら＊,野いちごジュニア文庫,167
401,9784046320452,ぜったいバレちゃいけません！！！　王子とスターと演劇祭！,２,ぜったいバレちゃいけません！！！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,水無仙丸,角川つばさ文庫,412
402,9784863892330,ハリー・ポッターと秘密の部屋　２－２,,ハリー・ポッターと秘密の部屋　２－２,児童書,児童文庫,児童文庫,静山社ペガサス文庫,静山社,Ｊ・Ｋ・ローリング,静山社ペガサス文庫,108
403,9784083216572,絶対好きにならない同盟　甘いヒミツがある、あいつのこと,,絶対好きにならない同盟　甘いヒミツがある、あいつのこと,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫,389
404,9784046320728,オンライン！　死神調合師エスレイドと裏切りの尚美ちゃん,２１,オンライン！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,雨蛙ミドリ,角川つばさ文庫,127
405,9784083215605,生き残りゲーム　ラストサバイバル　チームで勝ち抜け！サバイバルウォーター,,生き残りゲーム　ラストサバイバル　チームで勝ち抜け！サバイバルウォーター,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫,491
406,9784092306516,名探偵コナン　業火の向日葵,,名探偵コナン　業火の向日葵,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫,372
407,9784065140512,小説　映画　Ｌ　ＤＫ,,小説　映画　Ｌ　ＤＫ,児童書,児童文庫,児童文庫,その他児童文庫,講談社,有沢ゆう希,講談社ＫＫ文庫,299
408,9784046311283,ぼくらと七人の盗賊たち,,ぼくらと七人の盗賊たち,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,209
409,9784046319890,一年間だけ。　キミの気持ちが知りたくて,４,一年間だけ。,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,安芸咲良,角川つばさ文庫,455
410,9784083216336,天宮家の王子さま　わたしがメイドになったわけ,,天宮家の王子さま　わたしがメイドになったわけ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,白井ごはん,集英社みらい文庫,63
411,9784083215483,青星学園★チームＥＹＥ－Ｓの事件ノート～ひとりぼっちのキヨと、クリスマスの奇跡～,,青星学園★チームＥＹＥ－Ｓの事件ノート～ひとりぼっちのキヨと、クリスマスの奇跡～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫,251
412,9784046316394,ぼくらの無人島戦争,,ぼくらの無人島戦争,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,19
413,9784046315403,１％　絶対かなわない恋,１,１％,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,このはなさくら,角川つばさ文庫,199
414,9784083215926,戦国姫―織田の姫君たち―,,戦国姫―織田の姫君たち―,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,藤咲あゆな,集英社みらい文庫,251
415,9784083214370,青星学園★チームＥＹＥ－Ｓの事件ノート～ロミオと青い星のひみつ～,,青星学園★チームＥＹＥ－Ｓの事件ノート～ロミオと青い星のひみつ～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫,265
416,9784046320230,星にねがいを！　幸せ配達人、失格です！？,５,星にねがいを！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫,356
417,9784046319548,一年間だけ。　ずっとキミのそばにいたのに,３,一年間だけ。,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,安芸咲良,角川つばさ文庫,42
418,9784065239681,怪盗クイーン　煉獄金貨と失われた城,,怪盗クイーン　煉獄金貨と失われた城,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,はやみねかおる,講談社青い鳥文庫,92
419,9784065134740,夜カフェ,１,夜カフェ,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,倉橋燿子,講談社青い鳥文庫,441
420,9784083216060,ウソカレ！？　はじめての“デート”は波乱の予感です,,ウソカレ！？　はじめての“デート”は波乱の予感です,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,神戸遥真,集英社みらい文庫,40
421,9784046319784,いみちぇん！　絶体絶命！さいごの試練,１７,いみちぇん！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫,491
422,9784046311733,ぼくらのデスゲーム,,ぼくらのデスゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,10
423,9784046319616,ぼくらのいじめ救出作戦,,ぼくらのいじめ救出作戦,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,446
424,9784046318923,怪盗レッド　宿命のライバルを救え☆の巻,１６,怪盗レッド,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,秋木真,角川つばさ文庫,297
425,9784046311221,怪盗レッド　学園祭は、おおいそがし☆の巻,３,怪盗レッド,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,秋木真,角川つばさ文庫,86
426,9784061487499,星の王子さま,,星の王子さま,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,サン・テグジュペリ,講談社青い鳥文庫,181
427,9784813780045,リアルゲーム　全員死ぬまで終わらない,１,リアルゲーム,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,西羽咲花月,野いちごジュニア文庫,327
428,9784046320629,星にねがいを！　願いよかがやけ！さいごの選択,６,星にねがいを！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫,440
429,9784092312869,名探偵コナン　怪盗キッドセレクション　月下の予告状－イリュージョン－,,名探偵コナン　怪盗キッドセレクション　月下の予告状－イリュージョン－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫,159
430,9784092312975,ミュウツーの逆襲　ＥＶＯＬＵＴＩＯＮ,,ミュウツーの逆襲　ＥＶＯＬＵＴＩＯＮ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫,253
431,9784813780311,君が落とした青空,,君が落とした青空,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,櫻いいよ,野いちごジュニア文庫,249
432,9784065150221,学校の影ボスは知っている　探偵チームＫＺ事件ノート,,学校の影ボスは知っている　探偵チームＫＺ事件ノート,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,住滝良,講談社青い鳥文庫,485
433,9784083216329,絶滅世界　ブラックイートモンスターズ　喰いちぎられる世界で生き残るために,,絶滅世界　ブラックイートモンスターズ　喰いちぎられる世界で生き残るために,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫,381
434,9784046312150,銀河鉄道の夜　宮沢賢治童話集,,銀河鉄道の夜　宮沢賢治童話集,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宮沢賢治,角川つばさ文庫,438
435,9784046319531,おもしろい話、集めました。Ｐ－プラチナ－,,おもしろい話、集めました。Ｐ－プラチナ－,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫,74
436,9784083215919,戦国ベースボール　地獄ベースボール暗死苦！炎の最終決戦！！信長ｖｓ信長！？,,戦国ベースボール　地獄ベースボール暗死苦！炎の最終決戦！！信長ｖｓ信長！？,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,りょくち真太,集英社みらい文庫,311
437,9784083215759,ウソカレ！？　この“恋”はだれにもナイショです,,ウソカレ！？　この“恋”はだれにもナイショです,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,神戸遥真,集英社みらい文庫,232
438,9784092312760,小説「映画ドラえもん　のび太の月面探査記」,,小説「映画ドラえもん　のび太の月面探査記」,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,辻村深月,小学館ジュニア文庫,115
439,9784046317766,怪盗レッド　最高のパートナーを信じろ☆の巻,１５,怪盗レッド,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,秋木真,角川つばさ文庫,226
440,9784046314765,いみちぇん！　ピンチ！矢神くんのライバル登場！,２,いみちぇん！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫,297
441,9784083215261,青星学園★チームＥＹＥ－Ｓの事件ノート～レオのドレスと、ハロウィンの黒い怪人～,,青星学園★チームＥＹＥ－Ｓの事件ノート～レオのドレスと、ハロウィンの黒い怪人～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫,525
442,9784061996717,Ｄｉｓｎｅｙ　みんなが知らない白雪姫,,Ｄｉｓｎｅｙ　みんなが知らない白雪姫,児童書,児童文庫,児童文庫,その他児童文庫,講談社,セレナ・ヴァレンティーノ,講談社ＫＫ文庫,83
443,9784046318633,ぼくら×怪盗レッド　ＶＲパークで危機一髪！？の巻,,ぼくら×怪盗レッド　ＶＲパークで危機一髪！？の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,156
444,9784083214585,青星学園★チームＥＹＥ－Ｓの事件ノート～キヨの笑顔を取りもどせ！～,,青星学園★チームＥＹＥ－Ｓの事件ノート～キヨの笑顔を取りもどせ！～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫,50
445,9784083214004,生き残りゲーム　ラストサバイバル　でてはいけないサバイバル教室,,生き残りゲーム　ラストサバイバル　でてはいけないサバイバル教室,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫,421
446,9784813780212,狼彼氏×天然彼女　止まらない溺愛,２,狼彼氏×天然彼女,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,ばにぃ,野いちごジュニア文庫,324
447,9784046319289,ぼくらの地下迷路,,ぼくらの地下迷路,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,450
448,9784062851039,ハチ公物語－待ちつづけた犬－,,ハチ公物語－待ちつづけた犬－,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,岩貞るみこ,講談社青い鳥文庫,313
449,9784083214257,生き残りゲーム　ラストサバイバル　つかまってはいけないサバイバル鬼ごっこ,,生き残りゲーム　ラストサバイバル　つかまってはいけないサバイバル鬼ごっこ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫,385
450,9784046320551,１％×スキ・キライ相関図　みんな、がんばれ！学園祭,,１％×スキ・キライ相関図　みんな、がんばれ！学園祭,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,このはなさくら,角川つばさ文庫,44
451,9784046321244,トップ・シークレット　この任務、すべてが秘密で超キケン,１,トップ・シークレット,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あんのまる,角川つばさ文庫,96
452,9784083216428,迷宮教室　ウソつきはだれだ！？だまされた教室と明かされたその理由,,迷宮教室　ウソつきはだれだ！？だまされた教室と明かされたその理由,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,あいはらしゅう,集英社みらい文庫,53
453,9784046319609,ぼくらのメリー・クリスマス,,ぼくらのメリー・クリスマス,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,42
454,9784046319142,星にねがいを！　大ピンチ！ヒミツの放課後,２,星にねがいを！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫,407
455,9784083216404,花とつぼみと、きみのこと。　ちいさな想いの育てかた,,花とつぼみと、きみのこと。　ちいさな想いの育てかた,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,五十嵐美怜,集英社みらい文庫,248
456,9784083216497,戦国姫ー甲斐姫の物語ー,,戦国姫ー甲斐姫の物語ー,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,藤咲あゆな,集英社みらい文庫,322
457,9784083215902,キミと、いつか。　とっておきの“告白”,,キミと、いつか。　とっておきの“告白”,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,宮下恵茉,集英社みらい文庫,275
458,9784083215612,戦国姫－５１人のお姫さま大図鑑－,,戦国姫－５１人のお姫さま大図鑑－,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,藤咲あゆな,集英社みらい文庫,247
459,9784092313804,リアル鬼ごっこ　リプレイ,,リアル鬼ごっこ　リプレイ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江坂純,小学館ジュニア文庫,330
460,9784046311832,ぼくらの南の島戦争,,ぼくらの南の島戦争,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,265
461,9784092312302,名探偵コナン　安室透セレクション　ゼロの推理劇－ミステリー－,,名探偵コナン　安室透セレクション　ゼロの推理劇－ミステリー－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫,103
462,9784813780533,ウタイテ！（仮）,２,ウタイテ！,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,＊あいら＊,野いちごジュニア文庫,481
463,9784083216275,放課後、きみがピアノをひいていたから～プレゼント～,,放課後、きみがピアノをひいていたから～プレゼント～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,柴野理奈子,集英社みらい文庫,163
464,9784046315021,ジュニア　空想科学読本,４,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫,271
465,9784046311412,怪盗レッド　豪華客船で、怪盗対決☆の巻,４,怪盗レッド,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,秋木真,角川つばさ文庫,383
466,9784083214813,青星学園★チームＥＹＥ－Ｓの事件ノート～クロトへの謎の脅迫状～,,青星学園★チームＥＹＥ－Ｓの事件ノート～クロトへの謎の脅迫状～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫,402
467,9784046317599,いつだって僕らの恋は１０センチだった。,,いつだって僕らの恋は１０センチだった。,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,香坂茉里,角川つばさ文庫,257
468,9784065231685,きみと１００年分の恋をしよう　恋と友情のステップ,,きみと１００年分の恋をしよう　恋と友情のステップ,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,折原みと,,493
469,9784061995970,Ｄｉｓｎｅｙ　みんなが知らない美女と野獣,,Ｄｉｓｎｅｙ　みんなが知らない美女と野獣,児童書,児童文庫,児童文庫,その他児童文庫,講談社,セレナ・ヴァレンティーノ,講談社ＫＫ文庫,148
470,9784065165300,校門の白魔女は知っている　探偵チームＫＺ事件ノート,,校門の白魔女は知っている　探偵チームＫＺ事件ノート,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,住滝良,講談社青い鳥文庫,320
471,9784083216299,戦国姫　武田の姫君たち,,戦国姫　武田の姫君たち,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,藤咲あゆな,集英社みらい文庫,525
472,9784046320773,星にねがいを！　勇気を胸に、ふみだせ未来！,７,星にねがいを！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫,369
473,9784065176986,小説　ゆずのどうぶつカルテ　こちら　わんニャンどうぶつ病院,３,小説　ゆずのどうぶつカルテ　こちら　わんニャンどうぶつ病院,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,辻みゆき,講談社青い鳥文庫,374
474,9784083215032,青星学園★チームＥＹＥ－Ｓの事件ノート～翔太と星の木の約束～,,青星学園★チームＥＹＥ－Ｓの事件ノート～翔太と星の木の約束～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫,224
