,JAN,SHOSINM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM,cid
0,9784083216039,劇場版　鬼滅の刃　無限列車編　ノベライズ,,劇場版　鬼滅の刃　無限列車編　ノベライズ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,矢島綾,集英社みらい文庫,290
1,9784083215957,鬼滅の刃　ノベライズ～きょうだいの絆と鬼殺隊編～,,鬼滅の刃　ノベライズ～きょうだいの絆と鬼殺隊編～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,松田朱夏,集英社みらい文庫,318
2,9784083215858,鬼滅の刃　ノベライズ～炭治郎と禰豆子、運命のはじまり編～,,鬼滅の刃　ノベライズ～炭治郎と禰豆子、運命のはじまり編～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,松田朱夏,集英社みらい文庫,124
3,9784092313293,名探偵コナン　緋色の弾丸,,名探偵コナン　緋色の弾丸,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫,359
4,9784046318404,四つ子ぐらし　ひみつの姉妹生活、スタート！,１,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,318
5,9784046320094,四つ子ぐらし　嵐の日は大さわぎ！,７,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,242
6,9784046320735,星のカービィ　カービィファイターズ　宿命のライバルたち！！,,星のカービィ　カービィファイターズ　宿命のライバルたち！！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,359
7,9784083215780,逃走中　オリジナルストーリー　迫るハンター＆パンダ！？　中華街をかけぬけろ！,,逃走中　オリジナルストーリー　迫るハンター＆パンダ！？　中華街をかけぬけろ！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,逃走中,集英社みらい文庫,290
8,9784001141276,モモ,,モモ,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,ミヒャエル・エンデ,岩波少年文庫,124
9,9784092313460,小説　ＳＴＡＮＤ　ＢＹ　ＭＥ　ドラえもん,２,小説　ＳＴＡＮＤ　ＢＹ　ＭＥ　ドラえもん,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藤子・Ｆ・不二雄,小学館ジュニア文庫,242
10,9784083215308,逃走中　オリジナルストーリー　参加者は小学生！？渋谷の街を逃げまくれ！,,逃走中　オリジナルストーリー　参加者は小学生！？渋谷の街を逃げまくれ！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,小川彗,集英社みらい文庫,318
11,9784046320742,四つ子ぐらし　新学期は事件がいっぱい！,８,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,359
12,9784083216305,逃走中　オリジナルストーリー　テーマパークはハンターだらけ！？絆で勝利をつかみとれ！,,逃走中　オリジナルストーリー　テーマパークはハンターだらけ！？絆で勝利をつかみとれ！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,逃走中,集英社みらい文庫,124
13,9784083216633,鬼滅の刃ノベライズ　遊郭潜入大作戦編,,鬼滅の刃ノベライズ　遊郭潜入大作戦編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,松田朱夏,集英社みらい文庫,140
14,9784046320674,星のカービィ　カービィカフェは大さわぎ！？の巻,,星のカービィ　カービィカフェは大さわぎ！？の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,148
15,9784046320377,星のカービィ　メタナイトと黄泉の騎士,,星のカービィ　メタナイトと黄泉の騎士,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,153
16,9784092314115,名探偵コナン　ハロウィンの花嫁,,名探偵コナン　ハロウィンの花嫁,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫,140
17,9784046320759,四つ子ぐらし　四月ちゃんの決意,９,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,124
18,9784046318411,四つ子ぐらし　三つ子探偵、一花ちゃんを追う！,２,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,290
19,9784046320087,四つ子ぐらし　夏のキャンプは恋の予感,６,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,481
20,9784046319036,四つ子ぐらし　学校生活はウワサだらけ！,３,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,153
21,9784046321190,四つ子ぐらし　四つ子記者と七ふしぎのナゾ,１０,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,148
22,9784046321114,星のカービィ　デデデ大王の脱走大作戦！,,星のカービィ　デデデ大王の脱走大作戦！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,190
23,9784046320995,竜とそばかすの姫,,竜とそばかすの姫,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,細田守,角川つばさ文庫,383
24,9784046319067,四つ子ぐらし　再会の遊園地,４,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,367
25,9784083216978,劇場版呪術廻戦０ノベライズ,,劇場版呪術廻戦０ノベライズ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,久麻當郎,集英社みらい文庫,481
26,9784046319074,四つ子ぐらし　初恋の人の正体（上）,５,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,149
27,9784046319647,四つ子ぐらし　お母さんとペンダントのひみつ（下）,５,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,190
28,9784083216893,鬼滅の刃ノベライズ　おそわれた刀鍛冶の里編,,鬼滅の刃ノベライズ　おそわれた刀鍛冶の里編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,松田朱夏,集英社みらい文庫,109
29,9784813780052,総長さま、溺愛中につき。　転校先は、最強男子だらけ,１,総長さま、溺愛中につき。,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,＊あいら＊,野いちごジュニア文庫,242
30,9784046319333,時間割男子　わたしのテストは命がけ！,１,時間割男子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫,24
31,9784046319630,星のカービィ　スーパーカービィハンターズ大激闘！の巻,,星のカービィ　スーパーカービィハンターズ大激闘！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,367
32,9784046321206,四つ子ぐらし　転校生はいとこでアイドル！？,１１,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,140
33,9784569789637,青鬼　沈黙の映画館－シアター－,,青鬼　沈黙の映画館－シアター－,児童書,児童文庫,児童文庫,その他児童文庫,ＰＨＰ研究所,黒田研二,ＰＨＰジュニアノベル,89
34,9784046321138,星のカービィ　ナゾと事件のプププトレイン！？の巻,,星のカービィ　ナゾと事件のプププトレイン！？の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,118
35,9784046319821,星のカービィ　夢幻の歯車を探せ！,,星のカービィ　夢幻の歯車を探せ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,293
36,9784083216695,逃走中　オリジナルストーリー　時空を超えた大決戦！？　花のお江戸を逃げのびろ！,,逃走中　オリジナルストーリー　時空を超えた大決戦！？　花のお江戸を逃げのびろ！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,逃走中,集英社みらい文庫,383
37,9784046320148,時間割男子　めざせ、最高のパーティー！,４,時間割男子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫,109
38,9784046320070,時間割男子　トラブルつづきの友情！,３,時間割男子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫,89
39,9784046319340,時間割男子　消えないで、カンジくん！,２,時間割男子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫,118
40,9784083216237,約束のネバーランド　映画ノベライズ＜みらい文庫版＞,,約束のネバーランド　映画ノベライズ＜みらい文庫版＞,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,小川彗,集英社みらい文庫,267
41,9784813780113,総長さま、溺愛中につき。　生徒会加入は波乱の幕開け,２,総長さま、溺愛中につき。,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,＊あいら＊,野いちごジュニア文庫,359
42,9784046318237,星のカービィ　スターアライズ　宇宙の大ピンチ！？編,,星のカービィ　スターアライズ　宇宙の大ピンチ！？編,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,149
43,9784046320278,絶体絶命ゲーム　ゴーストパークの罠,８,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫,242
44,9784083216121,海色ダイアリー～五つ子アイドルのひみつの誕生日！？～,,海色ダイアリー～五つ子アイドルのひみつの誕生日！？～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,みゆ,集英社みらい文庫,441
45,9784046321121,星のカービィ　スターライト・シアターへようこそ！の巻,,星のカービィ　スターライト・シアターへようこそ！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,371
46,9784046320469,時間割男子　おわかれ！？勝負の学年末テスト,５,時間割男子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫,267
47,9784083215889,海色ダイアリー～五つ子アイドルと、はじめての家出！？～,,海色ダイアリー～五つ子アイドルと、はじめての家出！？～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,みゆ,集英社みらい文庫,59
48,9784083215636,海色ダイアリー～おとなりさんは、五つ子アイドル！？～,,海色ダイアリー～おとなりさんは、五つ子アイドル！？～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,みゆ,集英社みらい文庫,429
49,9784813780199,総長さま、溺愛中につき。　クールな総長の甘い告白,３,総長さま、溺愛中につき。,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,＊あいら＊,野いちごジュニア文庫,153
50,9784569789262,青鬼　怪魚のねむる水族館,,青鬼　怪魚のねむる水族館,児童書,児童文庫,児童文庫,その他児童文庫,ＰＨＰ研究所,黒田研二,ＰＨＰジュニアノベル,441
51,9784046318220,星のカービィ　スターアライズ　フレンズ大冒険！編,,星のカービィ　スターアライズ　フレンズ大冒険！編,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,313
52,9784065227503,カレンダー吸血鬼は知っている　探偵チームＫＺ事件ノート,,カレンダー吸血鬼は知っている　探偵チームＫＺ事件ノート,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,住滝良,講談社青い鳥文庫,109
53,9784083216565,ハニーレモンソーダ　映画ノベライズ,,ハニーレモンソーダ　映画ノベライズ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,村田真優,集英社みらい文庫,24
54,9784046321251,映画　すみっコぐらし　青い月夜のまほうのコ,,映画　すみっコぐらし　青い月夜のまほうのコ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,サンエックス,角川つばさ文庫,371
55,9784083216961,逃走中　オリジナルストーリー　禁断のプレゼント交換！？巨大ショッピングモールを制覇せよ！,,逃走中　オリジナルストーリー　禁断のプレゼント交換！？巨大ショッピングモールを制覇せよ！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,逃走中,集英社みらい文庫,481
56,9784065216309,初恋は知っている　砂原編　探偵チームＫＺ事件ノート,,初恋は知っている　砂原編　探偵チームＫＺ事件ノート,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,住滝良,講談社青い鳥文庫,148
57,9784046316905,星のカービィ　メタナイトと銀河最強の戦士,,星のカービィ　メタナイトと銀河最強の戦士,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,174
58,9784046316547,星のカービィ　ロボボプラネットの大冒険！,,星のカービィ　ロボボプラネットの大冒険！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,163
59,9784083216367,海色ダイアリー～五つ子アイドルの涙の運動会！？～,,海色ダイアリー～五つ子アイドルの涙の運動会！？～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,みゆ,集英社みらい文庫,329
60,9784046320476,時間割男子　新男子登場、英語くん！？,６,時間割男子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫,293
61,9784046320285,絶体絶命ゲーム　豪華客船で中学生大会！,９,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫,89
62,9784569787442,青鬼　ジェイルハウスの怪物,,青鬼　ジェイルハウスの怪物,児童書,児童文庫,児童文庫,その他児童文庫,ＰＨＰ研究所,黒田研二,ＰＨＰジュニアノベル,148
63,9784083216046,霧島くんは普通じゃない～転校生はヴァンパイア！？～,,霧島くんは普通じゃない～転校生はヴァンパイア！？～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,麻井深雪,集英社みらい文庫,290
64,9784046316813,絶体絶命ゲーム　１億円争奪サバイバル,,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫,140
65,9784083216619,海色ダイアリー～五つ子アイドルとせつない夏祭り～,,海色ダイアリー～五つ子アイドルとせつない夏祭り～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,みゆ,集英社みらい文庫,538
66,9784046310033,ぼくらの七日間戦争,,ぼくらの七日間戦争,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫,59
67,9784046317315,星のカービィ　結成！カービィハンターズＺの巻,,星のカービィ　結成！カービィハンターズＺの巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,168
68,9784092313200,小説　映画ドラえもん　のび太の新恐竜,,小説　映画ドラえもん　のび太の新恐竜,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藤子・Ｆ・不二雄,小学館ジュニア文庫,174
69,9784065239025,シンデレラ階段は知っている　探偵チームＫＺ事件ノート,,シンデレラ階段は知っている　探偵チームＫＺ事件ノート,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,住滝良,講談社青い鳥文庫,367
70,9784865540970,ポケモン空想科学読本,１,ポケモン空想科学読本,児童書,児童文庫,児童文庫,その他児童文庫,オーバーラップ,柳田理科雄,,318
71,9784046313362,星のカービィ　あぶないグルメ屋敷！？の巻,,星のカービィ　あぶないグルメ屋敷！？の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,509
72,9784083216343,霧島くんは普通じゃない～ヴァンパイアのパーティーは波乱の幕開け！？～,,霧島くんは普通じゃない～ヴァンパイアのパーティーは波乱の幕開け！？～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,麻井深雪,集英社みらい文庫,383
73,9784083217135,鬼滅の刃ノベライズ　無限城突入！しのぶの想い編,,鬼滅の刃ノベライズ　無限城突入！しのぶの想い編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,松田朱夏,集英社みらい文庫,126
74,9784569880051,青鬼　図書館の透明人間,,青鬼　図書館の透明人間,児童書,児童文庫,児童文庫,その他児童文庫,ＰＨＰ研究所,黒田研二,ＰＨＰジュニアノベル,429
75,9784569789026,青鬼　ゾンビだらけの遊園地,,青鬼　ゾンビだらけの遊園地,児童書,児童文庫,児童文庫,その他児童文庫,ＰＨＰ研究所,黒田研二,ＰＨＰジュニアノベル,329
76,9784813780298,総長さま、溺愛中につき。　暴走レベルの危険な独占欲,４,総長さま、溺愛中につき。,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,＊あいら＊,野いちごジュニア文庫,149
77,9784092313408,今日から俺は！！＜劇場版＞,,今日から俺は！！＜劇場版＞,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫,118
78,9784092313453,小説　ＳＴＡＮＤ　ＢＹ　ＭＥ　ドラえもん,,小説　ＳＴＡＮＤ　ＢＹ　ＭＥ　ドラえもん,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藤子・Ｆ・不二雄,小学館ジュニア文庫,190
79,9784083216596,霧島くんは普通じゃない～ヴァンパイアのピアノは魅惑のメロディー！？～,,霧島くんは普通じゃない～ヴァンパイアのピアノは魅惑のメロディー！？～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,麻井深雪,集英社みらい文庫,267
80,9784046320902,時間割男子　恋と事件の委員会！,７,時間割男子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫,313
81,9784092313576,小説　映画ドラえもん　のび太の宇宙小戦争　２０２１,,小説　映画ドラえもん　のび太の宇宙小戦争　２０２１,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藤子・Ｆ・不二雄,小学館ジュニア文庫,538
82,9784046320155,泣きたい私は猫をかぶる,,泣きたい私は猫をかぶる,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,岩佐まもる,角川つばさ文庫,124
83,9784813780014,今日、キミに告白します　４つの恋の短編集,,今日、キミに告白します,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,アンソロジー,野いちごジュニア文庫,168
84,9784065117187,小説　はたらく細胞,,小説　はたらく細胞,児童書,児童文庫,児童文庫,その他児童文庫,講談社,時海結以,講談社ＫＫ文庫,441
85,9784591170731,小説　魔入りました！入間くん　悪魔のお友達,１,小説　魔入りました！入間くん,児童書,児童文庫,児童文庫,その他児童文庫,ポプラ社,針とら,ポプラキミノベル,163
86,9784046317810,星のカービィ　決戦！　バトルデラックス！！,,星のカービィ　決戦！　バトルデラックス！！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,69
87,9784813780007,溺愛１２０％の恋　クールな生徒会長は私だけにとびきり甘い,,溺愛１２０％の恋　クールな生徒会長は私だけにとびきり甘い,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,＊あいら＊,野いちごジュニア文庫,74
88,9784569787794,青鬼　廃校の亡霊,,青鬼　廃校の亡霊,児童書,児童文庫,児童文庫,その他児童文庫,ＰＨＰ研究所,黒田研二,ＰＨＰジュニアノベル,404
89,9784046315793,星のカービィ　大迷宮のトモダチを救え！の巻,,星のカービィ　大迷宮のトモダチを救え！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,199
90,9784046317285,絶体絶命ゲーム　死のタワーからの大脱出,２,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫,159
91,9784083216886,海色ダイアリー　五つ子アイドルと謎の美少女,,海色ダイアリー　五つ子アイドルと謎の美少女,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,みゆ,集英社みらい文庫,404
92,9784083216879,霧島くんは普通じゃない　ヴァンパイアのアブナイ恋のほれ薬！？,,霧島くんは普通じゃない　ヴァンパイアのアブナイ恋のほれ薬！？,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,麻井深雪,集英社みらい文庫,24
93,9784046319272,天気の子,,天気の子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,新海誠,角川つばさ文庫,383
94,9784083216688,僕のヒーローアカデミア　ＴＨＥ　ＭＯＶＩＥ　ワールド　ヒーローズ　ミッション　ノベライズ,,僕のヒーローアカデミア　ＴＨＥ　ＭＯＶＩＥ　ワールド　ヒーローズ　ミッション　ノベライズ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,堀越耕平,集英社みらい文庫,170
95,9784046320292,絶体絶命ゲーム　人形館の呪いを解け！？,１０,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫,126
96,9784092313514,劇場版ポケットモンスターココ,,劇場版ポケットモンスターココ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫,293
97,9784046319302,星のカービィ　虹の島々を救え！の巻,,星のカービィ　虹の島々を救え！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,235
98,9784569788661,青鬼　ドクロ島からの脱出,,青鬼　ドクロ島からの脱出,児童書,児童文庫,児童文庫,その他児童文庫,ＰＨＰ研究所,黒田研二,ＰＨＰジュニアノベル,59
99,9784046315144,星のカービィ　プププランドで大レース！の巻,,星のカービィ　プププランドで大レース！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,144
100,9784046314376,星のカービィ　大盗賊ドロッチェ団あらわる！の巻,,星のカービィ　大盗賊ドロッチェ団あらわる！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,165
101,9784569788197,青鬼　真夜中の地下病棟,,青鬼　真夜中の地下病棟,児童書,児童文庫,児童文庫,その他児童文庫,ＰＨＰ研究所,黒田研二,ＰＨＰジュニアノベル,426
102,9784083215964,思い、思われ、ふり、ふられ　映画ノベライズ＜みらい文庫版＞,,思い、思われ、ふり、ふられ　映画ノベライズ＜みらい文庫版＞,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,はのまきみ,集英社みらい文庫,481
103,9784046319944,いみちぇん！　永遠のきずな,１９,いみちぇん！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫,170
104,9784046319487,絶体絶命ゲーム　スリル満点の入学式！,７,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫,426
105,9784046317834,本当はこわい話　かくされた真実、君は気づける？,,本当はこわい話,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,小林丸々,角川つばさ文庫,359
106,9784813780083,溺愛１２０％の恋　イケメン３兄弟は、地味子ちゃんを独占したい,,溺愛１２０％の恋　イケメン３兄弟は、地味子ちゃんを独占したい,児童書,児童文庫,児童文庫,その他児童文庫,スターツ出版,＊あいら＊,野いちごジュニア文庫,271
107,9784083216145,渚くんをお兄ちゃんとは呼ばない～だれよりもそばにいるのに～,,渚くんをお兄ちゃんとは呼ばない～だれよりもそばにいるのに～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫,89
108,9784046313881,星のカービィ　くらやみ森で大さわぎ！の巻,,星のカービィ　くらやみ森で大さわぎ！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,180
109,9784065261002,心霊スポットは知っている　探偵チームＫＺスケッチブック,,心霊スポットは知っている　探偵チームＫＺスケッチブック,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,住滝良,講談社青い鳥文庫,429
110,9784046313256,ジュニア　空想科学読本,,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫,242
111,9784046321664,四つ子ぐらし　秋の遠足と仲直りの方法,１２,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫,309
112,9784046317612,絶体絶命ゲーム　東京迷路を駆けぬけろ！,３,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫,271
113,9784065203118,ブラック保健室は知っている　探偵チームＫＺ事件ノート,,ブラック保健室は知っている　探偵チームＫＺ事件ノート,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,藤本ひとみ,講談社青い鳥文庫,329
114,9784046318947,星のカービィ　毛糸の世界で大事件！,,星のカービィ　毛糸の世界で大事件！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,185
115,9784083216213,絶望鬼ごっこ　うらぎりの地獄美術館,,絶望鬼ごっこ　うらぎりの地獄美術館,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫,509
116,9784046314833,星のカービィ　メタナイトとあやつり姫,,星のカービィ　メタナイトとあやつり姫,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫,156
117,9784046320254,恐怖コレクター　終わりと始まり,１５,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫,326
118,9784046320193,ジュニア　空想科学読本,２０,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫,109
119,9784065163382,人狼サバイバル　絶体絶命！　伯爵の人狼ゲーム,,人狼サバイバル　絶体絶命！　伯爵の人狼ゲーム,児童書,児童文庫,児童文庫,青い鳥文庫,講談社,甘雪こおり,講談社青い鳥文庫,144
120,9784046320216,ジュニア　空想科学読本,２２,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫,371
121,9784046319692,スイッチ！　どっちかなんて、選べません！,６,スイッチ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,深海ゆずは,角川つばさ文庫,153
