JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SUBLABEL,SERIESNM
9784074514120,女の子おりがみ,,1076,16,0061,0001,0001,書籍,児童書,実用百科,実用百科,おりがみ,たつくりのおりがみ,0000007,主婦の友社,43378772,女の子おりがみ,,20221202,3868,,
9784774738659,くるくるまわる！ビーだまビッグコースター,,1076,16,0091,0001,0091,書籍,児童書,グッズ,グッズ,その他グッズ,ｍｉｏ,0007747,コスミック出版,43383195,くるくるまわる！ビーだまビッグコースター,［バラエティ］,20221213,1767,,
9784813780700,ウタイテ！,３,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,＊あいら＊,0008137,スターツ出版,43313006,ウタイテ！,野いちごジュニア文庫,20221118,7590,ウタイテ！,
9784591175507,いないいないばあっ！　おうたで　わーい！,,1076,16,0015,0001,0001,書籍,児童書,しかけ絵本,しかけ絵本,音のでる絵本,ｍｉｏ,0000591,ポプラ社,43380291,いないいないばあっ！　おうたで　わーい！,,20221209,5397,単行本,
9784057508382,妖怪最強王図鑑フィギュア,,1076,16,0091,0001,0091,書籍,児童書,グッズ,グッズ,その他グッズ,ｍｉｏ,0000005,学研プラス,43369073,妖怪最強王図鑑フィギュア,［バラエティ］　最強王図鑑シリーズ,20221126,19820,最強王図鑑シリーズ,
9784813780908,総長さま、溺愛中につき。（仮）,８,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,＊あいら＊,0008137,スターツ出版,43205111,総長さま、溺愛中につき。,野いちごジュニア文庫,20230420,6100,総長さま、溺愛中につき。,
9784065302842,ひろがるスカイ！プリキュア　こうさくドリル,,1076,19,0001,0001,0001,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,講談社こども教室,0000006,講談社,43393676,ひろがるスカイ！プリキュア　こうさくドリル,プリキュアドリルシリーズ,20230327,1402,,
9784010114667,学校では教えてくれない大切なこと　デザインのすごい力,４１,1076,16,0071,0001,0042,書籍,児童書,学習百科,学習百科,学校では教えてくれないシリーズ,関和之,0000001,旺文社,42682302,学校では教えてくれない大切なこと,,20230314,1392,,
9784046321961,四つ子ぐらし　四ツ橋家で勝負の時！,１４,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,ひのひまり,0000004,ＫＡＤＯＫＡＷＡ,43007684,四つ子ぐらし,角川つばさ文庫,20230308,16463,,
9784866515670,いますぐ名探偵　犯人をさがせ！　ワハハ小学校編,,1076,16,0015,0001,0021,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,桂林ブックス,0086651,文響社,43374615,いますぐ名探偵　犯人をさがせ！　ワハハ小学校編,,20221208,1805,,
9784299036124,ドラゴン超絶バトル大図鑑,,1076,16,0061,0001,0091,書籍,児童書,実用百科,実用百科,その他実用百科,村上健司,0000299,宝島社,43373399,ドラゴン超絶バトル大図鑑,,20221024,1309,,
9784424637608,高校入試　１５時間完成　英語長文【実戦】,,1076,19,0021,0061,0001,書籍,学習参考書,中学学参,高校入試,入試対策問題集,高校入試問題研究会,0000424,増進堂,43349313,高校入試　１５時間完成　英語長文【実戦】,,20221013,1102,,
9784265074877,にじいろフェアリーしずくちゃん　７つのストーンのひみつ,７,1076,16,0041,0005,0005,書籍,児童書,読み物,読み物,低学年読み物,友永コリエ,0000265,岩崎書店,43064309,にじいろフェアリーしずくちゃん,,20221213,3954,しずくちゃん,
9784522439760,マンガでわかる！　１０才までに覚えたい百人一首,,1076,19,0011,0005,0001,書籍,学習参考書,小学学参,基礎学習,基礎学習参考書,高濱正伸,0000522,永岡書店,43373843,マンガでわかる！　１０才までに覚えたい百人一首,,20221110,1145,,
9784065312452,人狼サバイバル　暗中模索！　小学校の人狼ゲーム,,1076,16,0055,0001,0011,書籍,児童書,児童文庫,児童文庫,青い鳥文庫,甘雪こおり,0000006,講談社,43401596,人狼サバイバル　暗中模索！　小学校の人狼ゲーム,,20230412,2770,,
9784046321824,星のカービィ　まんぷく、まんまる、グルメフェス！,,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,高瀬美恵,0000004,ＫＡＤＯＫＡＷＡ,43345582,星のカービィ　ディスカバリー,角川つばさ文庫,20221214,23239,,
9784309629315,人類の物語　Ｕｎｓｔｏｐｐａｂｌｅ　Ｕｓ　ヒトはこうして地球の支配者になった,,1076,16,0071,0001,0047,書籍,児童書,学習百科,学習百科,歴史（読みもの）,ユヴァル・ノア・ハラリ,0000309,河出書房新社,43369411,人類の物語　Ｕｎｓｔｏｐｐａｂｌｅ　Ｕｓ　ヒトはこうして地球の支配者になった,,20221124,3907,Unstoppable Us,
9784593104086,でるでる！おばけちゃん,,1076,16,0011,0002,0001,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,ひらぎみつえ,0000593,ほるぷ出版,43386478,でるでる！おばけちゃん,あかちゃんがよろこぶしかけえほん,20230224,2563,,
9784046321732,本当はこわい話　明かされる真実、君は気づけた？,１０,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,小林丸々,0000004,ＫＡＤＯＫＡＷＡ,42960710,本当はこわい話,角川つばさ文庫,20230112,2072,,
9784410142291,数学重要問題集ー数学１・２・３・Ａ・Ｂ（理系）　実戦２０２３,,1076,19,0031,0011,0021,書籍,学習参考書,高校学参,数学,数学Ⅲ,数研出版編集部,0000410,数研出版,43363349,数学重要問題集ー数学１・２・３・Ａ・Ｂ（理系）　実戦２０２３,,20221104,1212,,
9784087901085,鬼滅の刃　キメツ学園！　全集中ドリル　炎の呼吸編,,1076,16,0071,0001,0008,書籍,児童書,学習百科,学習百科,その他教科,吾峠呼世晴,0000008,集英社,43400630,鬼滅の刃　キメツ学園！　全集中ドリル　炎の呼吸編,,20230317,3640,鬼滅の刃 キメツ学園！全集中ドリル,
9784092314467,小説映画ドラえもんのび太と空の理想郷,,1076,16,0055,0001,0019,書籍,児童書,児童文庫,児童文庫,小学館ジュニア文庫,藤子・Ｆ・不二雄,0000009,小学館,43398271,小説映画ドラえもんのび太と空の理想郷,小学館ジュニア文庫,20230203,13815,小学館ジュニア文庫,
9784065293416,ピクサーの　なかまと　いっしょに　おふろで　あいうえお　アルファベットひょうつき,,1076,16,0091,0001,0004,書籍,児童書,グッズ,グッズ,ウォールチャート,講談社,0000006,講談社,43362344,ピクサーの　なかまと　いっしょに　おふろで　あいうえお　アルファベットひょうつき,,20221018,1259,,
9784065297698,人体のふしぎ,,1076,16,0081,0001,0011,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,島田達生,0000006,講談社,43358032,人体のふしぎ,講談社の動く図鑑ＭＯＶＥ　ｍｉｎｉ,20221201,1025,,
9784774622781,ポコポコクリスマスクッキー,,1076,16,0007,0001,0092,書籍,児童書,絵本,国内絵本,国内絵本,さかいさちえ,0007746,教育画劇,43372775,ポコポコクリスマスクッキー,,20221115,4691,ちいさなちいさなポコポコえほん,
9784052056468,ララ姫はときどき☆こねこ　ときめきドレスと、おしゃれ魔女！？,２,1076,16,0041,0005,0015,書籍,児童書,読み物,読み物,中学年読み物,みおちづる,0000005,学研プラス,43338131,ララ姫はときどき☆こねこ,,20221215,1310,ララ姫はときどき☆こねこ,
9784092536524,ポケモンずかんドリル　小学３年生　漢字,,1076,19,0005,0001,0091,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,阿辻哲次,0000009,小学館,43396898,ポケモンずかんドリル　小学３年生　漢字,知育ドリル,20230222,6361,知育ドリル,
9784087901207,鬼滅の刃　キメツ学園！　全集中ドリル　水の呼吸編,,1076,16,0071,0001,0008,書籍,児童書,学習百科,学習百科,その他教科,吾峠呼世晴,0000008,集英社,43406630,鬼滅の刃　キメツ学園！　全集中ドリル　水の呼吸編,鬼滅の刃　キメツ学園！全集中ドリル,20230421,1855,,
9784052056918,僕らの未来が変わるお金と生き方の教室　君が君らしく生きるために伝えておきたいこと,,1076,16,0071,0001,0007,書籍,児童書,学習百科,学習百科,道徳・教養,池上彰,0000005,学研プラス,43388634,僕らの未来が変わるお金と生き方の教室　君が君らしく生きるために伝えておきたいこと,新時代の教養,20230224,7397,新時代の教養,
9784522803349,しんかんせん　だいしゅうごう　５０ピース,,1076,16,0091,0001,0013,書籍,児童書,グッズ,グッズ,ジグソーパズル,松島浩一郎,0000522,永岡書店,43365872,しんかんせん　だいしゅうごう　５０ピース,頭のいい子を育むジグソー知育パズル,20221011,1375,頭のいい子を育む　ジグソー知育パズル,
9784046322067,泣き虫スマッシュ！　がけっぷちのバドミントンペア、はじまる！？,１,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,平河ゆうき,0000004,ＫＡＤＯＫＡＷＡ,43369728,泣き虫スマッシュ！,,20221109,2017,,
9784591175231,きみの鐘が鳴る,,1076,16,0041,0005,0021,書籍,児童書,読み物,読み物,高学年読み物,尾崎英子,0000591,ポプラ社,43373407,きみの鐘が鳴る,ｔｅｅｎｓ’　ｂｅｓｔ　ｓｅｌｅｃｔｉｏｎｓ,20221109,1285,ｔｅｅｎｓ’　ｂｅｓｔ　ｓｅｌｅｃｔｉｏｎｓ,
9784591177143,じごく小学校,,1076,16,0041,0005,0015,書籍,児童書,読み物,読み物,中学年読み物,有田奈央,0000591,ポプラ社,43401228,じごく小学校,じごく小学校シリーズ,20230308,1498,じごく小学校シリーズ,
9784791631803,とにかくかわいいいきもの図鑑,,1076,16,0071,0001,0407,書籍,児童書,学習百科,学習百科,理科　動物,今泉忠明,0007916,西東社,43399463,とにかくかわいいいきもの図鑑,,20230313,2754,,
9784052056680,４〜６歳　たしざん,,1076,19,0001,0001,0001,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,ｍｉｏ,0000005,学研プラス,43388659,４～６歳,まいにちのドリル（毎日のドリル幼児版）,20230209,1375,まいにちのドリル（毎日のドリル幼児版）,
9784065306901,１日５分でじがかけるほん　ひらがな　２〜６歳　改訂版,,1076,19,0001,0001,0001,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,あきやまかぜさぶろう,0000006,講談社,43380036,１日５分でじがかけるほん　ひらがな　２～６歳　改訂版,,20230119,2000,,
9784065312773,ひろがるスカイ！プリキュア　おけいこドリル,,1076,19,0001,0001,0001,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,市川希,0000006,講談社,43393677,ひろがるスカイ！プリキュア　おけいこドリル,プリキュアドリルシリーズ,20230327,1589,,
9784342353697,重要古文単語３１５　読んで見て聞いて覚える　四訂版,,1076,19,0031,0015,0031,書籍,学習参考書,高校学参,国語,古文・古典,武田博幸,0000342,桐原書店,43370958,重要古文単語３１５　読んで見て聞いて覚える　四訂版,,20221014,5346,,
9784065310021,小説　映画　なのに、千輝くんが甘すぎる。,,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,倉橋燿子,0000006,講談社,43387071,小説　映画　なのに、千輝くんが甘すぎる。,,20230222,2791,,
9784813780694,願いごとガチャ　願いをかなえるアイテム当たります,,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,Ｓｙｔｒｙ,0008137,スターツ出版,43365498,願いごとガチャ　願いをかなえるアイテム当たります,野いちごジュニア文庫,20221020,1649,,
9784065289020,トミカ　タブレットがた　おしゃべりえほん,,1076,16,0021,0001,0012,書籍,児童書,キャラクター絵本,キャラクター絵本,トミカ,講談社,0000006,講談社,43341015,トミカ　タブレットがた　おしゃべりえほん,［バラエティ］,20221212,2263,,
9784046321787,絶体絶命ゲーム　ねらわれた歌姫を守れ！,１２,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,藤ダリオ,0000004,ＫＡＤＯＫＡＷＡ,42843882,絶体絶命ゲーム,角川つばさ文庫,20221109,7079,,
9784591176801,すしん,,1076,16,0007,0001,0092,書籍,児童書,絵本,国内絵本,国内絵本,たなかひかる,0000591,ポプラ社,43392501,すしん,,20230208,1931,単行本,
9784049147957,ゲーム超図かん　はじめてのマインクラフト　サバイバル図かん,,1076,16,0061,0001,0091,書籍,児童書,実用百科,実用百科,その他実用百科,ｍｉｏ,0000004,ＫＡＤＯＫＡＷＡ,43384331,ゲーム超図かん　はじめてのマインクラフト　サバイバル図かん,,20230125,2013,,
9784065299081,ＴＶアニメブルーロッククリアファイルブック,,1076,16,0091,0001,0092,書籍,児童書,グッズ,グッズ,キャラクターグッズ,講談社,0000006,講談社,43379649,ＴＶアニメブルーロッククリアファイルブック,［バラエティ］,20221220,4882,,
9784083217531,鬼滅の刃　ノベライズ　〜カナヲと無一郎！　命をかけた闘い編〜,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,吾峠呼世晴,0000008,集英社,43375620,鬼滅の刃　ノベライズ　～カナヲと無一郎！　命をかけた闘い編～,集英社みらい文庫,20221125,9182,鬼滅の刃 ノベライズ,
9784522803363,あつまれ！　きょうりゅう　３５ピース,,1076,16,0091,0001,0013,書籍,児童書,グッズ,グッズ,ジグソーパズル,加藤愛一,0000522,永岡書店,43365874,あつまれ！　きょうりゅう　３５ピース,頭のいい子を育むジグソー知育パズル,20221011,1456,頭のいい子を育む　ジグソー知育パズル,
9784046322104,学校の怪異談　真堂レイはだませない,,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,星奈さき,0000004,ＫＡＤＯＫＡＷＡ,43377085,学校の怪異談,角川つばさ文庫,20221214,1095,,
9784053055958,やさしい高校数学（数学２・Ｂ）　はじめての人もイチからわかる　改訂版,,1076,19,0031,0011,0011,書籍,学習参考書,高校学参,数学,数学Ⅱ・Ｂ,きさらぎひろし,0000005,学研プラス,43375654,やさしい高校数学（数学２・Ｂ）　はじめての人もイチからわかる　改訂版,,20221222,1017,,
9784408640617,マンガでよくわかる　ねこねこ日本史＜ジュニア版＞,１１,1076,16,0071,0001,0047,書籍,児童書,学習百科,学習百科,歴史（読みもの）,そにしけんじ,0000408,実業之日本社,42910337,マンガでよくわかる　ねこねこ日本史＜ジュニア版＞,,20221201,1804,,
9784591175026,歴史ゴーストバスターズ　歴女失格！？　お泊まり会で大波乱の夏休み！,４,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,あさばみゆき,0000591,ポプラ社,43250741,歴史ゴーストバスターズ,ポプラキミノベル　創作,20221013,2870,ポプラキミノベル　創作,
9784036358502,あやし、おそろし、天獄園,,1076,16,0041,0005,0024,書籍,児童書,読み物,読み物,ふしぎ駄菓子屋銭天堂シリーズ,廣嶋玲子,0000003,偕成社,43363698,あやし、おそろし、天獄園,,20221124,13087,,
9784522803479,ぱくぱく　ごくごく　いただきま〜す！,,1076,16,0015,0001,0021,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,藤田あい,0000522,永岡書店,43380014,ぱくぱく　ごくごく　いただきま～す！,,20230113,1506,,
9784052056789,ゆるゆる珍獣図鑑,,1076,16,0071,0001,0004,書籍,児童書,学習百科,学習百科,理科,和音,0000005,学研プラス,43400211,ゆるゆる珍獣図鑑,,20230427,1167,,
9784593103621,サンタさんのぼうし　どこいった？,,1076,16,0007,0003,0092,書籍,児童書,絵本,海外絵本,海外絵本,エマニュエル・レ,0000593,ほるぷ出版,43357126,サンタさんのぼうし　どこいった？,海外秀作絵本,20221011,1996,,
9784010351222,英単語ターゲット１９００　Ｄａｒｋ　２０２３,,1076,19,0031,0005,0011,書籍,学習参考書,高校学参,英語,英単語・熟語,ターゲット編集部,0000001,旺文社,43403784,英単語ターゲット１９００　Ｄａｒｋ　２０２３,大学ＪＵＫＥＮ新書,20230301,1820,,
9784799110768,中学受験は算数で受かる,,1076,19,0011,0021,0001,書籍,学習参考書,小学学参,勉強法,勉強法,州崎真弘,0007991,すばる舎,43363784,中学受験は算数で受かる,,20221020,1156,,
9784041130254,どっちが強い！？　動物ｖｓ恐竜　夢の超時空バトル,,1076,16,0071,0005,0031,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,Ｘベンチャーオールスターズ,0000004,ＫＡＤＯＫＡＷＡ,43387253,どっちが強い！？　動物ｖｓ恐竜　夢の超時空バトル,角川まんが学習シリーズ,20230215,10544,,
9784023322226,徳川家康へタイムワープ　？！歴史漫画タイムワープシリーズ,,1076,16,0071,0005,0091,書籍,児童書,学習百科,学習漫画,その他学習漫画,ＴＡＫ．Ｂｒｏ,0000002,朝日新聞出版,43376613,徳川家康へタイムワープ　？！歴史漫画タイムワープシリーズ,歴史人物ＢＯＯＫ,20221118,1870,歴史漫画タイムワープシリーズ,歴史漫画タイムワープシリーズ
9784023322141,トンネルのサバイバル,,1076,16,0071,0005,0021,書籍,児童書,学習百科,学習漫画,サバイバルシリーズ,パク・ソンイ,0000002,朝日新聞出版,43366736,トンネルのサバイバル,かがくるＢＯＯＫ　科学漫画サバイバルシリーズ　８０,20221007,19983,科学漫画サバイバルシリーズ８０,サバイバルシリーズ
9784023333789,おめんで　ばぁ！,,1076,16,0011,0002,0001,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,瀧靖之,0000002,朝日新聞出版,43369775,おめんで　ばぁ！,脳科学にもとづいた知育絵本,20221020,1073,脳科学にもとづいた知育絵本,脳科学にもとづいた知育絵本
9784023322158,テーマパークのサバイバル,,1076,16,0071,0005,0021,書籍,児童書,学習百科,学習漫画,サバイバルシリーズ,ポドアルチング,0000002,朝日新聞出版,43380283,テーマパークのサバイバル,かがくるＢＯＯＫ　科学漫画サバイバルシリーズ　８１,20221207,30866,科学漫画サバイバルシリーズ８１,サバイバルシリーズ
9784023333772,きらきら　ぴかぴか,,1076,16,0011,0002,0001,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,瀧靖之,0000002,朝日新聞出版,43369774,きらきら　ぴかぴか,脳科学にもとづいた知育絵本,20221020,12350,脳科学にもとづいた知育絵本,脳科学にもとづいた知育絵本
9784023322080,実験対決　火山の対決　学校勝ちぬき戦　実験対決シリーズ　明日は実験王,４３,1076,16,0071,0005,0021,書籍,児童書,学習百科,学習漫画,サバイバルシリーズ,ストーリーａ．,0000002,朝日新聞出版,42202145,実験対決,かがくるＢＯＯＫ,20221118,1197,,サバイバルシリーズ
9784031271905,すうじのかくれんぼ,,1076,16,0015,0001,0021,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,いしかわこうじ,0000003,偕成社,43370935,すうじのかくれんぼ,あっ！とおどろくしかけえほん,20221205,1639,,あっ！とおどろくしかけえほん
9784041114858,こわ〜い空想科学読本　人体発火のナゾを追え,,1076,16,0071,0005,0091,書籍,児童書,学習百科,学習漫画,その他学習漫画,フルカワマモる,0000004,ＫＡＤＯＫＡＷＡ,43384206,こわ～い空想科学読本　人体発火のナゾを追え,角川まんが学習シリーズ,20221130,1055,,角川まんが学習シリーズ
9784041126547,どっちが強い！？Ａ　ロボットで入学試験！？,１,1076,16,0071,0005,0031,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,スライウム,0000004,ＫＡＤＯＫＡＷＡ,43369333,どっちが強い！？Ａ,,20221116,4322,,どっちが強い！？シリーズ
9784041127742,どっちが強い！？ガチンコ動物オリンピック編　なんでもＮｏ．１決定戦,,1076,16,0071,0005,0031,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,ブラックインクチーム,0000004,ＫＡＤＯＫＡＷＡ,43369402,どっちが強い！？ガチンコ動物オリンピック編　なんでもＮｏ．１決定戦,角川まんが学習シリーズ,20221130,11358,,どっちが強い！？シリーズ
9784041122914,どっちが強い！？　ピットブルｖｓオオヤマネコ　豪華客船でイヌネコ対決,,1076,16,0071,0005,0031,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,ジノ,0000004,ＫＡＤＯＫＡＷＡ,43377192,どっちが強い！？　ピットブルｖｓオオヤマネコ　豪華客船でイヌネコ対決,角川まんが学習シリーズ,20221214,11751,,どっちが強い！？シリーズ
9784041126554,どっちが強い！？Ａ　無人島でロボバトル！,２,1076,16,0071,0005,0031,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,レッドコード,0000004,ＫＡＤＯＫＡＷＡ,43369333,どっちが強い！？Ａ,,20221116,3611,,どっちが強い！？シリーズ
9784049146707,すみっコぐらしいっしょにクロスワード,,1076,16,0021,0001,0051,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,キャラぱふぇ編集部,0000004,ＫＡＤＯＫＡＷＡ,43372072,すみっコぐらしいっしょにクロスワード,キャラぱふぇブックス,20221130,2368,,すみっコぐらし
9784052055966,正解のない問題集　道徳編,,1076,16,0071,0001,0007,書籍,児童書,学習百科,学習百科,道徳・教養,池上彰,0000005,学研プラス,43369058,正解のない問題集　道徳編,新時代の教養,20221117,4673,新時代の教養,新時代の教養
9784052055881,こどもずかん　のりもの７７７　英語つき　しゃしんバージョン,,1076,16,0011,0003,0001,書籍,児童書,幼児絵本,知育絵本,知育絵本,デイブ・テルキ,0000005,学研プラス,43369056,こどもずかん　のりもの７７７　英語つき　しゃしんバージョン,こどもずかん,20221125,7537,こどもずかん,こどもずかん
9784052056383,めくってばあ！,,1076,16,0011,0002,0001,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,いりやまさとし,0000005,学研プラス,43369406,めくってばあ！,ＮＥＷぴよちゃんとあそぼ！,20221104,3139,ＮＥＷぴよちゃんとあそぼ！,ＮＥＷぴよちゃんとあそぼ！
9784052056727,最強王キャラ図鑑,,1076,16,0061,0001,0091,書籍,児童書,実用百科,実用百科,その他実用百科,国際最強王図鑑協会,0000005,学研プラス,43375608,最強王キャラ図鑑,最強王図鑑シリーズ,20221222,26880,最強王図鑑シリーズ,最強王図鑑シリーズ
9784052056000,０さい〜３さい脳そだて　おさかなちゃんとあ〜そ〜ぼ！,,1076,16,0011,0002,0001,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,茂木健一郎,0000005,学研プラス,43360343,０さい～３さい脳そだて　おさかなちゃんとあ～そ～ぼ！,,20221020,1327,おさかなちゃん,おさかなちゃん
9784052056598,でんしゃのひらがなれんしゅうちょう　７さいまでに楽しくおぼえる　改訂新版,,1076,19,0001,0001,0001,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,「学研の頭脳開発」編集部,0000005,学研プラス,43375649,でんしゃのひらがなれんしゅうちょう　７さいまでに楽しくおぼえる　改訂新版,学研の頭脳開発,20221215,1461,学研の頭脳開発,学研の頭脳開発
9784046321954,四つ子ぐらし　プレゼントに思いをこめて,１３,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,ひのひまり,0000004,ＫＡＤＯＫＡＷＡ,43007684,四つ子ぐらし,角川つばさ文庫,20221109,21795,,四つ子ぐらし
9784052056574,徳川家康　天下泰平をもたらした将軍,,1076,16,0071,0005,0041,書籍,児童書,学習百科,学習漫画,偉人・伝記（漫画）,もとむらえり,0000005,学研プラス,43369407,徳川家康　天下泰平をもたらした将軍,学研まんが　日本と世界の伝記,20221125,1071,学研まんが　日本と世界の伝記,学研まんが　日本と世界の伝記
9784052055171,きょうりゅう,,1076,16,0081,0001,0011,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,真鍋真,0000005,学研プラス,43369054,きょうりゅう,ひとりでよめるずかん,20221118,1829,ひとりでよめるずかん,ひとりでよめるずかん
9784065301944,トミカライトペンでしらべろ！トミカのひみつだいずかん,,1076,16,0035,0001,0011,書籍,児童書,絵本塔,絵本塔,講談社,講談社,0000006,講談社,43372075,トミカライトペンでしらべろ！トミカのひみつだいずかん,講談社ＭＯＯＫ,20221212,2389,,講談社ＭＯＯＫ
9784053049247,マンガでわかる中学英語中１〜３,,1076,19,0021,0005,0001,書籍,学習参考書,中学学参,基礎学習,基礎学習参考書,竹屋まり子,0000005,学研プラス,43222649,マンガでわかる中学英語中１～３,ＣＯＭＩＣ×ＳＴＵＤＹ,20221006,3839,ＣＯＭＩＣ×ＳＴＵＤＹ,ＣＯＭＩＣ×ＳＴＵＤＹ
9784065264461,日本の歴史,,1076,16,0081,0001,0011,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,西谷大,0000006,講談社,43358029,日本の歴史,講談社の動く図鑑ＭＯＶＥ,20221129,5685,,講談社の動く図鑑ＭＯＶＥ
9784065290361,仮面ライダーギーツもじかずちえドリル,,1076,19,0001,0001,0001,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,講談社,0000006,講談社,43357398,仮面ライダーギーツもじかずちえドリル,キャラクタードリルシリーズ,20221018,1761,,キャラクタードリルシリーズ
9784065306833,ウルトラ怪獣ベスト１００あそべるずかん,,1076,16,0035,0001,0011,書籍,児童書,絵本塔,絵本塔,講談社,講談社,0000006,講談社,43385231,ウルトラ怪獣ベスト１００あそべるずかん,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20230113,1013,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ
9784074523115,いきもののふしぎはっけん！３６６クイズ,,1076,16,0071,0001,0407,書籍,児童書,学習百科,学習百科,理科　動物,主婦の友社,0000007,主婦の友社,43377197,いきもののふしぎはっけん！３６６クイズ,頭のいい子を育てる,20221117,2024,頭のいい子を育てる,頭のいい子を育てる
9784053056016,高校入試出るナビ英語,,1076,19,0021,0061,0001,書籍,学習参考書,中学学参,高校入試,入試対策問題集,ｍｉｏ,0000005,学研プラス,43360363,高校入試出るナビ英語,高校入試出るナビ,20221006,1429,高校入試　出るナビ,高校入試出るナビ
9784065290026,ＤｉｓｎｅｙツイステッドワンダーランドＭＩＸＥＤシールコレクション＆ミニレター,,1076,16,0035,0001,0011,書籍,児童書,絵本塔,絵本塔,講談社,講談社,0000006,講談社,43362341,ＤｉｓｎｅｙツイステッドワンダーランドＭＩＸＥＤシールコレクション＆ミニレター,ディズニーブックス　ディズニーシール絵本,20221028,1049,,ディズニーブックス　ディズニーシール絵本
9784065297377,あそべる　ずかん　アニア,,1076,16,0035,0001,0011,書籍,児童書,絵本塔,絵本塔,講談社,講談社,0000006,講談社,43372074,あそべる　ずかん　アニア,講談社ＭＯＯＫ　アニアアニマルアドベンチャー,20221026,1068,,講談社ＭＯＯＫ　アニアアニマルアドベンチャー
9784065300985,あつまれ！　トミカ　いっぱいずかん,,1076,16,0035,0001,0011,書籍,児童書,絵本塔,絵本塔,講談社,ｍｉｏ,0000006,講談社,43384012,あつまれ！　トミカ　いっぱいずかん,講談社ＭＯＯＫ,20221208,3212,,講談社ＭＯＯＫ
9784065301005,ウルトラ怪獣パワフル大図鑑１００　ウルトラＱ〜ウルトラマンパワード編,,1076,16,0035,0001,0011,書籍,児童書,絵本塔,絵本塔,講談社,ｍｉｏ,0000006,講談社,43380806,ウルトラ怪獣パワフル大図鑑１００　ウルトラＱ～ウルトラマンパワード編,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20221215,1157,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ
9784053056047,高校入試出るナビ理科,,1076,19,0021,0061,0001,書籍,学習参考書,中学学参,高校入試,入試対策問題集,ｍｉｏ,0000005,学研プラス,43360366,高校入試出るナビ理科,高校入試出るナビ,20221006,1479,高校入試　出るナビ,高校入試出るナビ
9784053056054,高校入試出るナビ社会,,1076,19,0021,0061,0001,書籍,学習参考書,中学学参,高校入試,入試対策問題集,ｍｉｏ,0000005,学研プラス,43360367,高校入試出るナビ社会,高校入試出るナビ,20221006,2019,高校入試　出るナビ,高校入試出るナビ
