,JAN,cid,SHOSINM,SERIESNM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
741,9784001141337,300,かるいお姫さま,お姫さま,,かるいお姫さま,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,ジョージ・マクドナルド,岩波少年文庫
45,9784591093405,301,星の王子さま,星の王子さま,,星の王子さま,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,サン・テグジュペリ,ポプラポケット文庫
7,9784001140019,301,星の王子さま,星の王子さま,,星の王子さま,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,サン・テグジュペリ,岩波少年文庫
155,9784001140828,301,ムギと王さま,星の王子さま,,ムギと王さま,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,エリナー・ファージョン,岩波少年文庫
574,9784591147887,302,ヒミツの子ねこ　子ねこときらめきのジャンプ！,ヒミツの子ねこ　子ねこと,７,ヒミツの子ねこ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,スー・ベントレー,ポプラポケット文庫ガールズ
608,9784591142042,302,ヒミツの子ねこ　いじわるねこ登場！？,ヒミツの子ねこ　子ねこと,４,ヒミツの子ねこ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,スー・ベントレー,ポプラポケット文庫ガールズ
534,9784591139929,302,ヒミツの子ねこ　子ねこと夢をかなえよう！,ヒミツの子ねこ　子ねこと,３,ヒミツの子ねこ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,スー・ベントレー,ポプラポケット文庫ガールズ
251,9784591136591,302,ヒミツの子ねこ　子ねこととびっきりのバカンス！？,ヒミツの子ねこ　子ねこと,１,ヒミツの子ねこ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,スー・ベントレー,ポプラポケット文庫ガールズ
530,9784591145937,303,ヒミツの子ねこ　写真コンテストにチャレンジ！,ヒミツの子ねこ　,６,ヒミツの子ねこ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,スー・ベントレー,ポプラポケット文庫ガールズ
369,9784591136607,303,ヒミツの子ねこ　アビーの学園は大さわぎ！,ヒミツの子ねこ　,２,ヒミツの子ねこ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,スー・ベントレー,ポプラポケット文庫ガールズ
555,9784591144497,303,ヒミツの子ねこ　キャットホテルでお手伝い！,ヒミツの子ねこ　,５,ヒミツの子ねこ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,スー・ベントレー,ポプラポケット文庫
599,9784001141610,304,黒ねこの王子　カーボネル,王子,,黒ねこの王子　カーボネル,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,バーバラ・スレイ,岩波少年文庫
505,9784001141658,304,りこうすぎた王子,王子,,りこうすぎた王子,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,アンドルー・ラング,岩波少年文庫
629,9784591105924,304,幸せな王子,王子,,幸せな王子,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,オスカー・ワイルド,ポプラポケット文庫
674,9784001145762,305,おとぎ草子,おと,,おとぎ草子,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,大岡信,岩波少年文庫
685,9784001145649,305,台所のおと／みそっかす,おと,,台所のおと　みそっかす,児童書,児童文庫,児童文庫,岩波少年文庫,岩波書店,幸田文,岩波少年文庫
37,9784591159927,306,キラモテ先輩と地味っ子まんが家ちゃん,,,キラモテ先輩と地味っ子まんが家ちゃん,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,清水きり,ポケット・ショコラ
