,JAN,cid,SHOSINM,SERIESNM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
226,9784092308619,108,世界からボクが消えたなら,が消えたなら,,世界からボクが消えたなら,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,涌井学,小学館ジュニア文庫
289,9784092314016,109,世界中からヘンテコリン！？　世にも不思議なおみやげ図鑑　メキシコ＆フィンランド編,,,世界中からヘンテコリン！？　世にも不思議なおみやげ図鑑　メキシコ＆フィンランド編,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,丘紫真璃,小学館ジュニア文庫
407,9784092308763,110,１２歳の約束　そして世界の頂点へ,１２歳,,１２歳の約束　そして世界の頂点へ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,寺野典子,小学館ジュニア文庫
161,9784092313750,110,フック船長１２歳、永遠の呪い　ディズニーヴィランズのこわい話,１２歳,,フック船長１２歳、永遠の呪い　ディズニーヴィランズのこわい話,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,ヴェラ・ストレンジ,小学館ジュニア文庫
351,9784092311978,111,一礼して、キス,,,一礼して、キス,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,橋口いくよ,小学館ジュニア文庫
279,9784092311497,112,おはなし　猫ピッチャー　ミー太郎、ニューヨークへ行く！の巻,おはなし　猫ピッチャー　,,おはなし　猫ピッチャー　ミー太郎、ニューヨークへ行く！の巻,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
225,9784092312081,112,おはなし　猫ピッチャー　空飛ぶマグロと時間をうばわれた子どもたちの巻,おはなし　猫ピッチャー　,,おはなし　猫ピッチャー　空飛ぶマグロと時間をうばわれた子どもたちの巻,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
350,9784092895843,113,おはなし　タマ＆フレンズ　うちのタマ知りませんか？　ワン・ニャンぼくらの大冒険,,２,おはなし　タマ＆フレンズ　うちのタマ知りませんか？,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,せきちさと,ちゃおノベルズ
384,9784092308299,114,ふなっしーの大冒険　きょうだい集結！梨汁ブシャーッに気をつけろ！！,,,ふなっしーの大冒険　きょうだい集結！梨汁ブシャーッに気をつけろ！！,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,伊豆平成,小学館ジュニア文庫
145,9784092312067,115,８年越しの花嫁　奇跡の実話,,,８年越しの花嫁　奇跡の実話,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,時海結以,小学館ジュニア文庫
321,9784092311909,116,赤毛のアン（下）　世界名作シリーズ,）　世界名作シリーズ,,赤毛のアン　世界名作シリーズ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,ルーシー・モード・モンゴメリ,小学館ジュニア文庫
340,9784092311718,116,あしながおじさん　世界名作シリーズ,）　世界名作シリーズ,,あしながおじさん　世界名作シリーズ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,ジーン・ウェブスター,小学館ジュニア文庫
347,9784092312029,116,ピーターパン　世界名作シリーズ,）　世界名作シリーズ,,ピーターパン　世界名作シリーズ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,ジェームス・マシュー・バリー,小学館ジュニア文庫
311,9784092311893,116,赤毛のアン（上）　世界名作シリーズ,）　世界名作シリーズ,,赤毛のアン　世界名作シリーズ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,ルーシー・モード・モンゴメリ,小学館ジュニア文庫
419,9784092307292,117,ショコラの魔法～イスパハン薔薇の恋～,ショコラの魔法～,,ショコラの魔法～イスパハン薔薇の恋～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,穂積りく,小学館ジュニア文庫
401,9784092307230,117,ショコラの魔法～クラシックショコラ　失われた物語～,ショコラの魔法～,,ショコラの魔法～クラシックショコラ　失われた物語～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,穂積りく,小学館ジュニア文庫
387,9784092307759,117,ショコラの魔法～ジンジャーマカロン真昼の夢～,ショコラの魔法～,,ショコラの魔法～ジンジャーマカロン真昼の夢～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藤原サヨコ,小学館ジュニア文庫
382,9784092307537,117,ショコラの魔法～ショコラスコーン氷呪の学園～,ショコラの魔法～,,ショコラの魔法～ショコラスコーン氷呪の学園～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藤原サヨコ,小学館ジュニア文庫
398,9784092307223,117,ショコラの魔法～ダックワーズショコラ　記憶の迷路～,ショコラの魔法～,,ショコラの魔法～ダックワーズショコラ　記憶の迷路～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,穂積りく,小学館ジュニア文庫
31,9784092895768,118,すみっコぐらしストーリーズ,すみっコぐらしの読書ノート,,すみっコぐらしストーリーズ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,せきちさと,ちゃおノベルズ
123,9784092895775,118,すみっコぐらしの読書ノート,すみっコぐらしの読書ノート,,すみっコぐらしの読書ノート,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,サンエックス,ちゃおノベルズ
79,9784092895850,118,すみっコぐらしの読書ノート　ぱーと２,すみっコぐらしの読書ノート,,すみっコぐらしの読書ノート　ぱーと２,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,サンエックス,ちゃおノベルズ
198,9784092313972,119,彼方からのジュエリーナイト！,彼方からのジュエリーナイト！,,彼方からのジュエリーナイト！,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,築山桂,小学館ジュニア文庫
251,9784092314245,119,彼方からのジュエリーナイト！　怪盗ナインをつかまえたい！,彼方からのジュエリーナイト！,,彼方からのジュエリーナイト！　怪盗ナインをつかまえたい！,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,築山桂,小学館ジュニア文庫
190,9784092314078,120,猫占い師とこはくのタロット,,,猫占い師とこはくのタロット,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,のまみちこ,小学館ジュニア文庫
356,9784092308435,121,さくら×ドロップ　レシピ１：チーズハンバーグ,,,さくら×ドロップ　レシピ１：チーズハンバーグ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,のまみちこ,小学館ジュニア文庫
170,9784092312333,122,小説　イナズマイレブン　アレスの天秤,小説　イナズマイレブン　オリオンの刻印,１,小説　イナズマイレブン　アレスの天秤,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
192,9784092312470,122,小説　イナズマイレブン　アレスの天秤,小説　イナズマイレブン　オリオンの刻印,２,小説　イナズマイレブン　アレスの天秤,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
209,9784092312661,122,小説　イナズマイレブン　アレスの天秤,小説　イナズマイレブン　オリオンの刻印,４,小説　イナズマイレブン　アレスの天秤,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
150,9784092313132,122,小説　イナズマイレブン　オリオンの刻印,小説　イナズマイレブン　オリオンの刻印,４,小説　イナズマイレブン　オリオンの刻印,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
141,9784092313057,122,小説　イナズマイレブン　オリオンの刻印,小説　イナズマイレブン　オリオンの刻印,３,小説　イナズマイレブン　オリオンの刻印,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
105,9784092312838,122,小説　イナズマイレブン　オリオンの刻印,小説　イナズマイレブン　オリオンの刻印,１,小説　イナズマイレブン　オリオンの刻印,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
140,9784092312968,122,小説　イナズマイレブン　オリオンの刻印,小説　イナズマイレブン　オリオンの刻印,２,小説　イナズマイレブン　オリオンの刻印,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
197,9784092312593,122,小説　イナズマイレブン　アレスの天秤,小説　イナズマイレブン　オリオンの刻印,３,小説　イナズマイレブン　アレスの天秤,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
1,9784092313460,123,小説　ＳＴＡＮＤ　ＢＹ　ＭＥ　ドラえもん,小説　ＳＴＡＮＤ　ＢＹ　ＭＥ　ドラえもん,２,小説　ＳＴＡＮＤ　ＢＹ　ＭＥ　ドラえもん,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藤子・Ｆ・不二雄,小学館ジュニア文庫
5,9784092313453,123,小説　ＳＴＡＮＤ　ＢＹ　ＭＥ　ドラえもん,小説　ＳＴＡＮＤ　ＢＹ　ＭＥ　ドラえもん,,小説　ＳＴＡＮＤ　ＢＹ　ＭＥ　ドラえもん,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藤子・Ｆ・不二雄,小学館ジュニア文庫
80,9784092314122,124,小説　アオアシ,小説　アオアシ,１,小説　アオアシ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
165,9784092314214,124,小説　アオアシ,小説　アオアシ,２,小説　アオアシ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
441,9784092311626,125,銀色☆フェアリーテイル　夢、それぞれの未来,銀色☆フェアリーテイル　,３,銀色☆フェアリーテイル,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藍沢羽衣,小学館ジュニア文庫
432,9784092308947,125,銀色☆フェアリーテイル　きみだけに贈る歌,銀色☆フェアリーテイル　,２,銀色☆フェアリーテイル,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,藍沢羽衣,小学館ジュニア文庫
323,9784092312487,126,奇跡のパンダファミリー～愛と涙の子育て物語～,,,奇跡のパンダファミリー～愛と涙の子育て物語～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,ＮＨＫスペシャル取材班,小学館ジュニア文庫
395,9784092311954,127,ＮＡＳＡ超常ファイル～地球外生命からの挑戦状～,,,ＮＡＳＡ超常ファイル～地球外生命からの挑戦状～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,伊豆平成,小学館ジュニア文庫
200,9784092312630,128,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,４,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,氷川一歩,小学館ジュニア文庫
147,9784092312418,128,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,１,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,氷川一歩,小学館ジュニア文庫
191,9784092312500,128,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,２,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,氷川一歩,小学館ジュニア文庫
203,9784092312586,128,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,３,レイトン　ミステリー探偵社～カトリーのナゾトキファイル～,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,氷川一歩,小学館ジュニア文庫
428,9784092308589,129,ヒミツの王子様☆　恋するアイドル！,恋する,,ヒミツの王子様☆　恋するアイドル！,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,都築奈央,小学館ジュニア文庫
337,9784092311824,129,終わる世界でキミに恋する　星空の贈りもの,恋する,,終わる世界でキミに恋する　星空の贈りもの,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,新倉なつき,小学館ジュニア文庫
442,9784092307711,130,ハチミツにはつこい　アイ・ラブ・ユー,,,ハチミツにはつこい　アイ・ラブ・ユー,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,金杉弘子,小学館ジュニア文庫
390,9784092306196,131,イナズマイレブンＧＯ＜劇場版＞　究極の絆グリフォン,イナズマイレブン,,イナズマイレブンＧＯ＜劇場版＞　究極の絆グリフォン,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,冨岡淳広,小学館ジュニアシネマ文庫
369,9784092307902,131,アイカツ！＜劇場版＞,イナズマイレブン,,アイカツ！＜劇場版＞,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,加藤陽一,小学館ジュニア文庫
4,9784092313408,131,今日から俺は！！＜劇場版＞,イナズマイレブン,,今日から俺は！！＜劇場版＞,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江橋よしのり,小学館ジュニア文庫
394,9784092306097,131,イナズマイレブン＜劇場版＞　最強軍団オーガ襲来,イナズマイレブン,,イナズマイレブン＜劇場版＞　最強軍団オーガ襲来,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,冨岡淳広,小学館ジュニアシネマ文庫
106,9784092313651,132,劇場版ポリス×戦士ラブパトリーナ！　怪盗からの挑戦！ラブでパパッとタイホせよ！,劇場版,,劇場版ポリス×戦士ラブパトリーナ！　怪盗からの挑戦！ラブでパパッとタイホせよ！,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,富井杏,小学館ジュニア文庫
88,9784092313354,132,劇場版ひみつ×戦士ファントミラージュ！　映画になってちょーだいします,劇場版,,劇場版ひみつ×戦士ファントミラージュ！　映画になってちょーだいします,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,富井杏,小学館ジュニア文庫
366,9784092308855,133,真田十勇士,,,真田十勇士,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,日笠由紀,小学館ジュニア文庫
74,9784092311794,134,ポケットモンスター＜劇場版＞　キミにきめた！,ポケットモンスター,,ポケットモンスター＜劇場版＞　キミにきめた！,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
33,9784092312494,134,ポケットモンスターみんなの物語＜劇場版＞,ポケットモンスター,,ポケットモンスターみんなの物語＜劇場版＞,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
7,9784092313514,134,劇場版ポケットモンスターココ,ポケットモンスター,,劇場版ポケットモンスターココ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
399,9784092308930,135,ポケモン・ザ・ムービーＸＹ＆Ｚ　ボルケニオンと機巧－からくり－のマギアナ,,,ポケモン・ザ・ムービーＸＹ＆Ｚ　ボルケニオンと機巧－からくり－のマギアナ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
178,9784092313415,136,転校生　ポチ崎ポチ夫,,,転校生　ポチ崎ポチ夫,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,田丸雅智,小学館ジュニア文庫
235,9784092312340,137,小説　ＭＡＪＯＲ　２ｎｄ　二人の二世－ジュニア－,小説　ＭＡＪＯＲ　２ｎｄ　,１,小説　ＭＡＪＯＲ　２ｎｄ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,丹沢まなぶ,小学館ジュニア文庫
249,9784092312388,137,小説　ＭＡＪＯＲ　２ｎｄ　打倒！東斗ボーイズ,小説　ＭＡＪＯＲ　２ｎｄ　,２,小説　ＭＡＪＯＲ　２ｎｄ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,丹沢まなぶ,小学館ジュニア文庫
378,9784092307698,138,Ｐｏｋｅｍｏｎ　ｔｈｅ　ｍｏｖｉｅ　ＸＹ　破壊の繭とディアンシー,,,Ｐｏｋｅｍｏｎ　ｔｈｅ　ｍｏｖｉｅ　ＸＹ　破壊の繭とディアンシー,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,園田英樹,小学館ジュニア文庫
414,9784092306523,139,海街ｄｉａｒｙ,,,海街ｄｉａｒｙ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,百瀬しのぶ,小学館ジュニア文庫
445,9784092895812,140,２０２０人　Ｈａｐｐｙ名前占いＢＯＯＫ,,,２０２０人　Ｈａｐｐｙ名前占いＢＯＯＫ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,章月綾乃,ちゃおノベルズ
352,9784092311992,141,西郷隆盛,,,西郷隆盛,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,時海結以,小学館ジュニア文庫
405,9784092308497,142,杉原千畝,,,杉原千畝,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,日笠由紀,小学館ジュニア文庫
223,9784092308824,143,ペット,ペット,,ペット,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,澁谷正子,小学館ジュニア文庫
160,9784092312982,143,ペット２,ペット,,ペット２,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,デイヴィッド・ルーマン,小学館ジュニア文庫
412,9784092895669,144,ナゾトキ姫は名探偵～怪盗時計うさぎからの挑戦状～　パズル＆推理ブック,　ナゾトキ姫は名探偵,,ナゾトキ姫は名探偵～怪盗時計うさぎからの挑戦状～　パズル＆推理ブック,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,時海結以,ちゃおノベルズ
425,9784092307278,144,ナゾトキ姫と嘆きのしずく,　ナゾトキ姫は名探偵,,ナゾトキ姫と嘆きのしずく,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,澁谷正子,小学館ジュニア文庫
371,9784092307582,144,ナゾトキ姫とアイドル怪人Ｘからの挑戦状　ナゾトキ姫は名探偵,　ナゾトキ姫は名探偵,,ナゾトキ姫とアイドル怪人Ｘからの挑戦状　ナゾトキ姫は名探偵,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,蜜家ビィ,小学館ジュニア文庫
372,9784092307384,144,ナゾトキ姫と魔本の迷宮－ラビリンス－　ナゾトキ姫は名探偵,　ナゾトキ姫は名探偵,,ナゾトキ姫と魔本の迷宮－ラビリンス－　ナゾトキ姫は名探偵,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,蜜家ビィ,小学館ジュニア文庫
359,9784092311688,145,天才発明家ニコ＆キャット,天才発明家ニコ＆キャット,,天才発明家ニコ＆キャット,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,南房秀久,小学館ジュニア文庫
364,9784092312050,145,天才発明家ニコ＆キャット　キャット、月に立つ！,天才発明家ニコ＆キャット,,天才発明家ニコ＆キャット　キャット、月に立つ！,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,南房秀久,小学館ジュニア文庫
250,9784092312807,146,まほう少女キティ,まほう少女キティ,,まほう少女キティ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,エラ・ムーンハート,小学館ジュニア文庫
307,9784092312814,146,まほう少女キティ　ひとりぼっちのシャドウ,まほう少女キティ,,まほう少女キティ　ひとりぼっちのシャドウ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,エラ・ムーンハート,小学館ジュニア文庫
29,9784092312302,147,名探偵コナン　安室透セレクション　ゼロの推理劇－ミステリー－,名探偵コナン　安室透セレクション　ゼロの,,名探偵コナン　安室透セレクション　ゼロの推理劇－ミステリー－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫
25,9784092312869,147,名探偵コナン　怪盗キッドセレクション　月下の予告状－イリュージョン－,名探偵コナン　安室透セレクション　ゼロの,,名探偵コナン　怪盗キッドセレクション　月下の予告状－イリュージョン－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫
15,9784092313279,147,名探偵コナン　赤井一家セレクション　緋色の推理記録,名探偵コナン　安室透セレクション　ゼロの,,名探偵コナン　赤井一家セレクション　緋色の推理記録,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫
72,9784092312944,147,名探偵コナン　京極真セレクション　蹴撃の事件録－バトル－,名探偵コナン　安室透セレクション　ゼロの,,名探偵コナン　京極真セレクション　蹴撃の事件録－バトル－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫
22,9784092313484,147,名探偵コナン　世良真純セレクション　異国帰りの転校生,名探偵コナン　安室透セレクション　ゼロの,,名探偵コナン　世良真純セレクション　異国帰りの転校生,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫
78,9784092314146,147,名探偵コナン　警察セレクション命がけの刑事たち,名探偵コナン　安室透セレクション　ゼロの,,名探偵コナン　警察セレクション命がけの刑事たち,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫
137,9784092314276,147,名探偵コナン　安室透セレクション　ゼロの裏事情,名探偵コナン　安室透セレクション　ゼロの,,名探偵コナン　安室透セレクション　ゼロの裏事情,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫
16,9784092313262,147,名探偵コナン　赤井秀一セレクション　赤と黒の攻防,名探偵コナン　安室透セレクション　ゼロの,,名探偵コナン　赤井秀一セレクション　赤と黒の攻防,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫
43,9784092307872,148,名探偵コナン　江戸川コナン失踪事件　史上最悪の二日間,名探偵コナン　,,名探偵コナン　江戸川コナン失踪事件　史上最悪の二日間,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,百瀬しのぶ,小学館ジュニア文庫
83,9784092308596,148,名探偵コナン　コナンと海老蔵　歌舞伎十八番ミステリー,名探偵コナン　,,名探偵コナン　コナンと海老蔵　歌舞伎十八番ミステリー,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
53,9784092307964,149,名探偵コナン　天国へのカウントダウン,小説　名探偵コナン,,名探偵コナン　天国へのカウントダウン,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
13,9784092313552,149,名探偵コナン　ブラックインパクト！　組織の手が届く瞬間,小説　名探偵コナン,,名探偵コナン　ブラックインパクト！　組織の手が届く瞬間,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
159,9784092308268,149,小説　名探偵コナン,小説　名探偵コナン,１,小説　名探偵コナン,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,土屋つかさ,小学館ジュニア文庫
2,9784092314115,149,名探偵コナン　ハロウィンの花嫁,小説　名探偵コナン,,名探偵コナン　ハロウィンの花嫁,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
176,9784092308640,149,小説　名探偵コナン,小説　名探偵コナン,３,小説　名探偵コナン,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,土屋つかさ,小学館ジュニア文庫
184,9784092308954,149,小説　名探偵コナン,小説　名探偵コナン,４,小説　名探偵コナン,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,浜崎達也,小学館ジュニア文庫
47,9784092313217,149,名探偵コナン　大怪獣ゴメラＶＳ仮面ヤイバー,小説　名探偵コナン,,名探偵コナン　大怪獣ゴメラＶＳ仮面ヤイバー,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
100,9784092313255,149,名探偵コナン　読書ノート,小説　名探偵コナン,,名探偵コナン　読書ノート,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,青山剛昌,小学館ジュニア文庫スペシャル
172,9784092308459,149,小説　名探偵コナン,小説　名探偵コナン,２,小説　名探偵コナン,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,土屋つかさ,小学館ジュニア文庫
17,9784092306264,149,名探偵コナン　１１人目のストライカー,小説　名探偵コナン,,名探偵コナン　１１人目のストライカー,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニアシネマ文庫
64,9784092311336,149,名探偵コナン　エピソード“ＯＮＥ”小さくなった名探偵,小説　名探偵コナン,,名探偵コナン　エピソード“ＯＮＥ”小さくなった名探偵,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
101,9784092312999,150,名探偵ピカチュウ,,,名探偵ピカチュウ,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,江坂純,小学館ジュニア文庫
9,9784092312883,151,名探偵コナン　紺青の拳－フィスト－,名探偵コナン　,,名探偵コナン　紺青の拳－フィスト－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
23,9784092306479,151,名探偵コナン　異次元の狙撃手－スナイパー－,名探偵コナン　,,名探偵コナン　異次元の狙撃手－スナイパー－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニアシネマ文庫
65,9784092306462,151,名探偵コナン戦慄の楽譜－フルスコア－,名探偵コナン　,,名探偵コナン戦慄の楽譜－フルスコア－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニアシネマ文庫
56,9784092306363,151,名探偵コナン　天空の難破船－ロスト・シップ－,名探偵コナン　,,名探偵コナン　天空の難破船－ロスト・シップ－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニアシネマ文庫
76,9784092307735,151,名探偵コナン　水平線上の陰謀－ストラテジー－,名探偵コナン　,,名探偵コナン　水平線上の陰謀－ストラテジー－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
39,9784092306424,152,名探偵コナン　探偵たちの鎮魂歌－レクイエム－,名探偵コナン　,,名探偵コナン　探偵たちの鎮魂歌－レクイエム－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニアシネマ文庫
37,9784092307919,152,名探偵コナン　迷宮の十字路－クロスロード－,名探偵コナン　,,名探偵コナン　迷宮の十字路－クロスロード－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
36,9784092306509,152,名探偵コナン　銀翼の奇術師－マジシャン－,名探偵コナン　,,名探偵コナン　銀翼の奇術師－マジシャン－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
8,9784092312739,152,名探偵コナン　紅の修学旅行,名探偵コナン　,,名探偵コナン　紅の修学旅行,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
63,9784092306394,152,名探偵コナン　絶海の探偵－プライベート・アイ－,名探偵コナン　,,名探偵コナン　絶海の探偵－プライベート・アイ－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,櫻井武晴,小学館ジュニアシネマ文庫
35,9784092313903,152,名探偵コナン黒ずくめの組織セレクション　黒の策略,名探偵コナン　,,名探偵コナン黒ずくめの組織セレクション　黒の策略,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,酒井匙,小学館ジュニア文庫
10,9784092311619,152,名探偵コナン　から紅の恋歌－ラブレター－,名探偵コナン　,,名探偵コナン　から紅の恋歌－ラブレター－,児童書,児童文庫,児童文庫,小学館ジュニア文庫,小学館,水稀しま,小学館ジュニア文庫
