,JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SUBLABEL,SERIESNM,SERIESNM_shoshi,SERIESNM_sikiriban,SERIESNM_sosho,SERIESNM_sublabel,seriesnm_candidate_shoshi,seriesnm_candidate_sikiriban,seriesnm_candidate_sosho
162,9784591174975,かいけつゾロリのおやじギャグ＆なぞなぞ大じてん,,1076,16,41,5,11,書籍,児童書,読み物,読み物,かいけつゾロリシリーズ,原ゆたか,591,ポプラ社,43372095,かいけつゾロリのおやじギャグ＆なぞなぞ大じてん,,20221107,1194,単行本,,かいけつゾロリ,かいけつゾロリ,,,かいけつゾロリ,かいけつゾロリ,
163,9784046321855,サキヨミ！　恋と決意の文化祭,７,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,七海まち,4,ＫＡＤＯＫＡＷＡ,43182126,サキヨミ！,角川つばさ文庫,20221013,3193,,,サキヨミ！,,,,サキヨミ！,角川まんが学習シリーズ,角川まんが学習シリーズ
164,9784593103621,サンタさんのぼうし　どこいった？,,1076,16,7,3,92,書籍,児童書,絵本,海外絵本,海外絵本,エマニュエル・レ,593,ほるぷ出版,43357126,サンタさんのぼうし　どこいった？,海外秀作絵本,20221011,1995,,,,,,,,あんしんゲット！の絵本,ほるぷ創作絵本
165,9784083217579,海色ダイアリー〜五つ子アイドルと五河の夢〜,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,みゆ,8,集英社,43382708,海色ダイアリー～五つ子アイドルと五河の夢～,集英社みらい文庫,20221216,7164,,,海色ダイアリー,,,,海色ダイアリー,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
166,9784265811601,ちびちびうさまる　くまさんといっしょ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,ｓａｋｕｍａｒｕ,265,岩崎書店,43360127,ちびちびうさまる　くまさんといっしょ,,20221014,1177,,,,,,,おじょうさま小学生　はなこ　,母と子の絵本,
167,9784592107170,ノラネコぐんだん大図鑑　１０周年限定特典付き,,1076,16,7,1,201,書籍,児童書,絵本,国内絵本,ノラネコぐんだん,工藤ノリコ,592,白泉社,43368273,ノラネコぐんだん大図鑑　１０周年限定特典付き,［バラエティ］,20221118,4152,,,ノラネコぐんだん,ノラネコぐんだん,,,ノラネコぐんだん,ノラネコぐんだん,
168,9784591175507,いないいないばあっ！　おうたで　わーい！,,1076,16,15,1,1,書籍,児童書,しかけ絵本,しかけ絵本,音のでる絵本,ｍｉｏ,591,ポプラ社,43380291,いないいないばあっ！　おうたで　わーい！,,20221209,3746,単行本,,いないいないばあっ！,,,,いないいないばあっ！,音のでる・知育絵本,
169,9784046321879,スイッチ！　大キライなはずなのに！？,１１,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,深海ゆずは,4,ＫＡＤＯＫＡＷＡ,42943339,スイッチ！,角川つばさ文庫,20221109,2967,,,スイッチ！,,,,スイッチ！,角川まんが学習シリーズ,角川まんが学習シリーズ
170,9784046321824,星のカービィ　まんぷく、まんまる、グルメフェス！,,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,高瀬美恵,4,ＫＡＤＯＫＡＷＡ,43345582,星のカービィ　ディスカバリー,角川つばさ文庫,20221214,17708,,,星のカービィ,,,,星のカービィ,角川まんが学習シリーズ,角川まんが学習シリーズ
171,9784046322067,泣き虫スマッシュ！　がけっぷちのバドミントンペア、はじまる！？,１,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,平河ゆうき,4,ＫＡＤＯＫＡＷＡ,43369728,泣き虫スマッシュ！,,20221109,1515,,,,,,,トツゲキ！？地獄ちゃんねる,角川まんが学習シリーズ,
172,9784046322173,ジュニア　空想科学読本,２５,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,柳田理科雄,4,ＫＡＤＯＫＡＷＡ,42475688,ジュニア　空想科学読本,角川つばさ文庫,20221214,2835,,,,,,,ジュニア空想科学読本,角川まんが学習シリーズ,角川まんが学習シリーズ
173,9784074531738,ゆめみる　おひめさま図鑑,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,たけいみき,7,主婦の友社,43380010,ゆめみる　おひめさま図鑑,,20221208,1388,,,,,,,,子どもりょうり絵本,
174,9784052056581,ゆるゆる昆虫図鑑,,1076,16,71,1,401,書籍,児童書,学習百科,学習百科,理科　昆虫,さのかける,5,学研プラス,43369408,ゆるゆる昆虫図鑑,,20221129,3593,,,,,,,新版・ふれあいしぜん図鑑,,
175,9784097252078,かぼちゃスープのおふろ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,柴田ケイコ,9,小学館,43379656,かぼちゃスープのおふろ,,20221118,1621,,,,,,,あかちゃんえほん,どうぶつ絵本,
176,9784591175026,歴史ゴーストバスターズ　歴女失格！？　お泊まり会で大波乱の夏休み！,４,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,あさばみゆき,591,ポプラ社,43250741,歴史ゴーストバスターズ,ポプラキミノベル　創作,20221013,2394,ポプラキミノベル　創作,,歴史ゴーストバスターズ,,,,歴史ゴーストバスターズ,少年探偵・江戸川乱歩＜文庫版＞,ポプラ社のよみきかせ大型絵本
177,9784052056819,なぜ？がわかる！　にゃんこ大戦争クイズブック　〜科学のぎもん編〜,,1076,16,61,1,11,書籍,児童書,実用百科,実用百科,クイズ・なぞなぞ,ＰＯＮＯＳ,5,学研プラス,43375611,なぜ？がわかる！　にゃんこ大戦争クイズブック　～科学のぎもん編～,,20221215,1836,,,,,,,わけがわかる,学研のクイズ図鑑,
178,9784065293423,ディズニーガールズと　いっしょに　おふろで　あいうえお　アルファベットひょうつき,,1076,16,91,1,4,書籍,児童書,グッズ,グッズ,ウォールチャート,講談社,6,講談社,43362345,ディズニーガールズと　いっしょに　おふろで　あいうえお　アルファベットひょうつき,,20221018,1298,,,ディズニー,,,,ディズニー_ＦＩＮＤ　ＢＯＯＫ,スター・ウォーズエピソード,
179,9784053056191,２０２３年入試用重大ニュース　時事問題に強くなる本　中学・高校入試,,1076,19,11,61,3,書籍,学習参考書,小学学参,中学入試,重大ニュース,Ｇａｋｋｅｎ,5,学研プラス,43360369,２０２３年入試用重大ニュース　時事問題に強くなる本　中学・高校入試,,20221013,2594,,,,,,,高校入試の最重要問題,学研ニューコース,
180,9784057508382,妖怪最強王図鑑フィギュア,,1076,16,91,1,91,書籍,児童書,グッズ,グッズ,その他グッズ,ｍｉｏ,5,学研プラス,43369073,妖怪最強王図鑑フィギュア,［バラエティ］　最強王図鑑シリーズ,20221126,13759,最強王図鑑シリーズ,,,,最強王図鑑シリーズ,最強王図鑑シリーズ,最強王図鑑シリーズ,キッズえほんシリーズ,最強王図鑑シリーズ
181,9784092893078,小学館世界Ｊ文学館,,1076,16,41,1,3,書籍,児童書,読み物,名作読み物,海外の名作読み物,浅田次郎,9,小学館,43355658,小学館世界Ｊ文学館,,20221118,1172,,,,,,,小学館の図鑑ＮＥＯのクラフトぶっく,日本名作おはなし絵本,
182,9784591174814,小説　魔入りました！入間くん　アクドルくろむちゃんとアメリの決断,４,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,針とら,591,ポプラ社,43264725,小説　魔入りました！入間くん,ポプラキミノベル,20221005,3591,ポプラキミノベル　ノベライズ,,魔入りました！入間くん,,,,魔入りました！入間くん,少年探偵・江戸川乱歩＜文庫版＞,ポプラ社のよみきかせ大型絵本
183,9784092172661,図解はじめての絵画,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,青柳正規,9,小学館,43388151,図解はじめての絵画,小学館の図鑑ＮＥＯアート,20230206,6646,,,,,小学館の図鑑ＮＥＯ,,はじめてのしつけ絵本,観てわかるシリーズ,小学館の図鑑ＮＥＯのクラフトぶっく
184,9784533151545,るるぶマンガとクイズで楽しく学ぶ！日本の歴史人物伝,,1076,16,71,5,91,書籍,児童書,学習百科,学習漫画,その他学習漫画,伊藤賀一,533,ＪＴＢ,43370158,るるぶマンガとクイズで楽しく学ぶ！日本の歴史人物伝,,20221115,1349,こども絵本[学習まんが],,,,,こども絵本,こども絵本　るるぶ学べるさがし絵えほん,,
185,9784074521562,きみのこころをつよくする　えほん,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,足立啓美,7,主婦の友社,43360941,きみのこころをつよくする　えほん,,20221004,1376,,,,,,,ガストンのソーシャルスキルえほん,子どもりょうり絵本,
186,9784065289020,トミカ　タブレットがた　おしゃべりえほん,,1076,16,21,1,12,書籍,児童書,キャラクター絵本,キャラクター絵本,トミカ,講談社,6,講談社,43341015,トミカ　タブレットがた　おしゃべりえほん,［バラエティ］,20221212,1541,,,トミカ,トミカ,,,ディズニーベビープーえほん,トミカ,ティガ・ダイナ＆ウルトラマンガイア
187,9784046321978,トップ・シークレット　決戦前夜のショータイム！,４,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,あんのまる,4,ＫＡＤＯＫＡＷＡ,43284068,トップ・シークレット,角川つばさ文庫,20230112,1601,,,トップ・シークレット,,,,トップ・シークレット,角川まんが学習シリーズ,角川まんが学習シリーズ
188,9784046322050,サキヨミ！　トラブルまみれのデート作戦！,８,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,七海まち,4,ＫＡＤＯＫＡＷＡ,43387254,サキヨミ！　トラブルまみれのデート作戦！,角川つばさ文庫,20230208,1316,,,サキヨミ！,,,,サキヨミ！,角川まんが学習シリーズ,角川まんが学習シリーズ
189,9784092314405,華麗なる探偵アリス＆ペンギン　キャッツ・イン・ザ・スカイ,,1076,16,55,1,19,書籍,児童書,児童文庫,児童文庫,小学館ジュニア文庫,南房秀久,9,小学館,43381820,華麗なる探偵アリス＆ペンギン　キャッツ・イン・ザ・スカイ,小学館ジュニア文庫,20221125,1185,小学館ジュニア文庫,,華麗なる探偵アリス＆ペンギン,,,,華麗なる探偵アリス＆ペンギン,小学館の図鑑ＮＥＯのクラフトぶっく,小学館の図鑑ＮＥＯのクラフトぶっく
190,9784415331942,音と光のでる絵本　スイッチくるくる,,1076,16,15,1,1,書籍,児童書,しかけ絵本,しかけ絵本,音のでる絵本,かしわらあきお,415,成美堂出版,43376866,音と光のでる絵本　スイッチくるくる,［バラエティ］,20221102,4143,,,音と光のでる絵本,,,,音と光のでる絵本,音と光のでる絵本,
191,9784065309926,プリキュアオールスターズ　さがして！プリキュア,,1076,16,21,1,45,書籍,児童書,キャラクター絵本,キャラクター絵本,ヒロイン,東映アニメーション,6,講談社,43393230,プリキュアオールスターズ　さがして！プリキュア,,20230208,1464,,,プリキュア,,,,プリキュア,弱肉強食オンライン,
192,9784569880921,青鬼　調査クラブ　怪物を従えた少女と激突せよ！,７,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,波摘,569,ＰＨＰ研究所,43113004,青鬼　調査クラブ,ＰＨＰジュニアノベル,20230126,1319,PHPジュニアノベル,,青鬼,,,,青鬼,,ジュニア学習ブックレット
193,9784083217555,天宮家の王子さま　メイドのわたしのバレンタイン計画！,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,白井ごはん,8,集英社,43382706,天宮家の王子さま　メイドのわたしのバレンタイン計画！,集英社みらい文庫,20221216,1937,天宮家の王子さま,,天宮家の王子さま,,,天宮家の王子さま,天宮家の王子さま,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
194,9784479393948,勇者たちの中学受験　わが子が本気になったとき、私の目が覚めたとき,,1076,19,11,21,1,書籍,学習参考書,小学学参,勉強法,勉強法,おおたとしまさ,479,大和書房,43378073,勇者たちの中学受験　わが子が本気になったとき、私の目が覚めたとき,,20221112,4672,,,,,,,,,
195,9784083217531,鬼滅の刃　ノベライズ　〜カナヲと無一郎！　命をかけた闘い編〜,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,吾峠呼世晴,8,集英社,43375620,鬼滅の刃　ノベライズ　～カナヲと無一郎！　命をかけた闘い編～,集英社みらい文庫,20221125,7517,鬼滅の刃 ノベライズ,,鬼滅の刃　ノベライズ,,,,鬼滅の刃　ノベライズ,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
196,9784408640617,マンガでよくわかる　ねこねこ日本史＜ジュニア版＞,１１,1076,16,71,1,47,書籍,児童書,学習百科,学習百科,歴史（読みもの）,そにしけんじ,408,実業之日本社,42910337,マンガでよくわかる　ねこねこ日本史＜ジュニア版＞,,20221201,1337,,,,,,,ジュニアレッスンシリーズ,,
197,9784278087093,あかちゃん　あかちゃん,２,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,おおのたろう,278,大泉書店,43321352,あかちゃん　あかちゃん,,20221130,1034,,,,,,,おやすみまえのあかちゃんえほん,,
198,9784083217470,絶対好きにならない同盟　〜歌姫はラブソングが超ニガテ！〜,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,夜野せせり,8,集英社,43366738,絶対好きにならない同盟　～歌姫はラブソングが超ニガテ！～,集英社みらい文庫,20221028,1583,絶対好きにならない同盟,,絶対好きにならない同盟,,,絶対好きにならない同盟,絶対好きにならない同盟,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
199,9784591175118,新装版　どうぶつえあわせ　ぴったりカード,,1076,16,91,1,3,書籍,児童書,グッズ,グッズ,知育カード,わらべきみか,591,ポプラ社,43365878,新装版　どうぶつえあわせ　ぴったりカード,,20221005,1146,単行本,,,,,,どうぶつ絵本,音のでる・知育絵本,
200,9784591175125,新装版　のりものえあわせ　ぴったりカード,,1076,16,91,1,3,書籍,児童書,グッズ,グッズ,知育カード,わらべきみか,591,ポプラ社,43365879,新装版　のりものえあわせ　ぴったりカード,,20221005,1062,単行本,,,,,,てのひらのりものえほん,音のでる・知育絵本,
201,9784265074877,にじいろフェアリーしずくちゃん　７つのストーンのひみつ,７,1076,16,41,5,5,書籍,児童書,読み物,読み物,低学年読み物,友永コリエ,265,岩崎書店,43064309,にじいろフェアリーしずくちゃん,,20221213,2726,しずくちゃん,,にじいろフェアリーしずくちゃん,,,しずくちゃん,にじいろフェアリーしずくちゃん,,
202,9784049145663,星のカービィ　プププヒーロー　プププランド最大の事件！！編,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,あおきけい,4,ＫＡＤＯＫＡＷＡ,43375601,星のカービィ　プププヒーロー　プププランド最大の事件！！編,,20221214,3415,,,星のカービィ,,,,星のカービィ,恐怖コレクター,
203,9784522803356,サイレンカー　だいずかん　６５ピース,,1076,16,91,1,13,書籍,児童書,グッズ,グッズ,ジグソーパズル,松島浩一郎,522,永岡書店,43365873,サイレンカー　だいずかん　６５ピース,頭のいい子を育むジグソー知育パズル,20221011,1267,頭のいい子を育む　ジグソー知育パズル,,,,,,,ディズニージグソーブック,ディズニージグソーブック
204,9784083217562,おチビがうちにやってきた！　動物園で事件！あらたな能力児、あらわる！？,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,柴野理奈子,8,集英社,43382707,おチビがうちにやってきた！　動物園で事件！あらたな能力児、あらわる！？,集英社みらい文庫,20221216,2036,,,おチビがうちにやってきた！,,,,おチビがうちにやってきた！,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
205,9784065301821,氷の上のプリンセス　シニア編,３,1076,16,55,1,11,書籍,児童書,児童文庫,児童文庫,青い鳥文庫,風野潮,6,講談社,43308401,氷の上のプリンセス　シニア編,講談社青い鳥文庫,20221214,1209,,,氷の上のプリンセス,,,,氷の上のプリンセス,ディズニーえほん文庫,講談社アニメ絵本
206,9784083217524,生き残りゲーム　ラストサバイバル　かせぐが勝ちの学園生活！　サバイバルポイント,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,大久保開,8,集英社,43375619,生き残りゲーム　ラストサバイバル　かせぐが勝ちの学園生活！　サバイバルポイント,集英社みらい文庫,20221125,1434,ラストサバイバルシリーズ,,,,,,生き残りゲームラストサバイバル,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
207,9784813780670,放課後★七不思議！　イケメンたちが優結を救う！？涙と笑顔のハッピーエンド,,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,永良サチ,8137,スターツ出版,43365496,放課後★七不思議！　イケメンたちが優結を救う！？涙と笑顔のハッピーエンド,野いちごジュニア文庫,20221020,1215,,,放課後★七不思議！,,,,放課後★七不思議！,,
208,9784041129081,パンどろぼうほかほかギフトボックス絵本３冊＋メッセージカード（全３冊セット）,,1076,16,7,1,97,書籍,児童書,絵本,国内絵本,３才〜国内絵本,柴田ケイコ,4,ＫＡＤＯＫＡＷＡ,43368305,パンどろぼうほかほかギフトボックス絵本３冊＋メッセージカード（全３冊セット）,,20221109,2829,,,パンどろぼう,,,,パンどろぼう,ディズニー_角川アニメ絵本,
209,9784083217517,霧島くんは普通じゃない　〜ヴァンパイア三兄弟と同居！？　ドキドキの新学期〜,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,麻井深雪,8,集英社,43375618,霧島くんは普通じゃない　～ヴァンパイア三兄弟と同居！？　ドキドキの新学期～,集英社みらい文庫,20221125,9859,霧島くんは普通じゃない,,霧島くんは普通じゃない,,,霧島くんは普通じゃない,霧島くんは普通じゃない,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
210,9784813780717,となりの一条三兄弟！,３,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,永良サチ,8137,スターツ出版,43313007,となりの一条三兄弟！,野いちごジュニア文庫,20221118,1282,,,となりの一条三兄弟！,,,,となりの一条三兄弟！,,
211,9784052056239,ひみつの魔女フレンズ　まいごの子犬と魔法のリング,５,1076,16,41,5,21,書籍,児童書,読み物,読み物,高学年読み物,宮下恵茉,5,学研プラス,43230639,ひみつの魔女フレンズ,,20221201,1437,ひみつの魔女フレンズ,,ひみつの魔女フレンズ,,,ひみつの魔女フレンズ,ひみつの魔女フレンズ,１０歳までに読みたい世界名作,
212,9784487815340,小学生のうちに覚えておくといいことカルタ,,1076,16,91,1,5,書籍,児童書,グッズ,グッズ,かるた,東京書籍出版事業部,487,東京書籍,43375231,小学生のうちに覚えておくといいことカルタ,［バラエティ］,20221208,1075,,,,,,,小学生のための英語絵本シリーズ　Ｏｖｅｒ　ｔｈｅ　ＮＥＷ　Ｈ,,
213,9784046061270,じんせいさいしょの,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,おおのたろう,4,ＫＡＤＯＫＡＷＡ,43384710,じんせいさいしょの,,20230126,1109,,,,,,,ないしょのＭ組,ファースト・ステップ,
214,9784083217661,戦国姫　徳川家康と愛しき姫君たち　江姫、東福門院和子ほか,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,藤咲あゆな,8,集英社,43386789,戦国姫　徳川家康と愛しき姫君たち　江姫、東福門院和子ほか,集英社みらい文庫,20230127,1132,戦国姫,,戦国姫,,,戦国姫,戦国姫,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
215,9784083217500,二条くんはわたしの執事　ダンスパーティーで運命の告白！？,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,小桜すず,8,集英社,43375617,二条くんはわたしの執事　ダンスパーティーで運命の告白！？,集英社みらい文庫,20221125,1085,二条くんはわたしの執事,,二条くんはわたしの執事,,,二条くんはわたしの執事,二条くんはわたしの執事,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
216,9784299033833,まいぜんシスターズのまちがいさがしＢＯＯＫ,,1076,16,7,4,1,書籍,児童書,絵本,さがしもの絵本,さがしもの絵本,まいぜんシスターズ,299,宝島社,43373394,まいぜんシスターズのまちがいさがしＢＯＯＫ,,20221025,8641,,,,,,,,,
217,9784299035875,桃太郎電鉄でわかる歴史の英雄大図鑑,,1076,16,71,1,47,書籍,児童書,学習百科,学習百科,歴史（読みもの）,村瀬哲史,299,宝島社,43377522,桃太郎電鉄でわかる歴史の英雄大図鑑,,20221118,1124,,,,,,,,,
218,9784522803363,あつまれ！　きょうりゅう　３５ピース,,1076,16,91,1,13,書籍,児童書,グッズ,グッズ,ジグソーパズル,加藤愛一,522,永岡書店,43365874,あつまれ！　きょうりゅう　３５ピース,頭のいい子を育むジグソー知育パズル,20221011,1013,頭のいい子を育む　ジグソー知育パズル,,,,,,,ディズニージグソーブック,ディズニージグソーブック
219,9784083217593,戦国姫　徳川家康と運命の姫君たち　於大の方、瀬名姫ほか,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,藤咲あゆな,8,集英社,43382710,戦国姫　徳川家康と運命の姫君たち　於大の方、瀬名姫ほか,集英社みらい文庫,20221216,1921,戦国姫,,戦国姫,,,戦国姫,戦国姫,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
220,9784774738604,とびだす！かわいい！どうぶつピアノ,,1076,16,15,1,1,書籍,児童書,しかけ絵本,しかけ絵本,音のでる絵本,ｍｉｏ,7747,コスミック出版,43383715,とびだす！かわいい！どうぶつピアノ,［バラエティ］,20221216,1256,,,,,,,,,
221,9784065296851,小説　ブルーロック,１,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,吉岡みつる,6,講談社,43367241,小説　ブルーロック,講談社ＫＫ文庫,20221117,1828,,,,,,,ブルーナのおはなしちえあそび,ディズニーえほん文庫,講談社アニメ絵本
222,9784865492859,おせちのみんなあつまって！,,1076,16,11,3,5,書籍,児童書,幼児絵本,知育絵本,たべもの絵本,真珠まりこ,86549,ひさかたチャイルド,43367256,おせちのみんなあつまって！,,20221114,1838,,,,,,,,０歳・１歳・２歳児の絵本,
223,9784265820658,ほねほねザウルス　パーフェクト図鑑,,1076,16,41,5,13,書籍,児童書,読み物,読み物,ほねほねザウルスシリーズ,カバヤ食品,265,岩崎書店,43370950,ほねほねザウルス　パーフェクト図鑑,,20221117,2312,ほねほねザウルス,,ほねほねザウルス,ほねほねザウルス,,ほねほねザウルス,ほねほねザウルス,ほねほねザウルス,
224,9784083217678,逃走中　オリジナルストーリー　暗闇からハンター！？　夜の遊園地で恐怖に立ちむかえ！,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,逃走中,8,集英社,43386790,逃走中　オリジナルストーリー　暗闇からハンター！？　夜の遊園地で恐怖に立ちむかえ！,集英社みらい文庫,20230127,3416,逃走中 オリジナルストーリー,,逃走中　オリジナルストーリー,,,,逃走中　オリジナルストーリー,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
225,9784065311035,ひろがるスカイ！プリキュア　へんしんシールえほん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,東映アニメーション,6,講談社,43393231,ひろがるスカイ！プリキュア　へんしんシールえほん,おともだちムック,20230206,1384,,,プリキュア,,おともだちムック,,プリキュア,講談社アニメ絵本,おともだちムック
226,9784074514120,女の子おりがみ,,1076,16,61,1,1,書籍,児童書,実用百科,実用百科,おりがみ,たつくりのおりがみ,7,主婦の友社,43378772,女の子おりがみ,,20221202,2218,,,,,,,,,
227,9784774738659,くるくるまわる！ビーだまビッグコースター,,1076,16,91,1,91,書籍,児童書,グッズ,グッズ,その他グッズ,ｍｉｏ,7747,コスミック出版,43383195,くるくるまわる！ビーだまビッグコースター,［バラエティ］,20221213,1233,,,,,,,,,
228,9784087901009,おしりダンディ　ザ・ヤング　きょうりゅうのしま,,1076,16,41,5,7,書籍,児童書,読み物,読み物,おしりたんていシリーズ,トロル,8,集英社,43375621,おしりダンディ　ザ・ヤング　きょうりゅうのしま,おしりダンディ　アドベンチャー,20221125,4247,おしりダンディ アドベンチャー,,,,,,おしりダンディアドベンチャー,満点ゲットシリーズ　せいかつプラス,おしりダンディアドベンチャー
229,9784865492873,はたらくくるま,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,伊藤アキラ,86549,ひさかたチャイルド,43373876,はたらくくるま,,20221215,1191,,,はたらくくるま,,,,はたらくくるま,,
230,9784791631582,超特大なぞなぞウルトラ大冒険３５１５問！,,1076,16,61,1,11,書籍,児童書,実用百科,実用百科,クイズ・なぞなぞ,平目きらり,7916,西東社,43363338,超特大なぞなぞウルトラ大冒険３５１５問！,,20221011,1026,,,,,,,,,
231,9784083217654,渚くんをお兄ちゃんとは呼ばない　〜これからも大好き〜,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,夜野せせり,8,集英社,43386788,渚くんをお兄ちゃんとは呼ばない　～これからも大好き～,集英社みらい文庫,20230127,2508,渚くんをお兄ちゃんとは呼ばない,,渚くんをお兄ちゃんとは呼ばない,,,渚くんをお兄ちゃんとは呼ばない,渚くんをお兄ちゃんとは呼ばない,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
232,9784041097526,角川まんが学習シリーズ　日本の歴史　多様化する社会　平成時代〜令和,１６,1076,16,71,5,1,書籍,児童書,学習百科,学習漫画,日本の歴史,五百旗頭薫,4,ＫＡＤＯＫＡＷＡ,42677088,角川まんが学習シリーズ　日本の歴史,,20221013,4185,,,角川まんが学習シリーズ,,,,角川まんが学習シリーズ　まんが人物伝,,
233,9784065297001,人狼サバイバル　疑心暗鬼！　水の都の人狼ゲーム,,1076,16,55,1,11,書籍,児童書,児童文庫,児童文庫,青い鳥文庫,甘雪こおり,6,講談社,43367244,人狼サバイバル　疑心暗鬼！　水の都の人狼ゲーム,,20221109,4734,,,人狼サバイバル,,,,人狼サバイバル,ディズニーえほん文庫,
234,9784330059228,トミカ　はじめてのひらがなキューブ,,1076,16,91,1,1,書籍,児童書,グッズ,グッズ,知育玩具,ｍｉｏ,330,交通新聞社,43371216,トミカ　はじめてのひらがなキューブ,［バラエティ］,20221128,1086,,,トミカ,,,,はじめてカード図鑑,,
235,9784023322233,大雪のサバイバル,,1076,16,71,5,21,書籍,児童書,学習百科,学習漫画,サバイバルシリーズ,ポドアルチング,2,朝日新聞出版,43392485,大雪のサバイバル,かがくるＢＯＯＫ　科学漫画サバイバルシリーズ　８２,20230207,4032,科学漫画サバイバルシリーズ８２,,,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ,サバイバルシリーズ
236,9784791631889,ミラクルハピネス　心理テスト１４１２,,1076,16,61,1,21,書籍,児童書,実用百科,実用百科,心理ゲーム・占い,ミラクル心理研究会,7916,西東社,43368800,ミラクルハピネス　心理テスト１４１２,,20221015,2097,,,,,,,ミラクルハッピー☆希望のどうぶつ物語,,
237,9784046322012,怪盗レッド　家族の絆は、うばえない☆の巻,２２,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,秋木真,4,ＫＡＤＯＫＡＷＡ,40911770,怪盗レッド,角川つばさ文庫,20221214,3750,,,怪盗レッド,,,,怪盗レッドＴＨＥＦＩＲＳＴ,角川まんが学習シリーズ,角川まんが学習シリーズ
238,9784046322029,ふたごチャレンジ！　ココロ揺らめく遊園地！？,４,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,七都にい,4,ＫＡＤＯＫＡＷＡ,43292427,ふたごチャレンジ！,角川つばさ文庫,20230112,2721,,,ふたごチャレンジ！,,,,ふたごチャレンジ！,角川まんが学習シリーズ,角川まんが学習シリーズ
