,JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SUBLABEL,SERIESNM,SERIESNM_shoshi,SERIESNM_sikiriban,SERIESNM_sosho,SERIESNM_sublabel,seriesnm_candidate_shoshi,seriesnm_candidate_sikiriban,seriesnm_candidate_sosho
239,9784791631513,大迫力！戦慄の都市伝説大百科,,1076,16,61,1,91,書籍,児童書,実用百科,実用百科,その他実用百科,朝里樹,7916,西東社,43374282,大迫力！戦慄の都市伝説大百科,,20221115,3485,,,,,,,,,
240,9784041129791,角川まんが学習シリーズ日本の歴史５大特典つき全１６巻＋別巻４冊セット（全２０巻セ,,1076,16,71,5,1,書籍,児童書,学習百科,学習漫画,日本の歴史,山本博文,4,ＫＡＤＯＫＡＷＡ,43370508,角川まんが学習シリーズ日本の歴史５大特典つき全１６巻＋別巻４冊セット（全２０巻セ,,20221110,1223,,,角川まんが学習シリーズ,,,,角川まんが学習シリーズ,,
241,9784522803431,たべっ子どうぶつバスボール　りんごのかおり,１,1076,16,91,1,91,書籍,児童書,グッズ,グッズ,その他グッズ,ｍｉｏ,522,永岡書店,43376252,たべっ子どうぶつバスボール　りんごのかおり,,20221110,4544,,,,,,,トロールズ,,
242,9784036358502,あやし、おそろし、天獄園,,1076,16,41,5,24,書籍,児童書,読み物,読み物,ふしぎ駄菓子屋銭天堂シリーズ,廣嶋玲子,3,偕成社,43363698,あやし、おそろし、天獄園,,20221124,10445,,,,ふしぎ駄菓子屋銭天堂シリーズ,,,,ふしぎ駄菓子屋銭天堂シリーズ,
243,9784410143335,化学重要問題集化学基礎・化学　実戦２０２３,,1076,19,31,21,11,書籍,学習参考書,高校学参,理科,化学,数研出版編集部,410,数研出版,43363351,化学重要問題集化学基礎・化学　実戦２０２３,,20221104,2698,,,,,,,チャート式問題集シリーズ,,
244,9784591175699,ティンクル・セボンスター　アンナと宝石の国の女王様,８,1076,16,41,5,5,書籍,児童書,読み物,読み物,低学年読み物,菊田みちよ,591,ポプラ社,42723633,ティンクル・セボンスター,,20221214,1179,ティンクル・セボンスター,,ティンクル・セボンスター,,,ティンクル・セボンスター,ティンクル・セボンスター,,
245,9784083217494,絶叫学級　パーティーのいけにえ　編,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,いしかわえみ,8,集英社,43366740,絶叫学級　パーティーのいけにえ　編,集英社みらい文庫,20221028,3042,絶叫学級,,絶叫学級,,,絶叫学級,絶叫学級,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
246,9784591175705,ミオととなりのマーメイド　つながる心でラストマジック！,１２,1076,16,41,5,51,書籍,児童書,読み物,読み物,ファンタジー,ミランダ・ジョーンズ,591,ポプラ社,43380020,ミオととなりのマーメイド　つながる心でラストマジック！,,20221207,2130,ミオととなりのマーメイド,,ミオととなりのマーメイド,,,ミオととなりのマーメイド,ミオととなりのマーメイド,ファンタジー超図鑑,
247,9784046321831,ぜったいバレちゃいけません！！！　ハッピーエンドはゆずれない！,６,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,水無仙丸,4,ＫＡＤＯＫＡＷＡ,43210129,ぜったいバレちゃいけません！！！,角川つばさ文庫,20221013,1374,,,ぜったいバレちゃいけません！！！,,,,ぜったいバレちゃいけません！！！,角川まんが学習シリーズ,角川まんが学習シリーズ
248,9784083217487,迷宮教室　裏切りの「友達処刑ゲーム」,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,あいはらしゅう,8,集英社,43366739,迷宮教室　裏切りの「友達処刑ゲーム」,集英社みらい文庫,20221028,1475,迷宮教室,,迷宮教室,,,迷宮教室,迷宮教室,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
249,9784478116562,小学生がたった１日で１９×１９までかんぺきに暗算できる本,,1076,19,11,5,1,書籍,学習参考書,小学学参,基礎学習,基礎学習参考書,小杉拓也,478,ダイヤモンド社,43373276,小学生がたった１日で１９×１９までかんぺきに暗算できる本,,20221208,17634,,,,,,,,,
250,9784522803424,じゃがりこバスボール　りんごのかおり,,1076,16,91,1,91,書籍,児童書,グッズ,グッズ,その他グッズ,ｍｉｏ,522,永岡書店,43376318,じゃがりこバスボール　りんごのかおり,,20221110,6182,,,,,,,トロールズ,,
251,9784867163436,まじょねこマーニャ　まほうのゆびわ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,さかいさちえ,86716,マイクロマガジン社,43360949,まじょねこマーニャ　まほうのゆびわ,,20221005,1432,,,,,,,,,
252,9784591175866,かいけつゾロリの　あたまがよくなるボードゲームＢＯＸ,,1076,16,91,1,8,書籍,児童書,グッズ,グッズ,その他ゲーム,原ゆたか,591,ポプラ社,43380293,かいけつゾロリの　あたまがよくなるボードゲームＢＯＸ,［バラエティ］,20221209,1523,単行本,,かいけつゾロリ,,,,かいけつゾロリ,なぞなぞ＆ゲーム王国,プティ・パティシエール
253,9784410143137,物理重要問題集物理基礎・物理　実戦２０２３,,1076,19,31,21,1,書籍,学習参考書,高校学参,理科,物理,数研出版編集部,410,数研出版,43363350,物理重要問題集物理基礎・物理　実戦２０２３,,20221104,1050,,,,,,,チャート式問題集シリーズ,,
254,9784083217609,アイ・アム・冒険少年　脱出島　オリジナルストーリー　友情でミッションを乗り越えろ！,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,ｍｉｏ,8,集英社,43382711,アイ・アム・冒険少年　脱出島　オリジナルストーリー　友情でミッションを乗り越えろ！,集英社みらい文庫,20221216,1176,アイ・アム・冒険少年 脱出島 オリジナルストーリー 無人島サバイバルスタート！,,,,,,逃走中　オリジナルストーリー,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
255,9784591176061,おしりたんてい　ププッ　でんせつのかたなをまもれ　アニメコミック,１４,1076,16,41,5,7,書籍,児童書,読み物,読み物,おしりたんていシリーズ,トロル,591,ポプラ社,43109435,おしりたんてい　アニメコミック,,20230118,2038,アニメコミックおしりたんてい,,おしりたんてい,おしりたんてい,,おしりたんてい,おしりたんていかいとう,おしりたんていかいとう,
256,9784083217586,青星学園★チームＥＹＥーＳの事件ノート　翔太の熱い体育祭！ハチマキにこめた気持ち,,1076,16,55,1,18,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,相川真,8,集英社,43382709,青星学園★チームＥＹＥーＳの事件ノート　翔太の熱い体育祭！ハチマキにこめた気持ち,集英社みらい文庫,20221216,3422,,,,,,,青星学園★チームＥＹＥ－Ｓの事件ノート,通学シリーズ みらい文庫版,通学シリーズ みらい文庫版
257,9784522440513,おしえて　おしえて　かわいいの　だぁれ？　こころをはぐくむ　ふれあいえほん,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,うらつかりょうま,522,永岡書店,43380013,おしえて　おしえて　かわいいの　だぁれ？　こころをはぐくむ　ふれあいえほん,,20221212,1777,,,,,,,こころをはぐくむふれあいえほん,ディズニージグソーブック,
258,9784309629315,人類の物語　Ｕｎｓｔｏｐｐａｂｌｅ　Ｕｓ　ヒトはこうして地球の支配者になった,,1076,16,71,1,47,書籍,児童書,学習百科,学習百科,歴史（読みもの）,ユヴァル・ノア・ハラリ,309,河出書房新社,43369411,人類の物語　Ｕｎｓｔｏｐｐａｂｌｅ　Ｕｓ　ヒトはこうして地球の支配者になった,,20221124,3382,Unstoppable Us,,,,,,,,
259,9784046057129,にゃんこ大戦争でまなぶ！難しい言葉１０００,,1076,16,71,1,3,書籍,児童書,学習百科,学習百科,国語,ＰＯＮＯＳ,4,ＫＡＤＯＫＡＷＡ,43367727,にゃんこ大戦争でまなぶ！難しい言葉１０００,,20221118,2756,,,,,,,１００年後も読まれる名作,,
260,9784391158779,すみっコぐらしをさがせ　あつまるとあんしんです編,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,主婦と生活社,391,主婦と生活社,43372086,すみっコぐらしをさがせ　あつまるとあんしんです編,,20221125,3526,,,すみっコぐらし,,,,すみっコぐらし,,
261,9784813780786,ヴァンパイア・溺愛パラダイス,５,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,碧井こなつ,8137,スターツ出版,43270868,ヴァンパイア・溺愛パラダイス,野いちごジュニア文庫,20230120,1344,ヴァンパイア♡溺愛パラダイス,,ヴァンパイア・溺愛パラダイス,,,,ヴァンパイア・溺愛パラダイス,,
262,9784865314960,共通テスト予想問題パック　２０２３年用,,1076,19,31,51,41,書籍,学習参考書,高校学参,予備校,Ｚ会,Ｚ会編集部,86531,Ｚ会,43367355,共通テスト予想問題パック　２０２３年用,,20221007,5463,,,,,,,,,
263,9784405073586,頭のいい子が育つ葉加瀬太郎の英語のうた　ＣＤ付,,1076,16,71,1,6,書籍,児童書,学習百科,学習百科,英語,葉加瀬太郎,405,新星出版社,43369780,頭のいい子が育つ葉加瀬太郎の英語のうた　ＣＤ付,,20221117,1435,,,,,,,,,
264,9784046321886,理花のおかしな実験室　ふくらむナゾの答えをさがせ！,７,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,やまもとふみ,4,ＫＡＤＯＫＡＷＡ,43189443,理花のおかしな実験室,角川つばさ文庫,20221013,2290,,,理花のおかしな実験室,,,,理花のおかしな実験室,角川まんが学習シリーズ,角川まんが学習シリーズ
265,9784052056437,５分後に意外な結末ｅｘ　亜麻色の糸で紡がれた物語,,1076,16,41,5,22,書籍,児童書,読み物,読み物,５分後に意外な結末シリーズ,桃戸ハル,5,学研プラス,43363323,５分後に意外な結末ｅｘ　亜麻色の糸で紡がれた物語,「５分後に意外な結末」シリーズ,20221215,4042,５分後に意外な結末,,５分後に意外な結末,５分後に意外な結末,５分後に意外な結末,５分後に意外な結末,５分後に意外な結末ｅｘ,５分後に意外な結末,「５分後に意外な結末」シリーズ
266,9784591175798,ないしょの未来日記　恋愛ギライな私とフキゲンな王子様,１,1076,16,55,1,91,書籍,児童書,児童文庫,児童文庫,その他児童文庫,高杉六花,591,ポプラ社,43379932,ないしょの未来日記　恋愛ギライな私とフキゲンな王子様,ポプラキミノベル　創作,20221207,1452,ポプラキミノベル　ノベライズ,,,,,,大人にはないしょだよ,少年探偵・江戸川乱歩＜文庫版＞,ポプラ社のよみきかせ大型絵本
267,9784046321909,すずめの戸締まり,,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,新海誠,4,ＫＡＤＯＫＡＷＡ,43351498,すずめの戸締まり,角川つばさ文庫,20221013,45820,,,,,,,,角川まんが学習シリーズ,角川まんが学習シリーズ
268,9784065291832,いちねんじゅうおばけずかん　ハロウィンかぼちゃん,,1076,16,41,5,41,書籍,児童書,読み物,読み物,おばけ・こわい話,斉藤洋,6,講談社,43371446,いちねんじゅうおばけずかん　ハロウィンかぼちゃん,どうわがいっぱい,20221201,4832,,,おばけずかん,,,,おばけずかんアニメえほん,おばけずかんアニメえほん,ゆずのどうぶつカルテ
